bank_transaction_id,bank_account_id,settlement_id,description,type,amount,currency,posted_at,value_date,status
BANK_004776,ACC_WF_USD_03,SETTLE_004776,SETTLEMENT PAYOUT REF SETTLE_004776,CREDIT,18.71,USD,2026-03-08 11:27:20,2026-03-08,POSTED
BANK_004777,ACC_WF_USD_03,SETTLE_004777,SETTLEMENT PAYOUT REF SETTLE_004777,CREDIT,288.22,USD,2026-03-01 00:41:06,2026-03-01,POSTED
BANK_004778,ACC_TD_CAD_02,SETTLE_004778,SETTLEMENT PAYOUT REF SETTLE_004778,CREDIT,182.10,CAD,2026-01-14 06:41:55,2026-01-14,POSTED
BANK_004779,ACC_ICICI_INR_02,SETTLE_004779,SETTLEMENT PAYOUT REF SETTLE_004779,CREDIT,293.41,INR,2026-02-04 14:08:24,2026-02-04,POSTED
BANK_004780,ACC_WF_USD_03,SETTLE_004780,SETTLEMENT PAYOUT REF SETTLE_004780,CREDIT,51.28,USD,2026-03-19 03:26:04,2026-03-19,POSTED
BANK_004781,ACC_HSBC_GBP_02,SETTLE_004781,SETTLEMENT PAYOUT REF SETTLE_004781,CREDIT,176.66,GBP,2026-01-26 03:28:21,2026-01-26,POSTED
BANK_004782,ACC_DB_EUR_01,SETTLE_004782,SETTLEMENT PAYOUT REF SETTLE_004782,CREDIT,68.86,EUR,2026-02-27 23:03:28,2026-02-27,POSTED
BANK_004783,ACC_ICICI_INR_02,SETTLE_004783,SETTLEMENT PAYOUT REF SETTLE_004783,CREDIT,780.02,INR,2026-02-09 20:42:42,2026-02-09,POSTED
BANK_004785,ACC_WF_USD_03,SETTLE_004785,SETTLEMENT PAYOUT REF SETTLE_004785,CREDIT,54.41,USD,2026-02-28 02:50:35,2026-02-28,POSTED
BANK_004787,ACC_DB_EUR_01,SETTLE_004787,SETTLEMENT PAYOUT REF SETTLE_004787,CREDIT,498.07,EUR,2026-01-20 15:51:39,2026-01-20,POSTED
BANK_004788,ACC_BNP_EUR_02,SETTLE_004788,SETTLEMENT PAYOUT REF SETTLE_004788,CREDIT,1379.37,EUR,2026-01-06 04:53:44,2026-01-06,POSTED
BANK_004789,ACC_DB_EUR_01,SETTLE_004789,SETTLEMENT PAYOUT REF SETTLE_004789,CREDIT,86.90,EUR,2026-03-12 06:36:05,2026-03-12,POSTED
BANK_004790,ACC_TD_CAD_02,SETTLE_004790,SETTLEMENT PAYOUT REF SETTLE_004790,CREDIT,17.66,CAD,2026-01-23 00:36:52,2026-01-23,POSTED
BANK_004791,ACC_DB_EUR_01,SETTLE_004791,SETTLEMENT PAYOUT REF SETTLE_004791,CREDIT,454.20,EUR,2026-02-16 21:39:34,2026-02-16,POSTED
BANK_004792,ACC_ICICI_INR_02,SETTLE_004792,SETTLEMENT PAYOUT REF SETTLE_004792,CREDIT,15000.00,INR,2026-02-26 07:15:13,2026-02-26,POSTED
BANK_004793,ACC_BNP_EUR_02,SETTLE_004793,SETTLEMENT PAYOUT REF SETTLE_004793,CREDIT,462.80,EUR,2026-03-17 17:57:57,2026-03-17,POSTED
BANK_004794,ACC_ICICI_INR_02,SETTLE_004794,SETTLEMENT PAYOUT REF SETTLE_004794,CREDIT,499.00,INR,2026-03-24 12:28:23,2026-03-24,POSTED
BANK_004796,ACC_ICICI_INR_02,SETTLE_004796,SETTLEMENT PAYOUT REF SETTLE_004796,CREDIT,293.41,INR,2026-02-09 17:41:12,2026-02-09,POSTED
BANK_004797,ACC_RBC_CAD_01,SETTLE_004797,SETTLEMENT PAYOUT REF SETTLE_004797,CREDIT,69.08,CAD,2026-01-24 16:03:46,2026-01-24,POSTED
BANK_004798,ACC_BNP_EUR_02,SETTLE_004798,SETTLEMENT PAYOUT REF SETTLE_004798,CREDIT,191.68,EUR,2026-03-08 04:22:54,2026-03-08,POSTED
BANK_004799,ACC_ICICI_INR_02,SETTLE_004799,SETTLEMENT PAYOUT REF SETTLE_004799,CREDIT,499.00,INR,2026-02-28 15:34:09,2026-02-28,POSTED
BANK_004800,ACC_JPM_USD_01,SETTLE_004800,SETTLEMENT PAYOUT REF SETTLE_004800,CREDIT,473.64,USD,2026-02-04 17:26:01,2026-02-04,POSTED
BANK_004801,ACC_BNP_EUR_02,SETTLE_004801,SETTLEMENT PAYOUT REF SETTLE_004801,CREDIT,36.38,EUR,2026-03-27 01:12:32,2026-03-27,POSTED
BANK_004802,ACC_JPM_USD_01,SETTLE_004802,SETTLEMENT PAYOUT REF SETTLE_004802,CREDIT,179.76,USD,2026-01-18 11:36:24,2026-01-18,POSTED
BANK_004803,ACC_HSBC_GBP_02,SETTLE_004803,SETTLEMENT PAYOUT REF SETTLE_004803,CREDIT,2959.47,GBP,2026-03-23 05:27:37,2026-03-23,POSTED
BANK_004804,ACC_BARC_GBP_01,SETTLE_004804,SETTLEMENT PAYOUT REF SETTLE_004804,CREDIT,208.52,GBP,2026-03-15 05:59:32,2026-03-15,POSTED
BANK_004805,ACC_WF_USD_03,SETTLE_004805,SETTLEMENT PAYOUT REF SETTLE_004805,CREDIT,28.12,USD,2026-03-22 11:59:42,2026-03-22,POSTED
BANK_004806,ACC_HSBC_GBP_02,SETTLE_004806,SETTLEMENT PAYOUT REF SETTLE_004806,CREDIT,621.26,GBP,2026-03-13 10:56:14,2026-03-13,POSTED
BANK_004807,ACC_TD_CAD_02,SETTLE_004807,SETTLEMENT PAYOUT REF SETTLE_004807,CREDIT,77.19,CAD,2026-02-05 04:44:57,2026-02-05,POSTED
BANK_004808,ACC_BARC_GBP_01,SETTLE_004808,SETTLEMENT PAYOUT REF SETTLE_004808,CREDIT,71.55,GBP,2026-02-16 09:08:30,2026-02-16,POSTED
BANK_004809,ACC_WF_USD_03,SETTLE_004809,SETTLEMENT PAYOUT REF SETTLE_004809,CREDIT,1651.32,USD,2026-03-28 20:38:48,2026-03-28,POSTED
BANK_004810,ACC_JPM_USD_01,SETTLE_004810,SETTLEMENT PAYOUT REF SETTLE_004810,CREDIT,343.99,USD,2026-03-06 03:13:26,2026-03-06,POSTED
BANK_004811,ACC_BNP_EUR_02,SETTLE_004811,SETTLEMENT PAYOUT REF SETTLE_004811,CREDIT,38.59,EUR,2026-02-10 07:10:38,2026-02-10,POSTED
BANK_004812,ACC_JPM_USD_01,SETTLE_004812,SETTLEMENT PAYOUT REF SETTLE_004812,CREDIT,477.44,USD,2026-01-09 17:13:03,2026-01-09,POSTED
BANK_004813,ACC_RBC_CAD_01,SETTLE_004813,SETTLEMENT PAYOUT REF SETTLE_004813,CREDIT,66.65,CAD,2026-01-11 17:06:19,2026-01-11,POSTED
BANK_004814,ACC_BOA_USD_02,SETTLE_004814,SETTLEMENT PAYOUT REF SETTLE_004814,CREDIT,229.98,USD,2026-03-15 06:22:25,2026-03-15,POSTED
BANK_004815,ACC_BOA_USD_02,SETTLE_004815,SETTLEMENT PAYOUT REF SETTLE_004815,CREDIT,120.19,USD,2026-02-09 12:16:27,2026-02-09,POSTED
BANK_004816,ACC_HDFC_INR_01,SETTLE_004816,SETTLEMENT PAYOUT REF SETTLE_004816,CREDIT,2499.00,INR,2026-01-24 00:05:12,2026-01-24,POSTED
BANK_004817,ACC_RBC_CAD_01,SETTLE_004817,SETTLEMENT PAYOUT REF SETTLE_004817,CREDIT,3288.48,CAD,2026-02-09 16:31:38,2026-02-09,POSTED
BANK_004818,ACC_WF_USD_03,SETTLE_004818,SETTLEMENT PAYOUT REF SETTLE_004818,CREDIT,42.60,USD,2026-01-23 06:01:00,2026-01-23,POSTED
BANK_004819,ACC_TD_CAD_02,SETTLE_004819,SETTLEMENT PAYOUT REF SETTLE_004819,CREDIT,2618.63,CAD,2026-03-07 08:39:35,2026-03-07,POSTED
BANK_004820,ACC_BNP_EUR_02,SETTLE_004820,SETTLEMENT PAYOUT REF SETTLE_004820,CREDIT,196.44,EUR,2026-02-05 06:33:47,2026-02-05,POSTED
BANK_004821,ACC_DB_EUR_01,SETTLE_004821,SETTLEMENT PAYOUT REF SETTLE_004821,CREDIT,20.22,EUR,2026-02-09 21:57:05,2026-02-09,POSTED
BANK_004822,ACC_WF_USD_03,SETTLE_004822,SETTLEMENT PAYOUT REF SETTLE_004822,CREDIT,440.67,USD,2026-02-24 10:10:03,2026-02-24,POSTED
BANK_004824,ACC_DB_EUR_01,SETTLE_004824,SETTLEMENT PAYOUT REF SETTLE_004824,CREDIT,64.49,EUR,2026-02-11 07:44:28,2026-02-11,POSTED
BANK_004825,ACC_BNP_EUR_02,SETTLE_004825,SETTLEMENT PAYOUT REF SETTLE_004825,CREDIT,618.27,EUR,2026-01-10 11:18:55,2026-01-10,POSTED
BANK_004826,ACC_HSBC_GBP_02,SETTLE_004826,SETTLEMENT PAYOUT REF SETTLE_004826,CREDIT,330.80,GBP,2026-02-26 02:49:40,2026-02-26,POSTED
BANK_004827,ACC_RBC_CAD_01,SETTLE_004827,SETTLEMENT PAYOUT REF SETTLE_004827,CREDIT,56.38,CAD,2026-03-22 22:14:07,2026-03-22,POSTED
BANK_004828,ACC_HSBC_GBP_02,SETTLE_004828,SETTLEMENT PAYOUT REF SETTLE_004828,CREDIT,618.24,GBP,2026-03-01 00:23:51,2026-03-01,POSTED
BANK_004829,ACC_DB_EUR_01,SETTLE_004829,SETTLEMENT PAYOUT REF SETTLE_004829,CREDIT,115.47,EUR,2026-01-07 08:21:39,2026-01-07,POSTED
BANK_004831,ACC_TD_CAD_02,SETTLE_004831,SETTLEMENT PAYOUT REF SETTLE_004831,CREDIT,16.85,CAD,2026-02-24 07:19:08,2026-02-24,POSTED
BANK_004832,ACC_DB_EUR_01,SETTLE_004832,SETTLEMENT PAYOUT REF SETTLE_004832,CREDIT,217.30,EUR,2026-01-09 08:14:19,2026-01-09,POSTED
BANK_004833,ACC_HSBC_GBP_02,SETTLE_004833,SETTLEMENT PAYOUT REF SETTLE_004833,CREDIT,220.59,GBP,2026-03-01 17:00:03,2026-03-01,POSTED
BANK_004834,ACC_JPM_USD_01,SETTLE_004834,SETTLEMENT PAYOUT REF SETTLE_004834,CREDIT,49.60,USD,2026-02-01 22:58:38,2026-02-01,POSTED
BANK_004835,ACC_HDFC_INR_01,SETTLE_004835,SETTLEMENT PAYOUT REF SETTLE_004835,CREDIT,78.30,INR,2026-02-01 19:34:29,2026-02-01,POSTED
BANK_004836,ACC_HSBC_GBP_02,SETTLE_004836,SETTLEMENT PAYOUT REF SETTLE_004836,CREDIT,2629.15,GBP,2026-02-10 11:08:49,2026-02-10,POSTED
BANK_004837,ACC_DB_EUR_01,SETTLE_004837,SETTLEMENT PAYOUT REF SETTLE_004837,CREDIT,583.80,EUR,2026-03-06 02:59:54,2026-03-06,POSTED
BANK_004838,ACC_BOA_USD_02,SETTLE_004838,SETTLEMENT PAYOUT REF SETTLE_004838,CREDIT,1049.32,USD,2026-01-04 12:04:12,2026-01-04,POSTED
BANK_004839,ACC_HSBC_GBP_02,SETTLE_004839,SETTLEMENT PAYOUT REF SETTLE_004839,CREDIT,22.96,GBP,2026-03-31 20:12:55,2026-03-31,POSTED
BANK_004840,ACC_HSBC_GBP_02,SETTLE_004840,SETTLEMENT PAYOUT REF SETTLE_004840,CREDIT,506.24,GBP,2026-04-02 05:38:51,2026-04-02,POSTED
BANK_004841,ACC_RBC_CAD_01,SETTLE_004841,SETTLEMENT PAYOUT REF SETTLE_004841,CREDIT,40.53,CAD,2026-03-23 03:20:16,2026-03-23,POSTED
BANK_004842,ACC_BNP_EUR_02,SETTLE_004842,SETTLEMENT PAYOUT REF SETTLE_004842,CREDIT,15.42,EUR,2026-03-25 22:15:09,2026-03-25,POSTED
BANK_004843,ACC_HDFC_INR_01,SETTLE_004843,SETTLEMENT PAYOUT REF SETTLE_004843,CREDIT,1466.02,INR,2026-02-18 19:02:20,2026-02-18,POSTED
BANK_004844,ACC_BARC_GBP_01,SETTLE_004844,SETTLEMENT PAYOUT REF SETTLE_004844,CREDIT,590.35,GBP,2026-01-30 17:53:34,2026-01-30,POSTED
BANK_004845,ACC_TD_CAD_02,SETTLE_004845,SETTLEMENT PAYOUT REF SETTLE_004845,CREDIT,507.78,CAD,2026-03-06 02:34:36,2026-03-06,POSTED
BANK_004846,ACC_DB_EUR_01,SETTLE_004846,SETTLEMENT PAYOUT REF SETTLE_004846,CREDIT,35.70,EUR,2026-01-27 17:30:35,2026-01-27,POSTED
BANK_004848,ACC_BNP_EUR_02,SETTLE_004848,SETTLEMENT PAYOUT REF SETTLE_004848,CREDIT,2283.47,EUR,2026-04-03 02:25:07,2026-04-03,POSTED
BANK_004849,ACC_BOA_USD_02,SETTLE_004849,SETTLEMENT PAYOUT REF SETTLE_004849,CREDIT,41.48,USD,2026-03-16 00:43:50,2026-03-16,POSTED
BANK_004850,ACC_WF_USD_03,SETTLE_004850,SETTLEMENT PAYOUT REF SETTLE_004850,CREDIT,70.30,USD,2026-01-21 14:01:42,2026-01-21,POSTED
BANK_004851,ACC_DB_EUR_01,SETTLE_004851,SETTLEMENT PAYOUT REF SETTLE_004851,CREDIT,33.58,EUR,2026-02-01 12:48:37,2026-02-01,POSTED
BANK_004852,ACC_DB_EUR_01,SETTLE_004852,SETTLEMENT PAYOUT REF SETTLE_004852,CREDIT,52.66,EUR,2026-03-29 06:15:29,2026-03-29,POSTED
BANK_004853,ACC_DB_EUR_01,SETTLE_004853,SETTLEMENT PAYOUT REF SETTLE_004853,CREDIT,689.68,EUR,2026-03-31 19:37:46,2026-03-31,POSTED
BANK_004854,ACC_TD_CAD_02,SETTLE_004854,SETTLEMENT PAYOUT REF SETTLE_004854,CREDIT,556.83,CAD,2026-03-18 00:10:24,2026-03-18,POSTED
BANK_004855,ACC_HSBC_GBP_02,SETTLE_004855,SETTLEMENT PAYOUT REF SETTLE_004855,CREDIT,256.77,GBP,2026-04-02 00:46:43,2026-04-02,POSTED
BANK_004857,ACC_HSBC_GBP_02,SETTLE_004857,SETTLEMENT PAYOUT REF SETTLE_004857,CREDIT,367.90,GBP,2026-03-03 22:19:59,2026-03-03,POSTED
BANK_004858,ACC_HSBC_GBP_02,SETTLE_004858,SETTLEMENT PAYOUT REF SETTLE_004858,CREDIT,72.02,GBP,2026-02-12 02:30:16,2026-02-12,POSTED
BANK_004859,ACC_BOA_USD_02,SETTLE_004859,SETTLEMENT PAYOUT REF SETTLE_004859,CREDIT,348.91,USD,2026-01-17 09:41:07,2026-01-17,POSTED
BANK_004860,ACC_DB_EUR_01,SETTLE_004860,SETTLEMENT PAYOUT REF SETTLE_004860,CREDIT,620.33,EUR,2026-02-10 02:11:50,2026-02-10,POSTED
BANK_004861,ACC_BNP_EUR_02,SETTLE_004861,SETTLEMENT PAYOUT REF SETTLE_004861,CREDIT,568.32,EUR,2026-01-14 11:18:00,2026-01-14,POSTED
BANK_004863,ACC_WF_USD_03,SETTLE_004863,SETTLEMENT PAYOUT REF SETTLE_004863,CREDIT,44.61,USD,2026-02-20 10:27:49,2026-02-20,POSTED
BANK_004864,ACC_BNP_EUR_02,SETTLE_004864,SETTLEMENT PAYOUT REF SETTLE_004864,CREDIT,43.33,EUR,2026-02-10 00:03:21,2026-02-10,POSTED
BANK_004865,ACC_JPM_USD_01,SETTLE_004865,SETTLEMENT PAYOUT REF SETTLE_004865,CREDIT,57.66,USD,2026-03-22 05:37:31,2026-03-22,POSTED
BANK_004866,ACC_ICICI_INR_02,SETTLE_004866,SETTLEMENT PAYOUT REF SETTLE_004866,CREDIT,499.00,INR,2026-01-09 05:13:27,2026-01-09,POSTED
BANK_004867,ACC_TD_CAD_02,SETTLE_004867,SETTLEMENT PAYOUT REF SETTLE_004867,CREDIT,235.00,CAD,2026-02-26 17:56:19,2026-02-26,POSTED
BANK_004868,ACC_HSBC_GBP_02,SETTLE_004868,SETTLEMENT PAYOUT REF SETTLE_004868,CREDIT,2603.86,GBP,2026-01-27 13:37:00,2026-01-27,POSTED
BANK_004869,ACC_HSBC_GBP_02,SETTLE_004869,SETTLEMENT PAYOUT REF SETTLE_004869,CREDIT,173.17,GBP,2026-01-19 06:29:03,2026-01-19,POSTED
BANK_004870,ACC_BNP_EUR_02,SETTLE_004870,SETTLEMENT PAYOUT REF SETTLE_004870,CREDIT,446.89,EUR,2026-03-08 19:14:49,2026-03-08,POSTED
BANK_004871,ACC_HDFC_INR_01,SETTLE_004871,SETTLEMENT PAYOUT REF SETTLE_004871,CREDIT,976.02,INR,2026-02-03 06:10:54,2026-02-03,POSTED
BANK_004872,ACC_BOA_USD_02,SETTLE_004872,SETTLEMENT PAYOUT REF SETTLE_004872,CREDIT,47.77,USD,2026-03-12 19:17:06,2026-03-12,POSTED
BANK_004873,ACC_BOA_USD_02,SETTLE_004873,SETTLEMENT PAYOUT REF SETTLE_004873,CREDIT,435.72,USD,2026-03-15 17:20:31,2026-03-15,POSTED
BANK_004874,ACC_JPM_USD_01,SETTLE_004874,SETTLEMENT PAYOUT REF SETTLE_004874,CREDIT,594.60,USD,2026-02-08 15:18:48,2026-02-08,POSTED
BANK_004875,ACC_DB_EUR_01,SETTLE_004875,SETTLEMENT PAYOUT REF SETTLE_004875,CREDIT,552.98,EUR,2026-03-27 14:10:43,2026-03-27,POSTED
BANK_004876,ACC_BNP_EUR_02,SETTLE_004876,SETTLEMENT PAYOUT REF SETTLE_004876,CREDIT,2637.70,EUR,2026-03-02 18:45:34,2026-03-02,POSTED
BANK_004877,ACC_BNP_EUR_02,SETTLE_004877,SETTLEMENT PAYOUT REF SETTLE_004877,CREDIT,458.98,EUR,2026-03-21 22:45:19,2026-03-21,POSTED
BANK_004878,ACC_HSBC_GBP_02,SETTLE_004878,SETTLEMENT PAYOUT REF SETTLE_004878,CREDIT,307.17,GBP,2026-02-13 21:19:51,2026-02-13,POSTED
BANK_004879,ACC_WF_USD_03,SETTLE_004879,SETTLEMENT PAYOUT REF SETTLE_004879,CREDIT,2454.99,USD,2026-02-08 22:10:09,2026-02-08,POSTED
BANK_004880,ACC_DB_EUR_01,SETTLE_004880,SETTLEMENT PAYOUT REF SETTLE_004880,CREDIT,603.45,EUR,2026-02-28 16:06:40,2026-02-28,POSTED
BANK_004881,ACC_HSBC_GBP_02,SETTLE_004881,SETTLEMENT PAYOUT REF SETTLE_004881,CREDIT,2256.88,GBP,2026-03-27 18:12:36,2026-03-27,POSTED
BANK_004882,ACC_DB_EUR_01,SETTLE_004882,SETTLEMENT PAYOUT REF SETTLE_004882,CREDIT,471.99,EUR,2026-02-16 11:32:00,2026-02-16,POSTED
BANK_004883,ACC_BNP_EUR_02,SETTLE_004883,SETTLEMENT PAYOUT REF SETTLE_004883,CREDIT,1712.20,EUR,2026-03-10 04:06:07,2026-03-10,POSTED
BANK_004884,ACC_BNP_EUR_02,SETTLE_004884,SETTLEMENT PAYOUT REF SETTLE_004884,CREDIT,299.63,EUR,2026-03-22 10:02:52,2026-03-22,POSTED
BANK_004886,ACC_BOA_USD_02,SETTLE_004886,SETTLEMENT PAYOUT REF SETTLE_004886,CREDIT,28.68,USD,2026-03-19 09:32:44,2026-03-19,POSTED
BANK_004887,ACC_TD_CAD_02,SETTLE_004887,SETTLEMENT PAYOUT REF SETTLE_004887,CREDIT,149.48,CAD,2026-02-02 05:43:41,2026-02-02,POSTED
BANK_004888,ACC_BARC_GBP_01,SETTLE_004888,SETTLEMENT PAYOUT REF SETTLE_004888,CREDIT,61.76,GBP,2026-01-19 01:03:25,2026-01-19,POSTED
BANK_004889,ACC_BARC_GBP_01,SETTLE_004889,SETTLEMENT PAYOUT REF SETTLE_004889,CREDIT,3000.60,GBP,2026-03-04 15:34:16,2026-03-04,POSTED
BANK_004890,ACC_JPM_USD_01,SETTLE_004890,SETTLEMENT PAYOUT REF SETTLE_004890,CREDIT,427.72,USD,2026-02-10 03:54:07,2026-02-10,POSTED
BANK_004891,ACC_TD_CAD_02,SETTLE_004891,SETTLEMENT PAYOUT REF SETTLE_004891,CREDIT,54.08,CAD,2026-04-23 04:02:55,2026-04-23,POSTED
BANK_004892,ACC_BNP_EUR_02,SETTLE_004892,SETTLEMENT PAYOUT REF SETTLE_004892,CREDIT,860.97,EUR,2026-01-18 06:36:57,2026-01-18,POSTED
BANK_004893,ACC_HDFC_INR_01,SETTLE_004893,SETTLEMENT PAYOUT REF SETTLE_004893,CREDIT,15050.00,INR,2026-02-01 08:50:27,2026-02-01,POSTED
BANK_004894,ACC_HSBC_GBP_02,SETTLE_004894,SETTLEMENT PAYOUT REF SETTLE_004894,CREDIT,253.99,GBP,2026-03-15 21:10:04,2026-03-15,POSTED
BANK_004895,ACC_JPM_USD_01,SETTLE_004895,SETTLEMENT PAYOUT REF SETTLE_004895,CREDIT,464.31,USD,2026-03-07 01:00:59,2026-03-07,POSTED
BANK_004896,ACC_HDFC_INR_01,SETTLE_004896,SETTLEMENT PAYOUT REF SETTLE_004896,CREDIT,1999.00,INR,2026-01-07 16:53:27,2026-01-07,POSTED
BANK_004897,ACC_ICICI_INR_02,SETTLE_004897,SETTLEMENT PAYOUT REF SETTLE_004897,CREDIT,1973.01,INR,2026-02-11 23:55:17,2026-02-11,POSTED
BANK_004898_DUP,ACC_DB_EUR_01,SETTLE_004898,SETTLEMENT PAYOUT DUP REF SETTLE_004898,CREDIT,144.07,EUR,2026-01-19 18:31:04,2026-01-19,POSTED
BANK_004898,ACC_BNP_EUR_02,SETTLE_004898,SETTLEMENT PAYOUT REF SETTLE_004898,CREDIT,144.07,EUR,2026-01-19 18:21:04,2026-01-19,POSTED
BANK_004899,ACC_DB_EUR_01,SETTLE_004899,SETTLEMENT PAYOUT REF SETTLE_004899,CREDIT,346.38,EUR,2026-04-03 17:12:01,2026-04-03,POSTED
BANK_004900,ACC_JPM_USD_01,SETTLE_004900,SETTLEMENT PAYOUT REF SETTLE_004900,CREDIT,69.13,USD,2026-02-11 01:58:59,2026-02-11,POSTED
BANK_004901,ACC_DB_EUR_01,SETTLE_004901,SETTLEMENT PAYOUT REF SETTLE_004901,CREDIT,457.68,EUR,2026-01-31 08:22:53,2026-01-31,POSTED
BANK_004902,ACC_ICICI_INR_02,SETTLE_004902,SETTLEMENT PAYOUT REF SETTLE_004902,CREDIT,9796.02,INR,2026-01-20 05:42:25,2026-01-20,POSTED
BANK_004903,ACC_TD_CAD_02,SETTLE_004903,SETTLEMENT PAYOUT REF SETTLE_004903,CREDIT,468.21,CAD,2026-03-18 14:20:20,2026-03-18,POSTED
BANK_004904,ACC_DB_EUR_01,SETTLE_004904,SETTLEMENT PAYOUT REF SETTLE_004904,CREDIT,1975.65,EUR,2026-03-09 11:41:43,2026-03-09,POSTED
BANK_004905,ACC_WF_USD_03,SETTLE_004905,SETTLEMENT PAYOUT REF SETTLE_004905,CREDIT,78.30,USD,2026-03-03 00:24:00,2026-03-03,POSTED
BANK_004906,ACC_JPM_USD_01,SETTLE_004906,SETTLEMENT PAYOUT REF SETTLE_004906,CREDIT,15.32,USD,2026-01-27 00:24:42,2026-01-27,POSTED
BANK_004907,ACC_JPM_USD_01,SETTLE_004907,SETTLEMENT PAYOUT REF SETTLE_004907,CREDIT,2072.83,USD,2026-01-14 08:46:59,2026-01-14,POSTED
BANK_004908,ACC_WF_USD_03,SETTLE_004908,SETTLEMENT PAYOUT REF SETTLE_004908,CREDIT,601.59,USD,2026-02-10 10:46:31,2026-02-10,POSTED
BANK_004909,ACC_HSBC_GBP_02,SETTLE_004909,SETTLEMENT PAYOUT REF SETTLE_004909,CREDIT,450.03,GBP,2026-01-18 21:55:42,2026-01-18,POSTED
BANK_004910,ACC_HSBC_GBP_02,SETTLE_004910,SETTLEMENT PAYOUT REF SETTLE_004910,CREDIT,211.86,GBP,2026-02-28 06:42:14,2026-02-28,POSTED
BANK_004911,ACC_BARC_GBP_01,SETTLE_004911,SETTLEMENT PAYOUT REF SETTLE_004911,CREDIT,57.30,GBP,2026-01-21 19:21:27,2026-01-21,POSTED
BANK_004912,ACC_DB_EUR_01,SETTLE_004912,SETTLEMENT PAYOUT REF SETTLE_004912,CREDIT,62.24,EUR,2026-03-13 05:35:22,2026-03-13,POSTED
BANK_004913,ACC_HSBC_GBP_02,SETTLE_004913,SETTLEMENT PAYOUT REF SETTLE_004913,CREDIT,70.92,GBP,2026-03-06 10:44:43,2026-03-06,POSTED
BANK_004914,ACC_JPM_USD_01,SETTLE_004914,SETTLEMENT PAYOUT REF SETTLE_004914,CREDIT,1237.14,USD,2026-03-14 11:10:42,2026-03-14,POSTED
BANK_004915,ACC_BNP_EUR_02,SETTLE_004915,SETTLEMENT PAYOUT REF SETTLE_004915,CREDIT,399.21,EUR,2026-02-14 12:51:18,2026-02-14,POSTED
BANK_004916,ACC_BOA_USD_02,SETTLE_004916,SETTLEMENT PAYOUT REF SETTLE_004916,CREDIT,902.35,USD,2026-03-16 23:03:22,2026-03-16,POSTED
BANK_004917,ACC_BARC_GBP_01,SETTLE_004917,SETTLEMENT PAYOUT REF SETTLE_004917,CREDIT,25.99,GBP,2026-03-12 21:28:00,2026-03-12,POSTED
BANK_004918,ACC_JPM_USD_01,SETTLE_004918,SETTLEMENT PAYOUT REF SETTLE_004918,CREDIT,35.60,USD,2026-03-15 16:27:08,2026-03-15,POSTED
BANK_004919,ACC_HSBC_GBP_02,SETTLE_004919,SETTLEMENT PAYOUT REF SETTLE_004919,CREDIT,165.59,GBP,2026-01-23 14:10:59,2026-01-23,POSTED
BANK_004920,ACC_HDFC_INR_01,SETTLE_004920,SETTLEMENT PAYOUT REF SETTLE_004920,CREDIT,14697.00,INR,2026-03-22 06:52:15,2026-03-22,POSTED
BANK_004921,ACC_ICICI_INR_02,SETTLE_004921,SETTLEMENT PAYOUT REF SETTLE_004921,CREDIT,976.02,INR,2026-03-24 13:30:07,2026-03-24,POSTED
BANK_004922,ACC_BOA_USD_02,SETTLE_004922,SETTLEMENT PAYOUT REF SETTLE_004922,CREDIT,19.82,USD,2026-02-16 11:34:26,2026-02-16,POSTED
BANK_004924,ACC_JPM_USD_01,SETTLE_004924,SETTLEMENT PAYOUT REF SETTLE_004924,CREDIT,541.84,USD,2026-03-14 08:07:10,2026-03-14,POSTED
BANK_004925,ACC_WF_USD_03,SETTLE_004925,SETTLEMENT PAYOUT REF SETTLE_004925,CREDIT,1956.72,USD,2026-03-04 10:25:52,2026-03-04,POSTED
BANK_004926,ACC_BARC_GBP_01,SETTLE_004926,SETTLEMENT PAYOUT REF SETTLE_004926,CREDIT,202.13,GBP,2026-01-27 21:09:56,2026-01-27,POSTED
BANK_004927,ACC_BARC_GBP_01,SETTLE_004927,SETTLEMENT PAYOUT REF SETTLE_004927,CREDIT,588.39,GBP,2026-01-07 10:35:15,2026-01-07,POSTED
BANK_004928,ACC_BNP_EUR_02,SETTLE_004928,SETTLEMENT PAYOUT REF SETTLE_004928,CREDIT,3306.18,EUR,2026-02-15 14:57:42,2026-02-15,POSTED
BANK_004929_DUP,ACC_BOA_USD_02,SETTLE_004929,SETTLEMENT PAYOUT DUP REF SETTLE_004929,CREDIT,528.78,USD,2026-02-14 15:57:54,2026-02-14,POSTED
BANK_004929,ACC_BOA_USD_02,SETTLE_004929,SETTLEMENT PAYOUT REF SETTLE_004929,CREDIT,528.78,USD,2026-02-14 15:47:54,2026-02-14,POSTED
BANK_004930,ACC_TD_CAD_02,SETTLE_004930,SETTLEMENT PAYOUT REF SETTLE_004930,CREDIT,513.63,CAD,2026-01-26 10:20:38,2026-01-26,POSTED
BANK_004931,ACC_BNP_EUR_02,SETTLE_004931,SETTLEMENT PAYOUT REF SETTLE_004931,CREDIT,189.91,EUR,2026-01-11 11:42:04,2026-01-11,POSTED
BANK_004932,ACC_BOA_USD_02,SETTLE_004932,SETTLEMENT PAYOUT REF SETTLE_004932,CREDIT,25.33,USD,2026-02-13 08:57:26,2026-02-13,POSTED
