settlement_id,processor_id,merchant_id,currency,gross_amount,fee_amount,net_amount,transaction_count,settlement_date,status
SETTLE_004768,ADYEN,MERCH_0052,USD,48.80,0.69,48.11,1,2026-03-10,SETTLED
SETTLE_004769,STRIPE,MERCH_0063,EUR,613.49,11.27,602.22,1,2026-02-02,SETTLED
SETTLE_004770,STRIPE,MERCH_0036,CAD,65.75,2.21,63.54,1,2026-03-03,SETTLED
SETTLE_004771,ADYEN,MERCH_0080,EUR,413.50,1.60,411.90,1,2026-03-27,SETTLED
SETTLE_004772,CHECKOUT_COM,MERCH_0059,GBP,2707.50,48.89,2658.61,1,2026-02-22,SETTLED
SETTLE_004773,STRIPE,MERCH_0053,INR,799.00,18.98,780.02,1,2026-02-13,SETTLED
SETTLE_004774,STRIPE,MERCH_0076,USD,76.95,0.87,76.08,1,2026-03-22,SETTLED
SETTLE_004775,ADYEN,MERCH_0029,EUR,526.80,1.99,524.81,1,2026-03-14,SETTLED
SETTLE_004776,STRIPE,MERCH_0074,USD,19.25,0.54,18.71,1,2026-03-07,SETTLED
SETTLE_004777,STRIPE,MERCH_0028,USD,290.80,2.58,288.22,1,2026-02-27,SETTLED
SETTLE_004778,CHECKOUT_COM,MERCH_0024,CAD,186.80,4.70,182.10,1,2026-01-12,SETTLED
SETTLE_004779,PAYPAL,MERCH_0057,INR,299.00,5.59,293.41,1,2026-02-03,SETTLED
SETTLE_004780,ADYEN,MERCH_0100,USD,52.00,0.72,51.28,1,2026-02-22,SETTLED
SETTLE_004781,PAYPAL,MERCH_0021,GBP,182.25,5.59,176.66,1,2026-01-25,SETTLED
SETTLE_004782,ADYEN,MERCH_0074,EUR,69.25,0.39,68.86,1,2026-02-26,SETTLED
SETTLE_004783,STRIPE,MERCH_0080,INR,799.00,18.98,780.02,1,2026-02-08,SETTLED
SETTLE_004784,STRIPE,MERCH_0047,INR,15000.00,0.00,15000.00,1,2026-01-03,SETTLED
SETTLE_004785,STRIPE,MERCH_0030,USD,55.49,1.08,54.41,1,2026-02-27,SETTLED
SETTLE_004786,CHECKOUT_COM,MERCH_0061,EUR,3029.80,51.69,2978.11,1,2026-01-03,SETTLED
SETTLE_004787,ADYEN,MERCH_0016,EUR,505.25,7.18,498.07,1,2026-01-19,SETTLED
SETTLE_004788,STRIPE,MERCH_0017,EUR,1386.50,7.13,1379.37,1,2026-01-04,SETTLED
SETTLE_004789,ADYEN,MERCH_0012,EUR,88.25,1.35,86.90,1,2026-03-11,SETTLED
SETTLE_004790,STRIPE,MERCH_0070,CAD,18.50,0.84,17.66,1,2026-01-21,SETTLED
SETTLE_004791,ADYEN,MERCH_0077,EUR,455.95,1.75,454.20,1,2026-02-15,SETTLED
SETTLE_004792,STRIPE,MERCH_0041,INR,15000.00,0.00,15000.00,2,2026-02-25,SETTLED
SETTLE_004793,PAYPAL,MERCH_0020,EUR,478.50,15.70,462.80,1,2026-03-16,SETTLED
SETTLE_004794,STRIPE,MERCH_0092,INR,499.00,0.00,499.00,1,2026-03-23,SETTLED
SETTLE_004796,PAYPAL,MERCH_0061,INR,299.00,5.59,293.41,1,2026-02-08,SETTLED
SETTLE_004797,CHECKOUT_COM,MERCH_0040,CAD,71.00,1.92,69.08,1,2026-01-23,SETTLED
SETTLE_004798,ADYEN,MERCH_0034,EUR,192.50,0.82,191.68,1,2026-03-06,SETTLED
SETTLE_004799,STRIPE,MERCH_0083,INR,499.00,0.00,499.00,1,2026-02-27,SETTLED
SETTLE_004800,ADYEN,MERCH_0045,USD,479.49,5.85,473.64,1,2026-02-03,SETTLED
SETTLE_004801,PAYPAL,MERCH_0054,EUR,37.99,1.61,36.38,1,2026-03-25,SETTLED
SETTLE_004802,STRIPE,MERCH_0087,USD,182.75,2.99,179.76,1,2026-01-17,SETTLED
SETTLE_004803,STRIPE,MERCH_0039,GBP,3016.99,57.52,2959.47,1,2026-03-22,SETTLED
SETTLE_004804,CHECKOUT_COM,MERCH_0077,GBP,212.49,3.97,208.52,1,2026-03-14,SETTLED
SETTLE_004805,STRIPE,MERCH_0034,USD,28.80,0.68,28.12,1,2026-02-27,SETTLED
SETTLE_004806,CHECKOUT_COM,MERCH_0007,GBP,632.80,11.54,621.26,1,2026-03-12,SETTLED
SETTLE_004807,STRIPE,MERCH_0062,CAD,79.80,2.61,77.19,1,2026-02-03,SETTLED
SETTLE_004808,PAYPAL,MERCH_0024,GBP,74.00,2.45,71.55,1,2026-02-15,SETTLED
SETTLE_004809,STRIPE,MERCH_0066,USD,1700.95,49.63,1651.32,2,2026-03-27,SETTLED
SETTLE_004810,ADYEN,MERCH_0083,USD,351.49,7.50,343.99,1,2026-03-05,SETTLED
SETTLE_004811,ADYEN,MERCH_0090,EUR,39.25,0.66,38.59,1,2026-02-08,SETTLED
SETTLE_004812,ADYEN,MERCH_0022,USD,487.80,10.36,477.44,1,2026-01-08,SETTLED
SETTLE_004813,PAYPAL,MERCH_0090,CAD,68.95,2.30,66.65,1,2026-01-10,SETTLED
SETTLE_004814,PAYPAL,MERCH_0020,USD,238.80,8.82,229.98,1,2026-03-14,SETTLED
SETTLE_004815,ADYEN,MERCH_0036,USD,121.75,1.56,120.19,1,2026-01-24,SETTLED
SETTLE_004816,STRIPE,MERCH_0020,INR,2499.00,0.00,2499.00,1,2026-01-22,SETTLED
SETTLE_004817,STRIPE,MERCH_0030,CAD,3387.00,98.52,3288.48,1,2026-02-08,SETTLED
SETTLE_004818,STRIPE,MERCH_0017,USD,43.50,0.90,42.60,1,2026-01-21,SETTLED
SETTLE_004819,CHECKOUT_COM,MERCH_0006,CAD,2683.25,64.62,2618.63,1,2026-03-06,SETTLED
SETTLE_004820,STRIPE,MERCH_0025,EUR,200.50,4.06,196.44,1,2026-02-03,SETTLED
SETTLE_004821,CHECKOUT_COM,MERCH_0043,EUR,20.75,0.53,20.22,1,2026-02-08,SETTLED
SETTLE_004822,CHECKOUT_COM,MERCH_0094,USD,451.25,10.58,440.67,1,2026-02-23,SETTLED
SETTLE_004824,STRIPE,MERCH_0028,EUR,65.99,1.50,64.49,1,2026-02-09,SETTLED
SETTLE_004825,STRIPE,MERCH_0028,EUR,630.50,12.23,618.27,1,2026-01-09,SETTLED
SETTLE_004826,PAYPAL,MERCH_0022,GBP,340.99,10.19,330.80,1,2026-02-24,SETTLED
SETTLE_004827,CHECKOUT_COM,MERCH_0046,CAD,57.99,1.61,56.38,1,2026-03-21,SETTLED
SETTLE_004828,CHECKOUT_COM,MERCH_0040,GBP,633.80,15.56,618.24,1,2026-02-27,SETTLED
SETTLE_004829,STRIPE,MERCH_0001,EUR,116.25,0.78,115.47,1,2026-01-06,SETTLED
SETTLE_004830,PAYPAL,MERCH_0045,USD,15.00,1.01,13.99,1,2026-01-12,SETTLED
SETTLE_004831,CHECKOUT_COM,MERCH_0025,CAD,17.49,0.64,16.85,1,2026-02-23,SETTLED
SETTLE_004832,ADYEN,MERCH_0060,EUR,220.50,3.20,217.30,1,2026-01-08,SETTLED
SETTLE_004833,PAYPAL,MERCH_0090,GBP,227.49,6.90,220.59,1,2026-02-28,SETTLED
SETTLE_004834,STRIPE,MERCH_0099,USD,50.25,0.65,49.60,1,2026-01-31,SETTLED
SETTLE_004835,PAYPAL,MERCH_0096,INR,80.95,2.65,78.30,1,2026-01-31,SETTLED
SETTLE_004836,CHECKOUT_COM,MERCH_0003,GBP,2677.49,48.34,2629.15,1,2026-02-09,SETTLED
SETTLE_004837,ADYEN,MERCH_0013,EUR,586.00,2.20,583.80,1,2026-03-04,SETTLED
SETTLE_004838,ADYEN,MERCH_0087,USD,1071.95,22.63,1049.32,1,2026-01-03,SETTLED
SETTLE_004839,PAYPAL,MERCH_0091,GBP,23.95,0.99,22.96,1,2026-03-30,SETTLED
SETTLE_004840,STRIPE,MERCH_0031,GBP,516.25,10.01,506.24,1,2026-03-31,SETTLED
SETTLE_004841,CHECKOUT_COM,MERCH_0052,CAD,41.75,1.22,40.53,1,2026-03-21,SETTLED
SETTLE_004842,ADYEN,MERCH_0053,EUR,15.75,0.33,15.42,1,2026-03-24,SETTLED
SETTLE_004843,STRIPE,MERCH_0008,INR,1499.00,32.98,1466.02,1,2026-02-17,SETTLED
SETTLE_004844,STRIPE,MERCH_0040,GBP,601.99,11.64,590.35,1,2026-01-29,SETTLED
SETTLE_004845,STRIPE,MERCH_0100,CAD,523.25,15.47,507.78,1,2026-03-04,SETTLED
SETTLE_004846,CHECKOUT_COM,MERCH_0028,EUR,36.50,0.80,35.70,1,2026-01-26,SETTLED
SETTLE_004847,ADYEN,MERCH_0018,EUR,376.49,1.47,375.02,1,2026-01-02,SETTLED
SETTLE_004848,ADYEN,MERCH_0058,EUR,2316.00,32.53,2283.47,1,2026-04-01,SETTLED
SETTLE_004849,PAYPAL,MERCH_0011,USD,43.49,2.01,41.48,1,2026-03-14,SETTLED
SETTLE_004850,ADYEN,MERCH_0072,USD,71.25,0.95,70.30,1,2026-01-20,SETTLED
SETTLE_004851,STRIPE,MERCH_0039,EUR,33.95,0.37,33.58,1,2026-01-31,SETTLED
SETTLE_004852,ADYEN,MERCH_0055,EUR,53.00,0.34,52.66,1,2026-03-27,SETTLED
SETTLE_004853,ADYEN,MERCH_0040,EUR,692.25,2.57,689.68,1,2026-03-30,SETTLED
SETTLE_004854,CHECKOUT_COM,MERCH_0079,CAD,570.75,13.92,556.83,1,2026-03-16,SETTLED
SETTLE_004855,STRIPE,MERCH_0094,GBP,261.95,5.18,256.77,1,2026-03-31,SETTLED
SETTLE_004857,CHECKOUT_COM,MERCH_0092,GBP,374.80,6.90,367.90,1,2026-03-02,SETTLED
SETTLE_004858,CHECKOUT_COM,MERCH_0089,GBP,73.49,1.47,72.02,1,2026-02-10,SETTLED
SETTLE_004859,ADYEN,MERCH_0061,USD,353.25,4.34,348.91,1,2026-01-16,SETTLED
SETTLE_004860,ADYEN,MERCH_0059,EUR,629.25,8.92,620.33,1,2026-02-08,SETTLED
SETTLE_004861,ADYEN,MERCH_0044,EUR,576.50,8.18,568.32,1,2026-01-13,SETTLED
SETTLE_004862,PAYPAL,MERCH_0001,USD,718.25,25.56,692.69,1,2026-02-12,SETTLED
SETTLE_004863,STRIPE,MERCH_0049,USD,46.25,1.64,44.61,1,2026-02-19,SETTLED
SETTLE_004864,STRIPE,MERCH_0076,EUR,43.75,0.42,43.33,1,2026-02-08,SETTLED
SETTLE_004865,PAYPAL,MERCH_0047,USD,60.25,2.59,57.66,1,2026-03-20,SETTLED
SETTLE_004866,STRIPE,MERCH_0044,INR,499.00,0.00,499.00,1,2026-01-07,SETTLED
SETTLE_004867,CHECKOUT_COM,MERCH_0002,CAD,241.00,6.00,235.00,2,2026-02-25,SETTLED
SETTLE_004868,STRIPE,MERCH_0068,GBP,2654.50,50.64,2603.86,1,2026-01-26,SETTLED
SETTLE_004869,CHECKOUT_COM,MERCH_0052,GBP,176.50,3.33,173.17,1,2026-01-17,SETTLED
SETTLE_004870,STRIPE,MERCH_0056,EUR,455.80,8.91,446.89,1,2026-03-07,SETTLED
SETTLE_004871,STRIPE,MERCH_0012,INR,999.00,22.98,976.02,1,2026-02-02,SETTLED
SETTLE_004872,ADYEN,MERCH_0037,USD,52.75,4.98,47.77,1,2026-03-11,SETTLED
SETTLE_004873,STRIPE,MERCH_0051,USD,439.49,3.77,435.72,1,2026-03-14,SETTLED
SETTLE_004874,CHECKOUT_COM,MERCH_0086,USD,608.80,14.20,594.60,1,2026-02-07,SETTLED
SETTLE_004875,STRIPE,MERCH_0087,EUR,563.95,10.97,552.98,1,2026-03-26,SETTLED
SETTLE_004876,CHECKOUT_COM,MERCH_0020,EUR,2683.50,45.80,2637.70,1,2026-03-01,SETTLED
SETTLE_004877,STRIPE,MERCH_0051,EUR,461.49,2.51,458.98,1,2026-03-20,SETTLED
SETTLE_004878,CHECKOUT_COM,MERCH_0026,GBP,312.95,5.78,307.17,1,2026-02-12,SETTLED
SETTLE_004879,CHECKOUT_COM,MERCH_0014,USD,2512.99,58.00,2454.99,1,2026-02-07,SETTLED
SETTLE_004880,PAYPAL,MERCH_0055,EUR,623.80,20.35,603.45,1,2026-02-27,SETTLED
SETTLE_004881,STRIPE,MERCH_0017,GBP,2300.80,43.92,2256.88,1,2026-03-26,SETTLED
SETTLE_004882,ADYEN,MERCH_0027,EUR,473.80,1.81,471.99,1,2026-02-15,SETTLED
SETTLE_004883,CHECKOUT_COM,MERCH_0069,EUR,1741.99,29.79,1712.20,1,2026-03-08,SETTLED
SETTLE_004884,CHECKOUT_COM,MERCH_0015,EUR,304.99,5.36,299.63,1,2026-03-21,SETTLED
SETTLE_004885,STRIPE,MERCH_0007,USD,1398.49,21.23,1377.26,1,2026-01-13,SETTLED
SETTLE_004886,CHECKOUT_COM,MERCH_0062,USD,37.75,9.07,28.68,1,2026-03-18,SETTLED
SETTLE_004887,STRIPE,MERCH_0067,CAD,154.25,4.77,149.48,1,2026-01-31,SETTLED
SETTLE_004888,ADYEN,MERCH_0072,GBP,62.80,1.04,61.76,1,2026-01-17,SETTLED
SETTLE_004889,CHECKOUT_COM,MERCH_0010,GBP,3055.75,55.15,3000.60,1,2026-03-03,SETTLED
SETTLE_004890,STRIPE,MERCH_0049,USD,440.80,13.08,427.72,1,2026-02-08,SETTLED
SETTLE_004891,STRIPE,MERCH_0071,CAD,56.00,1.92,54.08,1,2026-03-31,SETTLED
SETTLE_004892,STRIPE,MERCH_0080,EUR,865.50,4.53,860.97,1,2026-01-16,SETTLED
SETTLE_004893,STRIPE,MERCH_0040,INR,15050.00,0.00,15050.00,1,2026-01-31,SETTLED
SETTLE_004894,CHECKOUT_COM,MERCH_0001,GBP,258.80,4.81,253.99,1,2026-03-14,SETTLED
SETTLE_004895,STRIPE,MERCH_0068,USD,478.49,14.18,464.31,1,2026-03-05,SETTLED
SETTLE_004896,STRIPE,MERCH_0019,INR,1999.00,0.00,1999.00,1,2026-01-06,SETTLED
SETTLE_004897,PAYPAL,MERCH_0096,INR,1999.00,25.99,1973.01,1,2026-02-10,SETTLED
SETTLE_004898,STRIPE,MERCH_0053,EUR,145.00,0.93,144.07,1,2026-01-18,SETTLED
SETTLE_004899,ADYEN,MERCH_0004,EUR,347.75,1.37,346.38,1,2026-04-02,SETTLED
SETTLE_004900,STRIPE,MERCH_0089,USD,71.50,2.37,69.13,1,2026-02-09,SETTLED
SETTLE_004901,STRIPE,MERCH_0040,EUR,466.80,9.12,457.68,1,2026-01-30,SETTLED
SETTLE_004902,STRIPE,MERCH_0012,INR,9999.00,202.98,9796.02,1,2026-01-18,SETTLED
SETTLE_004903,STRIPE,MERCH_0011,CAD,482.50,14.29,468.21,1,2026-03-17,SETTLED
SETTLE_004904,CHECKOUT_COM,MERCH_0020,EUR,2010.00,34.35,1975.65,1,2026-03-08,SETTLED
SETTLE_004905,STRIPE,MERCH_0087,USD,80.95,2.65,78.30,1,2026-03-01,SETTLED
SETTLE_004906,STRIPE,MERCH_0011,USD,19.95,4.63,15.32,1,2026-01-25,SETTLED
SETTLE_004907,STRIPE,MERCH_0062,USD,2089.80,16.97,2072.83,1,2026-01-13,SETTLED
SETTLE_004908,ADYEN,MERCH_0021,USD,609.00,7.41,601.59,2,2026-02-09,SETTLED
SETTLE_004909,STRIPE,MERCH_0078,GBP,458.95,8.92,450.03,1,2026-01-17,SETTLED
SETTLE_004910,PAYPAL,MERCH_0011,GBP,218.50,6.64,211.86,1,2026-02-27,SETTLED
SETTLE_004911,CHECKOUT_COM,MERCH_0009,GBP,58.50,1.20,57.30,1,2026-01-20,SETTLED
SETTLE_004912,CHECKOUT_COM,MERCH_0010,EUR,63.50,1.26,62.24,2,2026-03-12,SETTLED
SETTLE_004913,STRIPE,MERCH_0008,GBP,72.25,1.33,70.92,1,2026-03-05,SETTLED
SETTLE_004914,ADYEN,MERCH_0029,USD,1263.80,26.66,1237.14,1,2026-03-13,SETTLED
SETTLE_004915,ADYEN,MERCH_0096,EUR,404.99,5.78,399.21,1,2026-02-13,SETTLED
SETTLE_004916,PAYPAL,MERCH_0091,USD,935.49,33.14,902.35,1,2026-03-15,SETTLED
SETTLE_004917,ADYEN,MERCH_0007,GBP,26.49,0.50,25.99,1,2026-03-11,SETTLED
SETTLE_004918,ADYEN,MERCH_0020,USD,36.49,0.89,35.60,1,2026-03-14,SETTLED
SETTLE_004919,STRIPE,MERCH_0002,GBP,169.00,3.41,165.59,1,2026-01-22,SETTLED
SETTLE_004920,STRIPE,MERCH_0009,INR,15000.00,303.00,14697.00,1,2026-03-21,SETTLED
SETTLE_004921,STRIPE,MERCH_0007,INR,999.00,22.98,976.02,1,2026-03-23,SETTLED
SETTLE_004922,CHECKOUT_COM,MERCH_0023,USD,20.49,0.67,19.82,1,2026-02-15,SETTLED
SETTLE_004923,STRIPE,MERCH_0086,USD,76.00,2.50,73.50,1,2026-02-20,SETTLED
SETTLE_004924,CHECKOUT_COM,MERCH_0037,USD,554.80,12.96,541.84,1,2026-03-13,SETTLED
SETTLE_004925,STRIPE,MERCH_0099,USD,1972.75,16.03,1956.72,1,2026-03-03,SETTLED
SETTLE_004926,CHECKOUT_COM,MERCH_0059,GBP,205.99,3.86,202.13,1,2026-01-26,SETTLED
SETTLE_004927,STRIPE,MERCH_0034,GBP,599.99,11.60,588.39,1,2026-01-06,SETTLED
SETTLE_004928,STRIPE,MERCH_0082,EUR,3372.00,65.82,3306.18,1,2026-02-14,SETTLED
SETTLE_004929,ADYEN,MERCH_0078,USD,540.25,11.47,528.78,1,2026-02-13,SETTLED
SETTLE_004930,CHECKOUT_COM,MERCH_0064,CAD,526.49,12.86,513.63,1,2026-01-25,SETTLED
SETTLE_004931,STRIPE,MERCH_0061,EUR,202.00,12.09,189.91,1,2026-01-10,SETTLED
SETTLE_004932,PAYPAL,MERCH_0033,USD,26.75,1.42,25.33,1,2026-02-12,SETTLED
SETTLE_004933,PAYPAL,MERCH_0037,EUR,358.00,11.85,346.15,1,2026-03-12,SETTLED
SETTLE_004934,STRIPE,MERCH_0074,USD,516.25,15.27,500.98,1,2026-01-25,SETTLED
SETTLE_004935,CHECKOUT_COM,MERCH_0062,CAD,55.95,1.56,54.39,1,2026-03-19,SETTLED
SETTLE_004936,ADYEN,MERCH_0077,EUR,580.95,2.18,578.77,1,2026-01-08,SETTLED
SETTLE_004937,CHECKOUT_COM,MERCH_0046,GBP,49.75,1.05,48.70,1,2026-02-04,SETTLED
SETTLE_004938,PAYPAL,MERCH_0009,EUR,1455.99,46.98,1409.01,1,2026-03-15,SETTLED
SETTLE_004939,ADYEN,MERCH_0045,GBP,280.80,4.31,276.49,1,2026-01-14,SETTLED
SETTLE_004940,STRIPE,MERCH_0098,INR,499.00,12.98,486.02,1,2026-02-01,SETTLED
SETTLE_004941,PAYPAL,MERCH_0015,EUR,51.25,2.03,49.22,1,2026-03-13,SETTLED
SETTLE_004942,CHECKOUT_COM,MERCH_0003,EUR,2295.25,39.20,2256.05,1,2026-01-28,SETTLED
SETTLE_004943,PAYPAL,MERCH_0051,USD,42.95,1.99,40.96,1,2026-03-01,SETTLED
SETTLE_004944,STRIPE,MERCH_0081,USD,634.49,5.33,629.16,1,2026-01-05,SETTLED
SETTLE_004945,STRIPE,MERCH_0025,GBP,443.00,8.62,434.38,1,2026-04-01,SETTLED
SETTLE_004946,ADYEN,MERCH_0086,GBP,129.49,2.04,127.45,1,2026-02-23,SETTLED
SETTLE_004947,STRIPE,MERCH_0032,INR,2499.00,0.00,2499.00,1,2026-03-09,SETTLED
SETTLE_004948,ADYEN,MERCH_0066,USD,1639.80,34.56,1605.24,1,2026-01-06,SETTLED
SETTLE_004949,ADYEN,MERCH_0039,USD,38.49,0.93,37.56,1,2026-02-15,SETTLED
SETTLE_004950,PAYPAL,MERCH_0030,INR,799.00,11.59,787.41,1,2026-02-10,SETTLED
SETTLE_004951,CHECKOUT_COM,MERCH_0014,GBP,3001.50,55.68,2945.82,1,2026-03-26,SETTLED
SETTLE_004952,STRIPE,MERCH_0059,USD,2784.99,81.06,2703.93,1,2026-03-02,SETTLED
SETTLE_004953,STRIPE,MERCH_0007,EUR,1539.75,7.90,1531.85,1,2026-02-07,SETTLED
SETTLE_004954,STRIPE,MERCH_0066,INR,1499.00,0.00,1499.00,1,2026-02-04,SETTLED
SETTLE_004955,ADYEN,MERCH_0079,EUR,2604.75,9.27,2595.48,1,2026-01-27,SETTLED
SETTLE_004956,CHECKOUT_COM,MERCH_0094,USD,66.49,1.73,64.76,1,2026-01-28,SETTLED
SETTLE_004957,STRIPE,MERCH_0032,EUR,93.49,0.67,92.82,1,2026-01-14,SETTLED
SETTLE_004958,PAYPAL,MERCH_0018,INR,4999.00,61.99,4937.01,1,2026-02-18,SETTLED
SETTLE_004959,ADYEN,MERCH_0050,GBP,586.75,8.90,577.85,1,2026-02-11,SETTLED
SETTLE_004960,ADYEN,MERCH_0098,EUR,62.49,0.98,61.51,1,2026-03-11,SETTLED
SETTLE_004961,STRIPE,MERCH_0095,EUR,495.95,2.68,493.27,1,2026-01-14,SETTLED
SETTLE_004962,PAYPAL,MERCH_0100,USD,470.49,16.91,453.58,1,2026-01-02,SETTLED
SETTLE_004963,ADYEN,MERCH_0013,EUR,54.95,5.88,49.07,1,2026-03-19,SETTLED
SETTLE_004964,PAYPAL,MERCH_0071,USD,49.99,2.23,47.76,1,2026-02-08,SETTLED
SETTLE_004965,STRIPE,MERCH_0047,USD,47.50,0.63,46.87,1,2026-02-12,SETTLED
SETTLE_004966,PAYPAL,MERCH_0004,GBP,76.49,2.52,73.97,1,2026-01-04,SETTLED
SETTLE_004967,STRIPE,MERCH_0013,EUR,38.80,0.99,37.81,1,2026-03-15,SETTLED
SETTLE_004968,PAYPAL,MERCH_0039,EUR,605.99,19.78,586.21,1,2026-03-08,SETTLED
SETTLE_004969,CHECKOUT_COM,MERCH_0020,USD,27.75,0.84,26.91,1,2026-01-06,SETTLED
SETTLE_004971,PAYPAL,MERCH_0041,EUR,49.99,5.74,44.25,1,2026-03-05,SETTLED
SETTLE_004972,ADYEN,MERCH_0071,INR,80.75,1.82,78.93,1,2026-01-14,SETTLED
SETTLE_004973,ADYEN,MERCH_0084,USD,21.50,3.07,18.43,1,2026-01-31,SETTLED
SETTLE_004974,PAYPAL,MERCH_0043,INR,499.00,7.99,491.01,1,2026-02-27,SETTLED
SETTLE_004975,ADYEN,MERCH_0055,USD,59.95,0.82,59.13,1,2026-02-26,SETTLED
SETTLE_004976,STRIPE,MERCH_0031,INR,2499.00,0.00,2499.00,1,2026-01-06,SETTLED
SETTLE_004977,ADYEN,MERCH_0051,USD,45.00,0.64,44.36,1,2026-01-25,SETTLED
SETTLE_004979,PAYPAL,MERCH_0081,USD,43.75,3.52,40.23,1,2026-02-12,SETTLED
SETTLE_004980,PAYPAL,MERCH_0045,USD,375.00,17.58,357.42,1,2026-03-16,SETTLED
SETTLE_004981,PAYPAL,MERCH_0075,EUR,528.25,17.29,510.96,1,2026-01-04,SETTLED
SETTLE_004982,ADYEN,MERCH_0007,USD,275.80,3.41,272.39,1,2026-03-15,SETTLED
SETTLE_004983,ADYEN,MERCH_0044,GBP,278.50,4.28,274.22,1,2026-01-20,SETTLED
SETTLE_004984,PAYPAL,MERCH_0072,INR,999.00,13.99,985.01,1,2026-01-13,SETTLED
SETTLE_004985,CHECKOUT_COM,MERCH_0005,INR,3482.49,59.38,3423.11,1,2026-03-15,SETTLED
SETTLE_004986,CHECKOUT_COM,MERCH_0056,CAD,1479.95,35.74,1444.21,1,2026-03-07,SETTLED
SETTLE_004987,STRIPE,MERCH_0069,GBP,52.80,1.20,51.60,1,2026-03-07,SETTLED
SETTLE_004989,STRIPE,MERCH_0032,CAD,62.80,2.12,60.68,1,2026-02-02,SETTLED
SETTLE_004990,ADYEN,MERCH_0086,USD,17.25,0.48,16.77,1,2026-02-21,SETTLED
SETTLE_004991,PAYPAL,MERCH_0002,EUR,66.50,2.52,63.98,1,2026-03-31,SETTLED
SETTLE_004992,ADYEN,MERCH_0042,EUR,26.00,0.47,25.53,1,2026-02-06,SETTLED
SETTLE_004993,ADYEN,MERCH_0021,GBP,44.50,0.77,43.73,1,2026-03-20,SETTLED
SETTLE_004994,STRIPE,MERCH_0012,USD,263.00,4.20,258.80,1,2026-02-20,SETTLED
SETTLE_004995,STRIPE,MERCH_0042,INR,2499.00,0.00,2499.00,1,2026-02-17,SETTLED
SETTLE_004996,CHECKOUT_COM,MERCH_0096,USD,152.80,3.71,149.09,1,2026-01-11,SETTLED
SETTLE_004997,ADYEN,MERCH_0046,EUR,2685.75,9.55,2676.20,1,2026-02-04,SETTLED
SETTLE_004998,STRIPE,MERCH_0098,USD,17.50,0.81,16.69,1,2026-04-02,SETTLED
SETTLE_004999,ADYEN,MERCH_0049,EUR,62.50,0.37,62.13,1,2026-02-09,SETTLED
SETTLE_005000,CHECKOUT_COM,MERCH_0015,CAD,259.95,6.46,253.49,1,2026-01-14,SETTLED
SETTLE_005001,PAYPAL,MERCH_0099,EUR,51.95,2.05,49.90,1,2026-01-09,SETTLED
SETTLE_005002,ADYEN,MERCH_0056,GBP,618.49,9.38,609.11,1,2026-01-13,SETTLED
SETTLE_005003,STRIPE,MERCH_0031,EUR,1914.80,9.77,1905.03,1,2026-03-10,SETTLED
SETTLE_005004,STRIPE,MERCH_0031,USD,80.80,1.46,79.34,1,2026-01-21,SETTLED
SETTLE_005005,STRIPE,MERCH_0096,USD,317.95,5.02,312.93,1,2026-02-19,SETTLED
SETTLE_005006,CHECKOUT_COM,MERCH_0038,EUR,427.95,7.46,420.49,1,2026-01-27,SETTLED
SETTLE_005007,STRIPE,MERCH_0010,GBP,3211.49,61.22,3150.27,1,2026-01-14,SETTLED
SETTLE_005008,CHECKOUT_COM,MERCH_0021,GBP,80.25,1.59,78.66,1,2026-02-12,SETTLED
SETTLE_005009,STRIPE,MERCH_0048,INR,799.00,18.98,780.02,1,2026-01-09,SETTLED
SETTLE_005010,CHECKOUT_COM,MERCH_0003,EUR,186.25,3.35,182.90,1,2026-01-10,SETTLED
SETTLE_005011,CHECKOUT_COM,MERCH_0061,EUR,27.75,0.65,27.10,1,2026-03-25,SETTLED
SETTLE_005012,ADYEN,MERCH_0046,USD,2183.95,27.81,2156.14,1,2026-01-29,SETTLED
SETTLE_005013,STRIPE,MERCH_0053,INR,2499.00,8.00,2491.00,1,2026-03-11,SETTLED
SETTLE_005014,ADYEN,MERCH_0054,EUR,176.99,2.59,174.40,1,2026-03-30,SETTLED
SETTLE_005015,STRIPE,MERCH_0020,CAD,29.25,3.65,25.60,1,2026-03-17,SETTLED
SETTLE_005016,ADYEN,MERCH_0087,USD,27.99,0.71,27.28,2,2026-03-02,SETTLED
SETTLE_005017,PAYPAL,MERCH_0038,INR,1999.00,25.99,1973.01,1,2026-02-24,SETTLED
SETTLE_005018,STRIPE,MERCH_0093,USD,100.95,3.23,97.72,1,2026-02-21,SETTLED
SETTLE_005020,CHECKOUT_COM,MERCH_0013,EUR,3368.00,57.44,3310.56,1,2026-02-25,SETTLED
SETTLE_005021,STRIPE,MERCH_0034,EUR,149.25,3.09,146.16,1,2026-03-09,SETTLED
SETTLE_005022,CHECKOUT_COM,MERCH_0056,GBP,69.99,1.41,68.58,1,2026-03-22,SETTLED
SETTLE_005023,CHECKOUT_COM,MERCH_0019,USD,148.95,3.63,145.32,1,2026-02-06,SETTLED
SETTLE_005024,PAYPAL,MERCH_0052,USD,26.99,1.43,25.56,1,2026-03-19,SETTLED
SETTLE_005025,STRIPE,MERCH_0026,USD,47.99,4.72,43.27,1,2026-02-20,SETTLED
SETTLE_005026,ADYEN,MERCH_0085,GBP,32.99,0.27,32.72,1,2026-03-10,SETTLED
