payment_id,order_id,invoice_id,customer_id,merchant_id,payment_method,amount,currency,status,initiated_at,completed_at
PAY_005635,ORD_005635,INV_005635,CUST_001680,MERCH_0093,CREDIT_CARD,25.75,USD,COMPLETED,2026-02-06 19:44:10,2026-02-06 19:44:24
PAY_005636,ORD_005636,INV_005636,CUST_003272,MERCH_0013,DEBIT_CARD,1916.25,USD,COMPLETED,2026-02-04 16:17:43,2026-02-04 16:17:53
PAY_005637,ORD_005637,INV_005637,CUST_003311,MERCH_0097,CREDIT_CARD,80.99,GBP,COMPLETED,2026-02-25 16:07:46,2026-02-25 16:08:16
PAY_005638,ORD_005638,INV_005638,CUST_002778,MERCH_0019,CREDIT_CARD,299.00,INR,COMPLETED,2026-02-09 18:57:07,2026-02-09 18:57:35
PAY_005639,ORD_005639,INV_005639,CUST_000595,MERCH_0100,CREDIT_CARD,60.80,EUR,COMPLETED,2026-01-10 04:52:20,2026-01-10 04:52:36
PAY_005640,ORD_005640,INV_005640,CUST_003961,MERCH_0091,CREDIT_CARD,187.50,USD,COMPLETED,2026-03-19 09:10:20,2026-03-19 09:10:26
PAY_005641,ORD_005641,INV_005641,CUST_004928,MERCH_0096,CREDIT_CARD,299.00,INR,COMPLETED,2026-03-28 07:05:29,2026-03-28 07:05:47
PAY_005642,ORD_005642,INV_005642,CUST_003039,MERCH_0079,CREDIT_CARD,45.75,EUR,COMPLETED,2026-02-05 16:04:40,2026-02-05 16:05:01
PAY_005643,ORD_005643,INV_005643,CUST_004434,MERCH_0099,CREDIT_CARD,52.75,GBP,COMPLETED,2026-02-20 20:33:54,2026-02-20 20:34:04
PAY_005644,ORD_005644,INV_005644,CUST_003681,MERCH_0049,DEBIT_CARD,582.75,USD,COMPLETED,2026-01-30 15:03:34,2026-01-30 15:03:49
PAY_005645,ORD_005645,INV_005645,CUST_003389,MERCH_0047,CREDIT_CARD,18.99,CAD,COMPLETED,2026-01-21 13:35:43,2026-01-21 13:35:50
PAY_005646,ORD_005646,INV_005646,CUST_001085,MERCH_0034,CREDIT_CARD,50.49,CAD,COMPLETED,2026-03-13 23:32:53,2026-03-13 23:33:00
PAY_005647,ORD_005647,INV_005647,CUST_002088,MERCH_0044,UPI,799.00,INR,COMPLETED,2026-02-12 09:18:41,2026-02-12 09:19:02
PAY_005648,ORD_005648,INV_005648,CUST_001502,MERCH_0010,CREDIT_CARD,25.80,USD,COMPLETED,2026-03-03 12:03:45,2026-03-03 12:03:57
PAY_005649,ORD_005649,INV_005649,CUST_003989,MERCH_0086,CREDIT_CARD,373.50,CAD,COMPLETED,2026-02-19 16:18:09,2026-02-19 16:18:28
PAY_005650,ORD_005650,INV_005650,CUST_004688,MERCH_0098,CREDIT_CARD,139.25,EUR,COMPLETED,2026-03-14 02:55:57,2026-03-14 02:56:22
PAY_005651,ORD_005651,INV_005651,CUST_003465,MERCH_0095,CREDIT_CARD,33.00,USD,COMPLETED,2026-02-22 22:57:22,2026-02-22 22:57:47
PAY_005652_DUP,ORD_005652,INV_005652,CUST_003819,MERCH_0083,CREDIT_CARD,144.95,USD,COMPLETED,2026-03-15 15:24:03,2026-03-15 15:24:19
PAY_005652,ORD_005652,INV_005652,CUST_003819,MERCH_0083,CREDIT_CARD,144.95,USD,COMPLETED,2026-03-15 15:23:48,2026-03-15 15:23:59
PAY_005653,ORD_005653,INV_005653,CUST_001041,MERCH_0021,CREDIT_CARD,271.95,GBP,COMPLETED,2026-01-17 04:38:53,2026-01-17 04:39:10
PAY_005655,ORD_005655,INV_005655,CUST_001537,MERCH_0091,DEBIT_CARD,567.75,USD,COMPLETED,2026-01-16 00:26:39,2026-01-16 00:27:06
PAY_005656,ORD_005656,INV_005656,CUST_003622,MERCH_0053,SEPA,328.95,EUR,COMPLETED,2026-01-07 11:05:54,2026-01-07 11:06:00
PAY_005657,ORD_005657,INV_005657,CUST_003315,MERCH_0093,SEPA,44.00,EUR,COMPLETED,2026-01-14 09:04:18,2026-01-14 09:04:32
PAY_005658,ORD_005658,INV_005658,CUST_004830,MERCH_0074,CREDIT_CARD,49.00,GBP,COMPLETED,2026-01-10 20:46:59,2026-01-10 20:47:23
PAY_005659,ORD_005659,INV_005659,CUST_004979,MERCH_0028,CREDIT_CARD,152.49,EUR,COMPLETED,2026-03-16 00:19:38,2026-03-16 00:20:06
PAY_005660,ORD_005660,INV_005660,CUST_000672,MERCH_0019,CREDIT_CARD,2399.49,GBP,COMPLETED,2026-03-29 15:33:32,2026-03-29 15:34:00
PAY_005661,ORD_005661,INV_005661,CUST_000750,MERCH_0046,CREDIT_CARD,27.80,USD,COMPLETED,2026-03-16 02:20:00,2026-03-16 02:20:07
PAY_005662,ORD_005662,INV_005662,CUST_001790,MERCH_0032,SEPA,33.25,EUR,COMPLETED,2026-01-10 11:32:57,2026-01-10 11:33:03
PAY_005664,ORD_005664,INV_005664,CUST_002015,MERCH_0036,CREDIT_CARD,63.00,GBP,COMPLETED,2026-03-27 00:59:57,2026-03-27 01:00:10
PAY_005665,ORD_005665,INV_005665,CUST_002033,MERCH_0027,SEPA,1640.50,EUR,COMPLETED,2026-02-07 00:51:21,2026-02-07 00:51:43
PAY_005666,ORD_005666,INV_005666,CUST_003518,MERCH_0036,CREDIT_CARD,399.95,EUR,COMPLETED,2026-02-25 23:12:34,2026-02-25 23:12:59
PAY_005667,ORD_005667,INV_005667,CUST_004285,MERCH_0039,CREDIT_CARD,42.99,CAD,COMPLETED,2026-02-24 11:08:45,2026-02-24 11:09:02
PAY_005668,ORD_005668,INV_005668,CUST_000467,MERCH_0024,CREDIT_CARD,31.80,EUR,COMPLETED,2026-03-26 16:29:48,2026-03-26 16:29:57
PAY_005669,ORD_005669,INV_005669,CUST_001199,MERCH_0054,SEPA,579.99,EUR,COMPLETED,2026-02-14 05:29:34,2026-02-14 05:29:41
PAY_005670,ORD_005670,INV_005670,CUST_003897,MERCH_0006,CREDIT_CARD,76.50,CAD,COMPLETED,2026-02-05 19:18:52,2026-02-05 19:19:04
PAY_005671,ORD_005671,INV_005671,CUST_004055,MERCH_0009,DEBIT_CARD,576.80,USD,COMPLETED,2026-02-20 05:47:08,2026-02-20 05:47:12
PAY_005672,ORD_005672,INV_005672,CUST_003928,MERCH_0051,SEPA,93.80,EUR,COMPLETED,2026-03-09 16:42:56,2026-03-09 16:43:26
PAY_005673,ORD_005673,INV_005673,CUST_003317,MERCH_0073,SEPA,71.00,EUR,COMPLETED,2026-02-16 12:04:52,2026-02-16 12:05:13
PAY_005674,ORD_005674,INV_005674,CUST_003025,MERCH_0095,DEBIT_CARD,58.49,USD,COMPLETED,2026-03-22 12:35:20,2026-03-22 12:35:27
PAY_005675,ORD_005675,INV_005675,CUST_002227,MERCH_0079,CREDIT_CARD,2871.80,EUR,COMPLETED,2026-03-29 08:44:05,2026-03-29 08:44:09
PAY_005676,ORD_005676,INV_005676,CUST_003020,MERCH_0019,CREDIT_CARD,1499.00,INR,COMPLETED,2026-03-07 23:11:20,2026-03-07 23:11:31
PAY_005677,ORD_005677,INV_005677,CUST_002403,MERCH_0057,CREDIT_CARD,44.95,USD,COMPLETED,2026-02-03 05:21:46,2026-02-03 05:22:13
PAY_005678,ORD_005678,INV_005678,CUST_004293,MERCH_0068,DEBIT_CARD,71.75,USD,COMPLETED,2026-03-31 02:48:40,2026-03-31 02:48:52
PAY_005679,ORD_005679,INV_005679,CUST_002911,MERCH_0061,CREDIT_CARD,316.50,EUR,COMPLETED,2026-03-22 14:47:55,2026-03-22 14:48:18
PAY_005680,ORD_005680,INV_005680,CUST_002630,MERCH_0018,CREDIT_CARD,74.75,USD,COMPLETED,2026-01-04 01:40:15,2026-01-04 01:40:33
PAY_005681,ORD_005681,INV_005681,CUST_003854,MERCH_0023,CREDIT_CARD,1674.00,EUR,COMPLETED,2026-02-20 15:51:41,2026-02-20 15:51:47
PAY_005682,ORD_005682,INV_005682,CUST_000326,MERCH_0027,CREDIT_CARD,434.50,EUR,COMPLETED,2026-01-20 11:16:54,2026-01-20 11:17:24
PAY_005683,ORD_005683,INV_005683,CUST_003151,MERCH_0029,CREDIT_CARD,32.75,USD,COMPLETED,2026-01-03 12:34:02,2026-01-03 12:34:26
PAY_005684,ORD_005684,INV_005684,CUST_000053,MERCH_0041,DEBIT_CARD,556.95,USD,COMPLETED,2026-02-12 09:47:36,2026-02-12 09:48:04
PAY_005685,ORD_005685,INV_005685,CUST_003194,MERCH_0087,CREDIT_CARD,44.99,EUR,COMPLETED,2026-03-07 17:24:45,2026-03-07 17:24:51
PAY_005686,ORD_005686,INV_005686,CUST_001643,MERCH_0058,CREDIT_CARD,64.80,USD,COMPLETED,2026-03-17 22:20:12,2026-03-17 22:20:32
PAY_005687,ORD_005687,INV_005687,CUST_000499,MERCH_0010,CREDIT_CARD,73.49,USD,COMPLETED,2026-03-29 13:19:39,2026-03-29 13:19:50
PAY_005688,ORD_005688,INV_005688,CUST_002621,MERCH_0042,CREDIT_CARD,23.50,EUR,COMPLETED,2026-02-20 01:54:38,2026-02-20 01:54:45
PAY_005689,ORD_005689,INV_005689,CUST_000826,MERCH_0080,CREDIT_CARD,452.49,GBP,COMPLETED,2026-01-28 23:24:09,2026-01-28 23:24:16
PAY_005690,ORD_005690,INV_005690,CUST_001939,MERCH_0069,SEPA,21.80,EUR,COMPLETED,2026-01-12 00:01:06,2026-01-12 00:01:23
PAY_005691,ORD_005691,INV_005691,CUST_004790,MERCH_0008,UPI,9999.00,INR,COMPLETED,2026-03-06 16:51:26,2026-03-06 16:51:35
PAY_005692,ORD_005692,INV_005692,CUST_003008,MERCH_0042,CREDIT_CARD,283.00,EUR,COMPLETED,2026-01-15 14:53:49,2026-01-15 14:54:19
PAY_005693,ORD_005693,INV_005693,CUST_000280,MERCH_0062,CREDIT_CARD,215.75,GBP,COMPLETED,2026-03-25 04:48:05,2026-03-25 04:48:12
PAY_005694,ORD_005694,INV_005694,CUST_000018,MERCH_0093,DEBIT_CARD,320.80,USD,COMPLETED,2026-01-21 07:29:57,2026-01-21 07:30:02
PAY_005695,ORD_005695,INV_005695,CUST_004969,MERCH_0094,SEPA,60.49,EUR,COMPLETED,2026-01-28 01:48:17,2026-01-28 01:48:35
PAY_005696,ORD_005696,INV_005696,CUST_001360,MERCH_0089,CREDIT_CARD,110.49,CAD,COMPLETED,2026-01-19 15:58:23,2026-01-19 15:58:27
PAY_005697,ORD_005697,INV_005697,CUST_001971,MERCH_0052,UPI,499.00,INR,COMPLETED,2026-03-29 01:25:35,2026-03-29 01:26:05
PAY_005698,ORD_005698,INV_005698,CUST_000121,MERCH_0066,CREDIT_CARD,67.00,USD,COMPLETED,2026-03-20 19:17:08,2026-03-20 19:17:26
PAY_005699,ORD_005699,INV_005699,CUST_004201,MERCH_0089,CREDIT_CARD,799.00,INR,COMPLETED,2026-02-27 13:21:38,2026-02-27 13:21:52
PAY_005700,ORD_005700,INV_005700,CUST_001684,MERCH_0098,UPI,3999.00,INR,COMPLETED,2026-03-07 07:36:21,2026-03-07 07:36:40
PAY_005701,ORD_005701,INV_005701,CUST_002247,MERCH_0015,CREDIT_CARD,70.25,EUR,COMPLETED,2026-01-16 21:06:33,2026-01-16 21:07:02
PAY_005702,ORD_005702,INV_005702,CUST_000554,MERCH_0020,UPI,2499.00,INR,COMPLETED,2026-03-09 05:37:21,2026-03-09 05:37:34
PAY_005703,ORD_005703,INV_005703,CUST_003091,MERCH_0003,CREDIT_CARD,934.49,EUR,COMPLETED,2026-03-05 13:09:31,2026-03-05 13:09:46
PAY_005704_DUP,ORD_005704,INV_005704,CUST_001526,MERCH_0065,CREDIT_CARD,211.95,USD,COMPLETED,2026-01-01 23:14:09,2026-01-01 23:14:25
PAY_005704,ORD_005704,INV_005704,CUST_001526,MERCH_0065,CREDIT_CARD,211.95,USD,COMPLETED,2026-01-01 23:13:54,2026-01-01 23:14:05
PAY_005705,ORD_005705,INV_005705,CUST_004887,MERCH_0013,CREDIT_CARD,74.99,GBP,COMPLETED,2026-01-31 03:58:11,2026-01-31 03:58:18
PAY_005706,ORD_005706,INV_005706,CUST_004246,MERCH_0078,CREDIT_CARD,15000.00,INR,COMPLETED,2026-03-22 03:25:07,2026-03-22 03:25:34
PAY_005707,ORD_005707,INV_005707,CUST_000201,MERCH_0057,CREDIT_CARD,53.99,GBP,COMPLETED,2026-02-28 08:23:16,2026-02-28 08:23:41
PAY_005708,ORD_005708,INV_005708,CUST_002596,MERCH_0025,CREDIT_CARD,204.49,GBP,COMPLETED,2026-02-18 22:28:03,2026-02-18 22:28:30
PAY_005709,ORD_005709,INV_005709,CUST_004721,MERCH_0072,CREDIT_CARD,4999.00,INR,COMPLETED,2026-03-02 10:09:22,2026-03-02 10:09:31
PAY_005710,ORD_005710,INV_005710,CUST_004553,MERCH_0012,CREDIT_CARD,151.95,USD,COMPLETED,2026-02-21 02:10:09,2026-02-21 02:10:17
PAY_005711,ORD_005711,INV_005711,CUST_000409,MERCH_0016,UPI,2499.00,INR,COMPLETED,2026-02-27 15:23:16,2026-02-27 15:23:20
PAY_005713,ORD_005713,INV_005713,CUST_004866,MERCH_0030,CREDIT_CARD,71.75,USD,COMPLETED,2026-01-22 05:18:31,2026-01-22 05:18:34
PAY_005714,ORD_005714,INV_005714,CUST_003995,MERCH_0039,CREDIT_CARD,107.80,EUR,COMPLETED,2026-01-09 10:17:02,2026-01-09 10:17:21
PAY_005715,ORD_005715,INV_005715,CUST_001238,MERCH_0020,UPI,9999.00,INR,COMPLETED,2026-03-11 14:11:32,2026-03-11 14:11:38
PAY_005716,ORD_005716,INV_005716,CUST_004877,MERCH_0069,CREDIT_CARD,282.00,GBP,COMPLETED,2026-03-01 20:20:39,2026-03-01 20:21:02
PAY_005717,ORD_005717,INV_005717,CUST_004908,MERCH_0007,CREDIT_CARD,51.50,GBP,COMPLETED,2026-01-15 20:52:15,2026-01-15 20:52:26
PAY_005718,ORD_005718,INV_005718,CUST_000576,MERCH_0019,CREDIT_CARD,71.49,CAD,COMPLETED,2026-02-14 01:43:28,2026-02-14 01:43:37
PAY_005720,ORD_005720,INV_005720,CUST_003177,MERCH_0014,CREDIT_CARD,185.50,USD,COMPLETED,2026-02-25 13:46:47,2026-02-25 13:47:14
PAY_005721,ORD_005721,INV_005721,CUST_002052,MERCH_0069,CREDIT_CARD,377.75,USD,COMPLETED,2026-01-04 22:48:07,2026-01-04 22:48:28
PAY_005722,ORD_005722,INV_005722,CUST_001739,MERCH_0058,SEPA,428.25,EUR,COMPLETED,2026-01-28 03:28:35,2026-01-28 03:29:04
PAY_005723_DUP,ORD_005723,INV_005723,CUST_002702,MERCH_0012,CREDIT_CARD,1196.50,USD,COMPLETED,2026-03-11 19:34:28,2026-03-11 19:34:51
PAY_005723,ORD_005723,INV_005723,CUST_002702,MERCH_0012,CREDIT_CARD,1196.50,USD,COMPLETED,2026-03-11 19:34:13,2026-03-11 19:34:31
PAY_005724,ORD_005724,INV_005724,CUST_003730,MERCH_0061,CREDIT_CARD,21.50,GBP,COMPLETED,2026-03-27 12:14:35,2026-03-27 12:15:00
PAY_005725,ORD_005725,INV_005725,CUST_004721,MERCH_0071,UPI,1999.00,INR,COMPLETED,2026-02-12 06:57:18,2026-02-12 06:57:28
PAY_005726,ORD_005726,INV_005726,CUST_004419,MERCH_0014,CREDIT_CARD,162.25,EUR,COMPLETED,2026-02-15 20:43:08,2026-02-15 20:43:36
PAY_005727,ORD_005727,INV_005727,CUST_001809,MERCH_0048,CREDIT_CARD,78.49,USD,COMPLETED,2026-03-03 15:51:42,2026-03-03 15:52:10
PAY_005728,ORD_005728,INV_005728,CUST_001464,MERCH_0052,CREDIT_CARD,345.50,GBP,COMPLETED,2026-01-06 08:22:18,2026-01-06 08:22:21
PAY_005729,ORD_005729,INV_005729,CUST_002988,MERCH_0034,CREDIT_CARD,319.49,USD,COMPLETED,2026-01-02 15:30:06,2026-01-02 15:30:20
PAY_005730,ORD_005730,INV_005730,CUST_002987,MERCH_0087,CREDIT_CARD,2469.80,GBP,COMPLETED,2026-02-02 14:50:11,2026-02-02 14:50:30
PAY_005731,ORD_005731,INV_005731,CUST_002931,MERCH_0005,DEBIT_CARD,46.99,USD,COMPLETED,2026-02-11 01:13:22,2026-02-11 01:13:46
PAY_005732,ORD_005732,INV_005732,CUST_001632,MERCH_0036,CREDIT_CARD,242.75,EUR,COMPLETED,2026-03-03 05:22:10,2026-03-03 05:22:40
PAY_005733,ORD_005733,INV_005733,CUST_002884,MERCH_0030,CREDIT_CARD,39.50,GBP,COMPLETED,2026-03-02 10:52:23,2026-03-02 10:52:34
PAY_005734,ORD_005734,INV_005734,CUST_001233,MERCH_0032,CREDIT_CARD,75.00,USD,COMPLETED,2026-02-23 05:23:18,2026-02-23 05:23:33
PAY_005735,ORD_005735,INV_005735,CUST_001001,MERCH_0010,CREDIT_CARD,432.75,GBP,COMPLETED,2026-02-23 07:06:57,2026-02-23 07:07:06
PAY_005736,ORD_005736,INV_005736,CUST_000638,MERCH_0089,CREDIT_CARD,42.95,GBP,COMPLETED,2026-01-14 07:24:22,2026-01-14 07:24:33
PAY_005737,ORD_005737,INV_005737,CUST_001627,MERCH_0073,CREDIT_CARD,44.80,EUR,COMPLETED,2026-03-21 02:01:04,2026-03-21 02:01:17
PAY_005738_DUP,ORD_005738,INV_005738,CUST_003394,MERCH_0079,CREDIT_CARD,18.75,CAD,COMPLETED,2026-01-14 23:12:05,2026-01-14 23:12:40
PAY_005738,ORD_005738,INV_005738,CUST_003394,MERCH_0079,CREDIT_CARD,18.75,CAD,COMPLETED,2026-01-14 23:11:50,2026-01-14 23:12:20
PAY_005739,ORD_005739,INV_005739,CUST_001611,MERCH_0032,CREDIT_CARD,44.80,USD,COMPLETED,2026-01-21 17:25:39,2026-01-21 17:25:58
PAY_005740,ORD_005740,INV_005740,CUST_001324,MERCH_0071,CREDIT_CARD,596.99,GBP,COMPLETED,2026-03-01 19:18:09,2026-03-01 19:18:28
PAY_005741,ORD_005741,INV_005741,CUST_002739,MERCH_0079,CREDIT_CARD,361.99,EUR,COMPLETED,2026-01-07 19:51:42,2026-01-07 19:51:49
PAY_005742,ORD_005742,INV_005742,CUST_003401,MERCH_0005,SEPA,365.95,EUR,COMPLETED,2026-01-24 14:27:20,2026-01-24 14:27:38
PAY_005743,ORD_005743,INV_005743,CUST_000368,MERCH_0068,UPI,9999.00,INR,COMPLETED,2026-01-27 15:43:17,2026-01-27 15:43:29
PAY_005744,ORD_005744,INV_005744,CUST_001603,MERCH_0028,UPI,3999.00,INR,COMPLETED,2026-03-04 00:58:01,2026-03-04 00:58:22
PAY_005745,ORD_005745,INV_005745,CUST_003674,MERCH_0033,DEBIT_CARD,16.49,USD,COMPLETED,2026-03-18 11:37:08,2026-03-18 11:37:24
PAY_005746,ORD_005746,INV_005746,CUST_004803,MERCH_0014,CREDIT_CARD,560.80,EUR,COMPLETED,2026-03-29 08:26:35,2026-03-29 08:26:48
PAY_005747,ORD_005747,INV_005747,CUST_004131,MERCH_0003,CREDIT_CARD,314.80,GBP,COMPLETED,2026-01-06 09:37:58,2026-01-06 09:38:27
PAY_005748,ORD_005748,INV_005748,CUST_004263,MERCH_0063,ACH,31.00,USD,COMPLETED,2026-01-28 17:49:27,2026-01-28 17:49:33
PAY_005749,ORD_005749,INV_005749,CUST_000558,MERCH_0055,SEPA,2585.25,EUR,COMPLETED,2026-02-24 04:58:18,2026-02-24 04:58:46
PAY_005750,ORD_005750,INV_005750,CUST_001307,MERCH_0064,UPI,2499.00,INR,COMPLETED,2026-03-16 22:30:02,2026-03-16 22:30:28
PAY_005751,ORD_005751,INV_005751,CUST_001710,MERCH_0090,SEPA,438.49,EUR,COMPLETED,2026-03-12 19:43:20,2026-03-12 19:43:50
PAY_005752,ORD_005752,INV_005752,CUST_002408,MERCH_0029,CREDIT_CARD,3273.50,USD,COMPLETED,2026-02-18 13:51:10,2026-02-18 13:51:19
PAY_005753,ORD_005753,INV_005753,CUST_000412,MERCH_0099,CREDIT_CARD,66.75,EUR,COMPLETED,2026-02-16 01:46:58,2026-02-16 01:47:28
PAY_005754,ORD_005754,INV_005754,CUST_001381,MERCH_0086,CREDIT_CARD,1971.95,USD,COMPLETED,2026-02-08 00:32:51,2026-02-08 00:33:17
PAY_005755,ORD_005755,INV_005755,CUST_004701,MERCH_0041,CREDIT_CARD,644.49,USD,COMPLETED,2026-02-27 22:30:15,2026-02-27 22:30:38
PAY_005756_DUP,ORD_005756,INV_005756,CUST_001524,MERCH_0041,SEPA,35.80,EUR,COMPLETED,2026-03-27 00:26:08,2026-03-27 00:26:29
PAY_005756,ORD_005756,INV_005756,CUST_001524,MERCH_0041,SEPA,35.80,EUR,COMPLETED,2026-03-27 00:25:53,2026-03-27 00:26:09
PAY_005757,ORD_005757,INV_005757,CUST_003833,MERCH_0015,SEPA,39.49,EUR,COMPLETED,2026-01-12 00:50:08,2026-01-12 00:50:14
PAY_005758,ORD_005758,INV_005758,CUST_002941,MERCH_0004,CREDIT_CARD,55.99,USD,COMPLETED,2026-01-16 05:23:58,2026-01-16 05:24:18
PAY_005759,ORD_005759,INV_005759,CUST_000586,MERCH_0023,CREDIT_CARD,3320.75,EUR,COMPLETED,2026-03-15 05:23:47,2026-03-15 05:24:00
PAY_005760,ORD_005760,INV_005760,CUST_002432,MERCH_0034,DEBIT_CARD,580.99,USD,COMPLETED,2026-01-03 13:52:06,2026-01-03 13:52:18
PAY_005761,ORD_005761,INV_005761,CUST_001333,MERCH_0022,CREDIT_CARD,74.49,EUR,COMPLETED,2026-02-17 10:45:34,2026-02-17 10:45:48
PAY_005762,ORD_005762,INV_005762,CUST_001939,MERCH_0048,CREDIT_CARD,66.00,GBP,COMPLETED,2026-01-02 06:36:36,2026-01-02 06:36:59
PAY_005763,ORD_005763,INV_005763,CUST_002485,MERCH_0007,CREDIT_CARD,50.95,USD,COMPLETED,2026-01-14 12:45:19,2026-01-14 12:45:22
PAY_005764,ORD_005764,INV_005764,CUST_004105,MERCH_0038,DEBIT_CARD,76.49,USD,COMPLETED,2026-02-01 00:48:53,2026-02-01 00:49:06
PAY_005765,ORD_005765,INV_005765,CUST_001154,MERCH_0031,DEBIT_CARD,644.00,USD,COMPLETED,2026-03-12 10:52:19,2026-03-12 10:52:36
PAY_005766,ORD_005766,INV_005766,CUST_001853,MERCH_0073,SEPA,63.95,EUR,COMPLETED,2026-01-16 20:54:12,2026-01-16 20:54:18
PAY_005767,ORD_005767,INV_005767,CUST_004621,MERCH_0004,CREDIT_CARD,1527.99,GBP,COMPLETED,2026-02-17 20:19:42,2026-02-17 20:20:00
PAY_005768,ORD_005768,INV_005768,CUST_004268,MERCH_0002,CREDIT_CARD,587.50,EUR,COMPLETED,2026-03-14 05:30:13,2026-03-14 05:30:24
PAY_005769,ORD_005769,INV_005769,CUST_002067,MERCH_0073,CREDIT_CARD,66.80,USD,COMPLETED,2026-02-20 18:51:17,2026-02-20 18:51:20
PAY_005770,ORD_005770,INV_005770,CUST_000781,MERCH_0008,CREDIT_CARD,59.99,EUR,COMPLETED,2026-02-15 14:04:19,2026-02-15 14:04:42
PAY_005771,ORD_005771,INV_005771,CUST_003750,MERCH_0046,CREDIT_CARD,16.25,GBP,COMPLETED,2026-01-19 21:42:42,2026-01-19 21:43:08
PAY_005772,ORD_005772,INV_005772,CUST_000949,MERCH_0001,CREDIT_CARD,17.00,USD,COMPLETED,2026-01-18 09:09:26,2026-01-18 09:09:32
PAY_005773,ORD_005773,INV_005773,CUST_002775,MERCH_0052,DEBIT_CARD,1834.95,USD,COMPLETED,2026-03-02 18:28:20,2026-03-02 18:28:40
PAY_005774,ORD_005774,INV_005774,CUST_001616,MERCH_0002,CREDIT_CARD,41.50,EUR,COMPLETED,2026-03-20 06:15:39,2026-03-20 06:16:09
PAY_005775,ORD_005775,INV_005775,CUST_002445,MERCH_0067,SEPA,51.25,EUR,COMPLETED,2026-02-24 11:08:29,2026-02-24 11:08:33
PAY_005776,ORD_005776,INV_005776,CUST_002498,MERCH_0071,SEPA,65.50,EUR,COMPLETED,2026-01-22 17:55:23,2026-01-22 17:55:35
PAY_005777,ORD_005777,INV_005777,CUST_001169,MERCH_0065,CREDIT_CARD,600.50,EUR,COMPLETED,2026-03-03 08:20:25,2026-03-03 08:20:52
PAY_005778,ORD_005778,INV_005778,CUST_001401,MERCH_0027,CREDIT_CARD,2484.99,GBP,COMPLETED,2026-03-18 23:23:21,2026-03-18 23:23:31
PAY_005779,ORD_005779,INV_005779,CUST_000256,MERCH_0047,CREDIT_CARD,18.95,EUR,COMPLETED,2026-02-12 14:58:33,2026-02-12 14:59:02
PAY_005780,ORD_005780,INV_005780,CUST_004679,MERCH_0017,CREDIT_CARD,83.50,USD,COMPLETED,2026-02-17 10:04:59,2026-02-17 10:05:06
PAY_005781,ORD_005781,INV_005781,CUST_003710,MERCH_0031,UPI,15000.00,INR,COMPLETED,2026-03-29 00:01:53,2026-03-29 00:02:16
PAY_005782,ORD_005782,INV_005782,CUST_001483,MERCH_0008,CREDIT_CARD,60.00,GBP,COMPLETED,2026-03-07 21:03:43,2026-03-07 21:03:59
PAY_005783,ORD_005783,INV_005783,CUST_000199,MERCH_0014,SEPA,554.80,EUR,COMPLETED,2026-03-20 22:16:03,2026-03-20 22:16:10
PAY_005784,ORD_005784,INV_005784,CUST_003968,MERCH_0025,CREDIT_CARD,229.25,CAD,COMPLETED,2026-02-16 00:24:52,2026-02-16 00:25:12
PAY_005785,ORD_005785,INV_005785,CUST_004218,MERCH_0022,UPI,1499.00,INR,COMPLETED,2026-03-12 05:02:59,2026-03-12 05:03:09
PAY_005786,ORD_005786,INV_005786,CUST_001737,MERCH_0024,DEBIT_CARD,171.25,USD,COMPLETED,2026-02-24 03:44:29,2026-02-24 03:44:48
PAY_005787,ORD_005787,INV_005787,CUST_002615,MERCH_0039,SEPA,284.80,EUR,COMPLETED,2026-02-02 06:53:37,2026-02-02 06:53:40
PAY_005788,ORD_005788,INV_005788,CUST_001420,MERCH_0005,CREDIT_CARD,244.75,CAD,COMPLETED,2026-03-13 16:18:16,2026-03-13 16:18:28
PAY_005790,ORD_005790,INV_005790,CUST_000170,MERCH_0075,CREDIT_CARD,1999.00,INR,COMPLETED,2026-03-20 12:32:40,2026-03-20 12:32:56
PAY_005791,ORD_005791,INV_005791,CUST_004833,MERCH_0019,CREDIT_CARD,9999.00,INR,COMPLETED,2026-03-05 11:52:11,2026-03-05 11:52:15
PAY_005792,ORD_005792,INV_005792,CUST_002225,MERCH_0046,CREDIT_CARD,374.80,EUR,COMPLETED,2026-01-02 10:17:07,2026-01-02 10:17:37
PAY_005793,ORD_005793,INV_005793,CUST_004072,MERCH_0089,CREDIT_CARD,103.95,EUR,COMPLETED,2026-01-10 19:12:10,2026-01-10 19:12:37
PAY_005794,ORD_005794,INV_005794,CUST_004309,MERCH_0019,CREDIT_CARD,1668.75,CAD,COMPLETED,2026-02-06 06:14:45,2026-02-06 06:14:54
PAY_005795,ORD_005795,INV_005795,CUST_001237,MERCH_0052,DEBIT_CARD,67.80,USD,COMPLETED,2026-04-01 07:11:58,2026-04-01 07:12:08
PAY_005796,ORD_005796,INV_005796,CUST_004102,MERCH_0047,DEBIT_CARD,3316.50,USD,COMPLETED,2026-03-17 11:18:10,2026-03-17 11:18:26
PAY_005797,ORD_005797,INV_005797,CUST_002934,MERCH_0077,CREDIT_CARD,2852.95,CAD,COMPLETED,2026-02-08 04:35:43,2026-02-08 04:35:51
PAY_005798,ORD_005798,INV_005798,CUST_002393,MERCH_0094,DEBIT_CARD,326.75,USD,COMPLETED,2026-02-27 04:19:54,2026-02-27 04:20:21
