internal_payment_id,merchant_order_id,occurred_at,gross_amount,currency,payment_status,payment_method,synthetic_customer_reference
SYNTH-INT-005493,SYNTH-ORDER-005493,2026-01-06T11:06:02Z,396.10,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005493
SYNTH-INT-005494,SYNTH-ORDER-005494,2026-01-07T13:32:24Z,1143.74,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005494
SYNTH-INT-005495,SYNTH-ORDER-005495,2026-01-08T16:15:32Z,482.04,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005495
SYNTH-INT-005496,SYNTH-ORDER-005496,2026-01-09T17:59:02Z,1933.99,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005496
SYNTH-INT-005497,SYNTH-ORDER-005497,2026-01-10T20:27:03Z,1261.22,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005497
SYNTH-INT-005498,SYNTH-ORDER-005498,2026-01-11T22:46:25Z,1285.45,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005498
SYNTH-INT-005499,SYNTH-ORDER-005499,2026-01-12T01:01:26Z,723.53,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005499
SYNTH-INT-005500,SYNTH-ORDER-005500,2026-01-13T02:35:50Z,1240.10,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005500
SYNTH-INT-005501,SYNTH-ORDER-005501,2026-01-14T05:24:43Z,150.15,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005501
SYNTH-INT-005502,SYNTH-ORDER-005502,2026-01-15T06:59:51Z,681.41,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005502
SYNTH-INT-005503,SYNTH-ORDER-005503,2026-01-16T09:39:04Z,1185.09,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005503
SYNTH-INT-005504,SYNTH-ORDER-005504,2026-01-17T11:33:51Z,1047.87,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005504
SYNTH-INT-005505,SYNTH-ORDER-005505,2026-01-18T13:58:54Z,526.16,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005505
SYNTH-INT-005506,SYNTH-ORDER-005506,2026-01-19T16:15:04Z,2396.47,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005506
SYNTH-INT-005507,SYNTH-ORDER-005507,2026-01-20T18:04:22Z,2003.29,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005507
SYNTH-INT-005508,SYNTH-ORDER-005508,2026-01-21T20:05:26Z,1516.18,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005508
SYNTH-INT-005509,SYNTH-ORDER-005509,2026-01-22T23:13:08Z,1044.54,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005509
SYNTH-INT-005510,SYNTH-ORDER-005510,2026-01-23T01:21:03Z,1389.99,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005510
SYNTH-INT-005511,SYNTH-ORDER-005511,2026-01-24T03:22:09Z,2494.69,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005511
SYNTH-INT-005512,SYNTH-ORDER-005512,2026-01-25T05:15:23Z,1349.69,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005512
SYNTH-INT-005513,SYNTH-ORDER-005513,2026-01-26T07:09:40Z,2172.47,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005513
SYNTH-INT-005514,SYNTH-ORDER-005514,2026-01-27T10:06:07Z,2206.50,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005514
SYNTH-INT-005515,SYNTH-ORDER-005515,2026-01-28T12:20:36Z,1749.20,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005515
SYNTH-INT-005516,SYNTH-ORDER-005516,2026-01-29T13:57:47Z,553.74,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005516
SYNTH-INT-005517,SYNTH-ORDER-005517,2026-01-30T16:29:29Z,769.08,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005517
SYNTH-INT-005518,SYNTH-ORDER-005518,2026-01-31T18:35:36Z,1991.37,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005518
SYNTH-INT-005519,SYNTH-ORDER-005519,2026-01-01T20:31:03Z,1073.63,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005519
SYNTH-INT-005520,SYNTH-ORDER-005520,2026-01-02T22:50:03Z,79.96,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005520
SYNTH-INT-005521,SYNTH-ORDER-005521,2026-01-03T00:54:14Z,548.61,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005521
SYNTH-INT-005522,SYNTH-ORDER-005522,2026-01-04T02:52:11Z,1405.80,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005522
SYNTH-INT-005523,SYNTH-ORDER-005523,2026-01-05T05:37:38Z,2122.87,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005523
SYNTH-INT-005524,SYNTH-ORDER-005524,2026-01-06T08:12:48Z,602.84,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005524
SYNTH-INT-005525,SYNTH-ORDER-005525,2026-01-07T10:26:53Z,1682.36,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005525
SYNTH-INT-005526,SYNTH-ORDER-005526,2026-01-08T12:28:17Z,177.43,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005526
SYNTH-INT-005527,SYNTH-ORDER-005527,2026-01-09T14:33:47Z,719.74,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005527
SYNTH-INT-005528,SYNTH-ORDER-005528,2026-01-10T16:57:18Z,854.20,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005528
SYNTH-INT-005529,SYNTH-ORDER-005529,2026-01-11T18:27:05Z,867.45,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005529
SYNTH-INT-005530,SYNTH-ORDER-005530,2026-01-12T21:21:42Z,1305.76,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005530
SYNTH-INT-005531,SYNTH-ORDER-005531,2026-01-13T23:19:35Z,1431.14,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005531
SYNTH-INT-005532,SYNTH-ORDER-005532,2026-01-14T01:42:44Z,283.57,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005532
SYNTH-INT-005533,SYNTH-ORDER-005533,2026-01-15T03:50:08Z,1242.91,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005533
SYNTH-INT-005534,SYNTH-ORDER-005534,2026-01-16T05:51:48Z,2170.57,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005534
SYNTH-INT-005535,SYNTH-ORDER-005535,2026-01-17T08:14:34Z,2162.41,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005535
SYNTH-INT-005536,SYNTH-ORDER-005536,2026-01-18T09:45:57Z,2003.03,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005536
SYNTH-INT-005537,SYNTH-ORDER-005537,2026-01-19T12:14:28Z,446.77,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005537
SYNTH-INT-005538,SYNTH-ORDER-005538,2026-01-20T14:32:16Z,30.77,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005538
SYNTH-INT-005539,SYNTH-ORDER-005539,2026-01-21T16:53:50Z,2293.61,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005539
SYNTH-INT-005540,SYNTH-ORDER-005540,2026-01-22T18:36:35Z,16.38,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005540
SYNTH-INT-005541,SYNTH-ORDER-005541,2026-01-23T20:42:54Z,105.88,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005541
SYNTH-INT-005542,SYNTH-ORDER-005542,2026-01-24T23:37:20Z,647.43,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005542
SYNTH-INT-005543,SYNTH-ORDER-005543,2026-01-25T01:25:39Z,1755.88,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005543
SYNTH-INT-005544,SYNTH-ORDER-005544,2026-01-26T03:55:44Z,117.26,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005544
SYNTH-INT-005545,SYNTH-ORDER-005545,2026-01-27T06:16:10Z,939.37,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005545
SYNTH-INT-005546,SYNTH-ORDER-005546,2026-01-28T08:09:27Z,1766.54,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005546
SYNTH-INT-005547,SYNTH-ORDER-005547,2026-01-29T10:13:11Z,1949.23,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005547
SYNTH-INT-005548,SYNTH-ORDER-005548,2026-01-30T12:19:10Z,914.87,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005548
SYNTH-INT-005549,SYNTH-ORDER-005549,2026-01-31T14:22:13Z,725.29,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005549
SYNTH-INT-005550,SYNTH-ORDER-005550,2026-01-01T16:46:56Z,1289.10,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005550
SYNTH-INT-005551,SYNTH-ORDER-005551,2026-01-02T19:20:25Z,911.64,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005551
SYNTH-INT-005552,SYNTH-ORDER-005552,2026-01-03T20:58:17Z,843.61,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005552
SYNTH-INT-005553,SYNTH-ORDER-005553,2026-01-04T23:40:21Z,1727.45,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005553
SYNTH-INT-005554,SYNTH-ORDER-005554,2026-01-05T01:22:44Z,1145.23,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005554
SYNTH-INT-005555,SYNTH-ORDER-005555,2026-01-06T03:44:50Z,340.34,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005555
SYNTH-INT-005556,SYNTH-ORDER-005556,2026-01-07T05:40:55Z,2406.49,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005556
SYNTH-INT-005557,SYNTH-ORDER-005557,2026-01-08T07:59:15Z,1771.41,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005557
SYNTH-INT-005558,SYNTH-ORDER-005558,2026-01-09T11:02:41Z,2460.84,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005558
SYNTH-INT-005559,SYNTH-ORDER-005559,2026-01-10T12:29:17Z,214.02,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005559
SYNTH-INT-005560,SYNTH-ORDER-005560,2026-01-11T15:18:45Z,1594.31,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005560
SYNTH-INT-005561,SYNTH-ORDER-005561,2026-01-12T17:34:31Z,1246.47,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005561
SYNTH-INT-005562,SYNTH-ORDER-005562,2026-01-13T19:02:23Z,49.80,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005562
SYNTH-INT-005563,SYNTH-ORDER-005563,2026-01-14T21:34:24Z,1044.05,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005563
SYNTH-INT-005564,SYNTH-ORDER-005564,2026-01-15T23:22:01Z,872.92,USD,REFUNDED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005564
SYNTH-INT-005565,SYNTH-ORDER-005565,2026-01-16T01:33:14Z,307.45,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005565
SYNTH-INT-005566,SYNTH-ORDER-005566,2026-01-17T03:44:14Z,169.17,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005566
SYNTH-INT-005567,SYNTH-ORDER-005567,2026-01-18T06:47:42Z,1997.64,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005567
SYNTH-INT-005568,SYNTH-ORDER-005568,2026-01-19T08:47:57Z,165.70,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005568
SYNTH-INT-005569,SYNTH-ORDER-005569,2026-01-20T10:32:23Z,2125.68,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005569
SYNTH-INT-005570,SYNTH-ORDER-005570,2026-01-21T12:47:55Z,648.51,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005570
SYNTH-INT-005571,SYNTH-ORDER-005571,2026-01-22T15:36:08Z,384.35,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005571
SYNTH-INT-005572,SYNTH-ORDER-005572,2026-01-23T17:14:05Z,304.54,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005572
SYNTH-INT-005573,SYNTH-ORDER-005573,2026-01-24T19:57:48Z,1911.50,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005573
SYNTH-INT-005574,SYNTH-ORDER-005574,2026-01-25T21:25:01Z,2277.18,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005574
SYNTH-INT-005575,SYNTH-ORDER-005575,2026-01-26T23:32:45Z,1223.17,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005575
SYNTH-INT-005576,SYNTH-ORDER-005576,2026-01-27T02:21:41Z,1036.33,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005576
SYNTH-INT-005577,SYNTH-ORDER-005577,2026-01-28T03:53:13Z,1267.69,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005577
SYNTH-INT-005578,SYNTH-ORDER-005578,2026-01-29T06:04:41Z,6.55,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005578
SYNTH-INT-005579,SYNTH-ORDER-005579,2026-01-30T08:46:59Z,2357.96,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005579
SYNTH-INT-005580,SYNTH-ORDER-005580,2026-01-31T10:51:52Z,2271.76,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005580
SYNTH-INT-005581,SYNTH-ORDER-005581,2026-01-01T13:25:47Z,1283.15,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005581
SYNTH-INT-005582,SYNTH-ORDER-005582,2026-01-02T15:09:28Z,989.17,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005582
SYNTH-INT-005583,SYNTH-ORDER-005583,2026-01-03T17:26:07Z,444.02,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005583
SYNTH-INT-005584,SYNTH-ORDER-005584,2026-01-04T19:50:14Z,1518.09,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005584
SYNTH-INT-005585,SYNTH-ORDER-005585,2026-01-05T21:48:01Z,341.52,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005585
SYNTH-INT-005586,SYNTH-ORDER-005586,2026-01-06T23:54:02Z,948.79,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005586
SYNTH-INT-005587,SYNTH-ORDER-005587,2026-01-07T02:42:10Z,264.01,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005587
SYNTH-INT-005588,SYNTH-ORDER-005588,2026-01-08T04:05:29Z,346.76,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005588
SYNTH-INT-005589,SYNTH-ORDER-005589,2026-01-09T06:39:43Z,401.02,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005589
SYNTH-INT-005590,SYNTH-ORDER-005590,2026-01-10T08:29:19Z,1604.05,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005590
SYNTH-INT-005591,SYNTH-ORDER-005591,2026-01-11T11:21:44Z,2315.74,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005591
SYNTH-INT-005592,SYNTH-ORDER-005592,2026-01-12T13:34:14Z,1155.30,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005592
SYNTH-INT-005593,SYNTH-ORDER-005593,2026-01-13T15:24:21Z,1797.73,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005593
SYNTH-INT-005594,SYNTH-ORDER-005594,2026-01-14T17:23:57Z,304.90,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005594
SYNTH-INT-005595,SYNTH-ORDER-005595,2026-01-15T19:37:59Z,10.60,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005595
SYNTH-INT-005596,SYNTH-ORDER-005596,2026-01-16T22:01:36Z,1935.91,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005596
SYNTH-INT-005597,SYNTH-ORDER-005597,2026-01-17T23:51:49Z,1907.53,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005597
SYNTH-INT-005598,SYNTH-ORDER-005598,2026-01-18T02:52:06Z,572.89,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005598
SYNTH-INT-005599,SYNTH-ORDER-005599,2026-01-19T04:50:54Z,466.63,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005599
SYNTH-INT-005600,SYNTH-ORDER-005600,2026-01-20T06:44:17Z,2310.94,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005600
SYNTH-INT-005601,SYNTH-ORDER-005601,2026-01-21T09:11:23Z,748.69,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005601
SYNTH-INT-005602,SYNTH-ORDER-005602,2026-01-22T11:22:35Z,2326.16,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005602
SYNTH-INT-005603,SYNTH-ORDER-005603,2026-01-23T13:52:18Z,1723.15,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005603
SYNTH-INT-005604,SYNTH-ORDER-005604,2026-01-24T15:29:54Z,316.55,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005604
SYNTH-INT-005605,SYNTH-ORDER-005605,2026-01-25T17:29:17Z,1197.22,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005605
SYNTH-INT-005606,SYNTH-ORDER-005606,2026-01-26T20:05:16Z,1114.89,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005606
SYNTH-INT-005607,SYNTH-ORDER-005607,2026-01-27T21:51:11Z,1655.62,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005607
SYNTH-INT-005608,SYNTH-ORDER-005608,2026-01-28T00:42:05Z,119.24,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005608
SYNTH-INT-005609,SYNTH-ORDER-005609,2026-01-29T02:50:02Z,1871.00,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005609
SYNTH-INT-005610,SYNTH-ORDER-005610,2026-01-30T05:06:20Z,1582.20,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005610
SYNTH-INT-005611,SYNTH-ORDER-005611,2026-01-31T07:16:51Z,1610.97,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005611
SYNTH-INT-005612,SYNTH-ORDER-005612,2026-01-01T08:50:45Z,72.37,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005612
SYNTH-INT-005613,SYNTH-ORDER-005613,2026-01-02T11:17:41Z,2449.46,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005613
SYNTH-INT-005614,SYNTH-ORDER-005614,2026-01-03T13:15:30Z,1720.58,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005614
SYNTH-INT-005615,SYNTH-ORDER-005615,2026-01-04T16:06:31Z,1466.89,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005615
SYNTH-INT-005616,SYNTH-ORDER-005616,2026-01-05T18:12:52Z,678.91,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005616
SYNTH-INT-005617,SYNTH-ORDER-005617,2026-01-06T20:44:51Z,2441.56,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005617
SYNTH-INT-005618,SYNTH-ORDER-005618,2026-01-07T22:40:53Z,485.18,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005618
SYNTH-INT-005619,SYNTH-ORDER-005619,2026-01-08T01:09:17Z,1136.23,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005619
SYNTH-INT-005620,SYNTH-ORDER-005620,2026-01-09T03:15:51Z,1204.28,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005620
SYNTH-INT-005621,SYNTH-ORDER-005621,2026-01-10T04:53:02Z,2162.37,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005621
SYNTH-INT-005622,SYNTH-ORDER-005622,2026-01-11T07:12:21Z,1369.75,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005622
SYNTH-INT-005623,SYNTH-ORDER-005623,2026-01-12T09:48:38Z,297.15,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005623
SYNTH-INT-005624,SYNTH-ORDER-005624,2026-01-13T11:44:05Z,177.68,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005624
SYNTH-INT-005625,SYNTH-ORDER-005625,2026-01-14T14:09:54Z,1671.12,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005625
SYNTH-INT-005626,SYNTH-ORDER-005626,2026-01-15T16:09:41Z,390.35,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005626
SYNTH-INT-005627,SYNTH-ORDER-005627,2026-01-16T18:06:06Z,451.53,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005627
SYNTH-INT-005628,SYNTH-ORDER-005628,2026-01-17T20:43:19Z,1825.99,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005628
SYNTH-INT-005629,SYNTH-ORDER-005629,2026-01-18T22:23:44Z,412.66,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005629
SYNTH-INT-005630,SYNTH-ORDER-005630,2026-01-19T01:14:43Z,610.01,EUR,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005630
SYNTH-INT-005631,SYNTH-ORDER-005631,2026-01-20T03:30:36Z,1499.75,GBP,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005631
SYNTH-INT-005632,SYNTH-ORDER-005632,2026-01-21T05:42:20Z,57.39,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005632
SYNTH-INT-005633,SYNTH-ORDER-005633,2026-01-22T07:10:32Z,987.33,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005633
SYNTH-INT-005634,SYNTH-ORDER-005634,2026-01-23T09:48:25Z,1904.09,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005634
SYNTH-INT-005635,SYNTH-ORDER-005635,2026-01-24T12:01:20Z,1647.65,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005635
SYNTH-INT-005636,SYNTH-ORDER-005636,2026-01-25T14:05:00Z,1575.32,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005636
SYNTH-INT-005637,SYNTH-ORDER-005637,2026-01-26T16:37:17Z,2167.40,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005637
SYNTH-INT-005638,SYNTH-ORDER-005638,2026-01-27T18:28:33Z,683.08,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005638
SYNTH-INT-005639,SYNTH-ORDER-005639,2026-01-28T21:07:33Z,277.12,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005639
SYNTH-INT-005640,SYNTH-ORDER-005640,2026-01-29T22:28:33Z,2456.30,EUR,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005640
SYNTH-INT-005641,SYNTH-ORDER-005641,2026-01-30T00:53:14Z,1133.18,GBP,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005641
SYNTH-INT-005642,SYNTH-ORDER-005642,2026-01-31T03:15:21Z,1346.99,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005642
SYNTH-INT-005643,SYNTH-ORDER-005643,2026-01-01T05:42:37Z,1551.25,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005643
SYNTH-INT-005644,SYNTH-ORDER-005644,2026-01-02T07:30:31Z,2233.86,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005644
SYNTH-INT-005645,SYNTH-ORDER-005645,2026-01-03T09:41:23Z,1078.67,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005645
SYNTH-INT-005646,SYNTH-ORDER-005646,2026-01-04T12:26:26Z,241.89,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005646
SYNTH-INT-005647,SYNTH-ORDER-005647,2026-01-05T14:13:21Z,1854.48,USD,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005647
SYNTH-INT-005648,SYNTH-ORDER-005648,2026-01-06T16:08:38Z,1715.36,USD,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005648
SYNTH-INT-005649,SYNTH-ORDER-005649,2026-01-07T18:51:52Z,580.78,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005649
SYNTH-INT-005650,SYNTH-ORDER-005650,2026-01-08T20:48:00Z,888.98,EUR,CAPTURED,WALLET_SYNTHETIC,SYNTH-CUSTOMER-005650
SYNTH-INT-005651,SYNTH-ORDER-005651,2026-01-09T23:30:17Z,450.55,GBP,CAPTURED,TRANSFER_SYNTHETIC,SYNTH-CUSTOMER-005651
SYNTH-INT-005652,SYNTH-ORDER-005652,2026-01-10T01:07:15Z,1799.63,USD,CAPTURED,CARD_SYNTHETIC,SYNTH-CUSTOMER-005652
