bank_entry_id,settlement_batch_id,booked_at,credited_amount,currency,bank_reference,description
SYNTH-BANK-000686,SYNTH-BATCH-GBP-2026-01-22-0005,2026-01-21T11:14:51Z,2782.13,GBP,SYNTH-BANK-REF-000686,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-22-0005
SYNTH-BANK-000687,SYNTH-BATCH-GBP-2026-01-22-0006,2026-01-21T21:21:12Z,2923.32,GBP,SYNTH-BANK-REF-000687,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-22-0006
SYNTH-BANK-000688,SYNTH-BATCH-GBP-2026-01-22-0007,2026-01-21T12:46:59Z,1972.93,GBP,SYNTH-BANK-REF-000688,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-22-0007
SYNTH-BANK-000689,SYNTH-BATCH-GBP-2026-01-22-0008,2026-01-21T22:43:33Z,3031.54,GBP,SYNTH-BANK-REF-000689,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-22-0008
SYNTH-BANK-000690,SYNTH-BATCH-GBP-2026-01-22-0009,2026-01-21T14:21:08Z,2055.27,GBP,SYNTH-BANK-REF-000690,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-22-0009
SYNTH-BANK-000691,SYNTH-BATCH-GBP-2026-01-22-0010,2026-01-21T20:32:06Z,1053.64,GBP,SYNTH-BANK-REF-000691,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-22-0010
SYNTH-BANK-000692,SYNTH-BATCH-GBP-2026-01-22-0011,2026-01-21T16:12:35Z,2288.07,GBP,SYNTH-BANK-REF-000692,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-22-0011
SYNTH-BANK-000693,SYNTH-BATCH-GBP-2026-01-22-0012,2026-01-21T22:21:46Z,2673.96,GBP,SYNTH-BANK-REF-000693,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-22-0012
SYNTH-BANK-000694,SYNTH-BATCH-GBP-2026-01-23-0000,2026-01-22T22:32:47Z,5361.37,GBP,SYNTH-BANK-REF-000694,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-23-0000
SYNTH-BANK-000695,SYNTH-BATCH-GBP-2026-01-23-0001,2026-01-22T14:54:09Z,3302.14,GBP,SYNTH-BANK-REF-000695,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-23-0001
SYNTH-BANK-000696,SYNTH-BATCH-GBP-2026-01-23-0002,2026-01-22T20:24:34Z,3740.73,GBP,SYNTH-BANK-REF-000696,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-23-0002
SYNTH-BANK-000697,SYNTH-BATCH-GBP-2026-01-23-0003,2026-01-22T15:57:48Z,1092.28,GBP,SYNTH-BANK-REF-000697,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-23-0003
SYNTH-BANK-000698,SYNTH-BATCH-GBP-2026-01-23-0004,2026-01-22T22:05:44Z,2373.19,GBP,SYNTH-BANK-REF-000698,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-23-0004
SYNTH-BANK-000699,SYNTH-BATCH-GBP-2026-01-23-0005,2026-01-22T17:51:08Z,3676.43,GBP,SYNTH-BANK-REF-000699,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-23-0005
SYNTH-BANK-000700,SYNTH-BATCH-GBP-2026-01-23-0006,2026-01-22T23:48:17Z,4512.45,GBP,SYNTH-BANK-REF-000700,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-23-0006
SYNTH-BANK-000701,SYNTH-BATCH-GBP-2026-01-23-0007,2026-01-22T19:28:53Z,781.48,GBP,SYNTH-BANK-REF-000701,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-23-0007
SYNTH-BANK-000702,SYNTH-BATCH-GBP-2026-01-23-0008,2026-01-22T14:53:16Z,2940.57,GBP,SYNTH-BANK-REF-000702,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-23-0008
SYNTH-BANK-000703,SYNTH-BATCH-GBP-2026-01-23-0009,2026-01-22T20:32:04Z,1281.44,GBP,SYNTH-BANK-REF-000703,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-23-0009
SYNTH-BANK-000704,SYNTH-BATCH-GBP-2026-01-23-0010,2026-01-22T16:19:55Z,2942.06,GBP,SYNTH-BANK-REF-000704,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-23-0010
SYNTH-BANK-000705,SYNTH-BATCH-GBP-2026-01-23-0011,2026-01-22T22:11:13Z,1563.48,GBP,SYNTH-BANK-REF-000705,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-23-0011
SYNTH-BANK-000706,SYNTH-BATCH-GBP-2026-01-23-0012,2026-01-22T18:36:56Z,3544.09,GBP,SYNTH-BANK-REF-000706,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-23-0012
SYNTH-BANK-000707,SYNTH-BATCH-GBP-2026-01-24-0000,2026-01-23T15:13:04Z,1807.57,GBP,SYNTH-BANK-REF-000707,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-24-0000
SYNTH-BANK-000708,SYNTH-BATCH-GBP-2026-01-24-0001,2026-01-23T20:39:11Z,4669.74,GBP,SYNTH-BANK-REF-000708,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-24-0001
SYNTH-BANK-000709,SYNTH-BATCH-GBP-2026-01-24-0002,2026-01-23T16:08:15Z,1860.48,GBP,SYNTH-BANK-REF-000709,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-24-0002
SYNTH-BANK-000710,SYNTH-BATCH-GBP-2026-01-24-0003,2026-01-23T21:50:38Z,1329.97,GBP,SYNTH-BANK-REF-000710,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-24-0003
SYNTH-BANK-000711,SYNTH-BATCH-GBP-2026-01-24-0004,2026-01-23T17:42:56Z,1196.06,GBP,SYNTH-BANK-REF-000711,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-24-0004
SYNTH-BANK-000712,SYNTH-BATCH-GBP-2026-01-24-0005,2026-01-23T23:16:38Z,5274.09,GBP,SYNTH-BANK-REF-000712,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-24-0005
SYNTH-BANK-000713,SYNTH-BATCH-GBP-2026-01-24-0006,2026-01-23T19:26:36Z,2898.41,GBP,SYNTH-BANK-REF-000713,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-24-0006
SYNTH-BANK-000714,SYNTH-BATCH-GBP-2026-01-24-0007,2026-01-23T15:46:08Z,2235.44,GBP,SYNTH-BANK-REF-000714,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-24-0007
SYNTH-BANK-000715,SYNTH-BATCH-GBP-2026-01-24-0008,2026-01-23T20:55:56Z,3476.24,GBP,SYNTH-BANK-REF-000715,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-24-0008
SYNTH-BANK-000716,SYNTH-BATCH-GBP-2026-01-24-0009,2026-01-23T12:27:20Z,874.48,GBP,SYNTH-BANK-REF-000716,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-24-0009
SYNTH-BANK-000717,SYNTH-BATCH-GBP-2026-01-24-0010,2026-01-23T22:41:52Z,4331.47,GBP,SYNTH-BANK-REF-000717,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-24-0010
SYNTH-BANK-000718,SYNTH-BATCH-GBP-2026-01-24-0011,2026-01-23T18:35:45Z,3804.35,GBP,SYNTH-BANK-REF-000718,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-24-0011
SYNTH-BANK-000719,SYNTH-BATCH-GBP-2026-01-24-0012,2026-01-23T10:09:29Z,2500.75,GBP,SYNTH-BANK-REF-000719,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-24-0012
SYNTH-BANK-000720,SYNTH-BATCH-GBP-2026-01-25-0000,2026-01-24T20:20:57Z,315.36,GBP,SYNTH-BANK-REF-000720,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-25-0000
SYNTH-BANK-000721,SYNTH-BATCH-GBP-2026-01-25-0001,2026-01-24T16:16:34Z,6384.99,GBP,SYNTH-BANK-REF-000721,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-25-0001
SYNTH-BANK-000722,SYNTH-BATCH-GBP-2026-01-25-0002,2026-01-24T22:41:07Z,2846.40,GBP,SYNTH-BANK-REF-000722,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-25-0002
SYNTH-BANK-000723,SYNTH-BATCH-GBP-2026-01-25-0003,2026-01-24T18:35:45Z,3610.16,GBP,SYNTH-BANK-REF-000723,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-25-0003
SYNTH-BANK-000724,SYNTH-BATCH-GBP-2026-01-25-0004,2026-01-25T00:05:26Z,3072.22,GBP,SYNTH-BANK-REF-000724,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-25-0004
SYNTH-BANK-000725,SYNTH-BATCH-GBP-2026-01-25-0005,2026-01-24T20:03:45Z,4287.66,GBP,SYNTH-BANK-REF-000725,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-25-0005
SYNTH-BANK-000726,SYNTH-BATCH-GBP-2026-01-25-0006,2026-01-24T11:42:06Z,2421.12,GBP,SYNTH-BANK-REF-000726,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-25-0006
SYNTH-BANK-000727,SYNTH-BATCH-GBP-2026-01-25-0007,2026-01-24T20:52:54Z,2046.80,GBP,SYNTH-BANK-REF-000727,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-25-0007
SYNTH-BANK-000728,SYNTH-BATCH-GBP-2026-01-25-0008,2026-01-24T12:32:11Z,3086.89,GBP,SYNTH-BANK-REF-000728,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-25-0008
SYNTH-BANK-000729,SYNTH-BATCH-GBP-2026-01-25-0009,2026-01-24T22:52:34Z,2988.74,GBP,SYNTH-BANK-REF-000729,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-25-0009
SYNTH-BANK-000730,SYNTH-BATCH-GBP-2026-01-25-0010,2026-01-24T14:56:44Z,3194.10,GBP,SYNTH-BANK-REF-000730,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-25-0010
SYNTH-BANK-000731,SYNTH-BATCH-GBP-2026-01-25-0011,2026-01-24T20:00:54Z,2179.74,GBP,SYNTH-BANK-REF-000731,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-25-0011
SYNTH-BANK-000732,SYNTH-BATCH-GBP-2026-01-25-0012,2026-01-24T15:52:52Z,816.02,GBP,SYNTH-BANK-REF-000732,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-25-0012
SYNTH-BANK-000733,SYNTH-BATCH-GBP-2026-01-26-0000,2026-01-25T12:38:01Z,2988.17,GBP,SYNTH-BANK-REF-000733,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-26-0000
SYNTH-BANK-000734,SYNTH-BATCH-GBP-2026-01-26-0001,2026-01-25T23:03:20Z,3024.06,GBP,SYNTH-BANK-REF-000734,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-26-0001
SYNTH-BANK-000735,SYNTH-BATCH-GBP-2026-01-26-0002,2026-01-25T14:34:55Z,2917.20,GBP,SYNTH-BANK-REF-000735,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-26-0002
SYNTH-BANK-000736,SYNTH-BATCH-GBP-2026-01-26-0003,2026-01-25T20:17:46Z,4622.00,GBP,SYNTH-BANK-REF-000736,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-26-0003
SYNTH-BANK-000737,SYNTH-BATCH-GBP-2026-01-26-0004,2026-01-25T15:47:00Z,4194.60,GBP,SYNTH-BANK-REF-000737,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-26-0004
SYNTH-BANK-000738,SYNTH-BATCH-GBP-2026-01-26-0005,2026-01-25T21:50:41Z,2019.80,GBP,SYNTH-BANK-REF-000738,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-26-0005
SYNTH-BANK-000739,SYNTH-BATCH-GBP-2026-01-26-0006,2026-01-25T17:04:18Z,1793.84,GBP,SYNTH-BANK-REF-000739,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-26-0006
SYNTH-BANK-000740,SYNTH-BATCH-GBP-2026-01-26-0007,2026-01-25T23:38:05Z,4267.39,GBP,SYNTH-BANK-REF-000740,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-26-0007
SYNTH-BANK-000741,SYNTH-BATCH-GBP-2026-01-26-0008,2026-01-25T19:20:18Z,2130.20,GBP,SYNTH-BANK-REF-000741,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-26-0008
SYNTH-BANK-000742,SYNTH-BATCH-GBP-2026-01-26-0009,2026-01-25T14:36:00Z,3601.09,GBP,SYNTH-BANK-REF-000742,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-26-0009
SYNTH-BANK-000743,SYNTH-BATCH-GBP-2026-01-26-0010,2026-01-25T20:16:46Z,844.70,GBP,SYNTH-BANK-REF-000743,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-26-0010
SYNTH-BANK-000744,SYNTH-BATCH-GBP-2026-01-26-0011,2026-01-25T16:31:06Z,4834.49,GBP,SYNTH-BANK-REF-000744,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-26-0011
SYNTH-BANK-000745,SYNTH-BATCH-GBP-2026-01-26-0012,2026-01-25T22:07:36Z,3371.85,GBP,SYNTH-BANK-REF-000745,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-26-0012
SYNTH-BANK-000746,SYNTH-BATCH-GBP-2026-01-27-0000,2026-01-26T18:21:32Z,2737.47,GBP,SYNTH-BANK-REF-000746,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-27-0000
SYNTH-BANK-000747,SYNTH-BATCH-GBP-2026-01-27-0001,2026-01-26T14:22:36Z,4684.24,GBP,SYNTH-BANK-REF-000747,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-27-0001
SYNTH-BANK-000748,SYNTH-BATCH-GBP-2026-01-27-0002,2026-01-26T19:51:08Z,2253.95,GBP,SYNTH-BANK-REF-000748,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-27-0002
SYNTH-BANK-000749,SYNTH-BATCH-GBP-2026-01-27-0003,2026-01-26T15:46:15Z,2587.86,GBP,SYNTH-BANK-REF-000749,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-27-0003
SYNTH-BANK-000750,SYNTH-BATCH-GBP-2026-01-27-0004,2026-01-26T21:48:37Z,2575.58,GBP,SYNTH-BANK-REF-000750,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-27-0004
SYNTH-BANK-000751,SYNTH-BATCH-GBP-2026-01-27-0005,2026-01-26T17:16:54Z,4545.43,GBP,SYNTH-BANK-REF-000751,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-27-0005
SYNTH-BANK-000752,SYNTH-BATCH-GBP-2026-01-27-0006,2026-01-26T23:13:14Z,3471.66,GBP,SYNTH-BANK-REF-000752,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-27-0006
SYNTH-BANK-000753,SYNTH-BATCH-GBP-2026-01-27-0007,2026-01-26T19:39:39Z,2572.60,GBP,SYNTH-BANK-REF-000753,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-27-0007
SYNTH-BANK-000754,SYNTH-BATCH-GBP-2026-01-27-0008,2026-01-26T15:17:31Z,3748.73,GBP,SYNTH-BANK-REF-000754,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-27-0008
SYNTH-BANK-000755,SYNTH-BATCH-GBP-2026-01-27-0009,2026-01-26T21:08:17Z,3742.28,GBP,SYNTH-BANK-REF-000755,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-27-0009
SYNTH-BANK-000756,SYNTH-BATCH-GBP-2026-01-27-0010,2026-01-26T17:07:06Z,3227.63,GBP,SYNTH-BANK-REF-000756,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-27-0010
SYNTH-BANK-000757,SYNTH-BATCH-GBP-2026-01-27-0011,2026-01-26T22:52:36Z,3392.48,GBP,SYNTH-BANK-REF-000757,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-27-0011
SYNTH-BANK-000758,SYNTH-BATCH-GBP-2026-01-27-0012,2026-01-26T18:29:41Z,1181.49,GBP,SYNTH-BANK-REF-000758,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-27-0012
SYNTH-BANK-000759,SYNTH-BATCH-GBP-2026-01-28-0000,2026-01-27T14:21:14Z,3398.43,GBP,SYNTH-BANK-REF-000759,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-28-0000
SYNTH-BANK-000760,SYNTH-BATCH-GBP-2026-01-28-0001,2026-01-27T20:05:38Z,1779.68,GBP,SYNTH-BANK-REF-000760,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-28-0001
SYNTH-BANK-000761,SYNTH-BATCH-GBP-2026-01-28-0002,2026-01-27T16:11:31Z,585.20,GBP,SYNTH-BANK-REF-000761,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-28-0002
SYNTH-BANK-000762,SYNTH-BATCH-GBP-2026-01-28-0003,2026-01-27T21:56:00Z,5052.15,GBP,SYNTH-BANK-REF-000762,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-28-0003
SYNTH-BANK-000763,SYNTH-BATCH-GBP-2026-01-28-0004,2026-01-27T17:49:17Z,3325.75,GBP,SYNTH-BANK-REF-000763,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-28-0004
SYNTH-BANK-000764,SYNTH-BATCH-GBP-2026-01-28-0005,2026-01-27T23:56:29Z,2524.20,GBP,SYNTH-BANK-REF-000764,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-28-0005
SYNTH-BANK-000765,SYNTH-BATCH-GBP-2026-01-28-0006,2026-01-27T19:19:49Z,2975.99,GBP,SYNTH-BANK-REF-000765,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-28-0006
SYNTH-BANK-000766,SYNTH-BATCH-GBP-2026-01-28-0007,2026-01-27T15:12:53Z,2478.94,GBP,SYNTH-BANK-REF-000766,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-28-0007
SYNTH-BANK-000767,SYNTH-BATCH-GBP-2026-01-28-0008,2026-01-27T21:31:03Z,2986.05,GBP,SYNTH-BANK-REF-000767,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-28-0008
SYNTH-BANK-000768,SYNTH-BATCH-GBP-2026-01-28-0009,2026-01-27T16:52:19Z,2620.24,GBP,SYNTH-BANK-REF-000768,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-28-0009
SYNTH-BANK-000769,SYNTH-BATCH-GBP-2026-01-28-0010,2026-01-27T22:10:07Z,1531.69,GBP,SYNTH-BANK-REF-000769,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-28-0010
SYNTH-BANK-000770,SYNTH-BATCH-GBP-2026-01-28-0011,2026-01-27T18:24:40Z,775.25,GBP,SYNTH-BANK-REF-000770,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-28-0011
SYNTH-BANK-000771,SYNTH-BATCH-GBP-2026-01-28-0012,2026-01-27T23:57:02Z,2711.83,GBP,SYNTH-BANK-REF-000771,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-28-0012
SYNTH-BANK-000772,SYNTH-BATCH-GBP-2026-01-29-0000,2026-01-28T20:40:45Z,4766.74,GBP,SYNTH-BANK-REF-000772,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-29-0000
SYNTH-BANK-000773,SYNTH-BATCH-GBP-2026-01-29-0001,2026-01-28T02:44:15Z,2031.99,GBP,SYNTH-BANK-REF-000773,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-29-0001
SYNTH-BANK-000774,SYNTH-BATCH-GBP-2026-01-29-0002,2026-01-28T22:23:06Z,5550.34,GBP,SYNTH-BANK-REF-000774,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-29-0002
SYNTH-BANK-000775,SYNTH-BATCH-GBP-2026-01-29-0003,2026-01-28T13:54:46Z,921.97,GBP,SYNTH-BANK-REF-000775,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-29-0003
SYNTH-BANK-000776,SYNTH-BATCH-GBP-2026-01-29-0004,2026-01-29T00:07:27Z,3528.66,GBP,SYNTH-BANK-REF-000776,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-29-0004
SYNTH-BANK-000777,SYNTH-BATCH-GBP-2026-01-29-0005,2026-01-28T15:16:44Z,2430.28,GBP,SYNTH-BANK-REF-000777,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-29-0005
SYNTH-BANK-000778,SYNTH-BATCH-GBP-2026-01-29-0006,2026-01-28T21:31:30Z,4949.16,GBP,SYNTH-BANK-REF-000778,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-29-0006
SYNTH-BANK-000779,SYNTH-BATCH-GBP-2026-01-29-0007,2026-01-28T17:17:44Z,2547.91,GBP,SYNTH-BANK-REF-000779,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-29-0007
SYNTH-BANK-000780,SYNTH-BATCH-GBP-2026-01-29-0008,2026-01-28T23:14:58Z,5891.23,GBP,SYNTH-BANK-REF-000780,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-29-0008
SYNTH-BANK-000781,SYNTH-BATCH-GBP-2026-01-29-0009,2026-01-28T18:19:55Z,497.61,GBP,SYNTH-BANK-REF-000781,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-29-0009
SYNTH-BANK-000782,SYNTH-BATCH-GBP-2026-01-29-0010,2026-01-28T14:49:05Z,3787.15,GBP,SYNTH-BANK-REF-000782,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-29-0010
SYNTH-BANK-000783,SYNTH-BATCH-GBP-2026-01-29-0011,2026-01-28T19:57:11Z,3435.62,GBP,SYNTH-BANK-REF-000783,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-29-0011
SYNTH-BANK-000784,SYNTH-BATCH-GBP-2026-01-29-0012,2026-01-28T15:43:59Z,3102.27,GBP,SYNTH-BANK-REF-000784,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-29-0012
SYNTH-BANK-000785,SYNTH-BATCH-GBP-2026-01-30-0000,2026-01-29T22:25:48Z,4245.68,GBP,SYNTH-BANK-REF-000785,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-30-0000
SYNTH-BANK-000786,SYNTH-BATCH-GBP-2026-01-30-0001,2026-01-29T18:42:08Z,1801.73,GBP,SYNTH-BANK-REF-000786,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-30-0001
SYNTH-BANK-000787,SYNTH-BATCH-GBP-2026-01-30-0002,2026-01-29T23:54:29Z,4010.01,GBP,SYNTH-BANK-REF-000787,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-30-0002
SYNTH-BANK-000788,SYNTH-BATCH-GBP-2026-01-30-0003,2026-01-29T20:18:41Z,4155.77,GBP,SYNTH-BANK-REF-000788,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-30-0003
SYNTH-BANK-000789,SYNTH-BATCH-GBP-2026-01-30-0004,2026-01-29T16:18:02Z,4194.89,GBP,SYNTH-BANK-REF-000789,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-30-0004
SYNTH-BANK-000790,SYNTH-BATCH-GBP-2026-01-30-0005,2026-01-29T21:43:16Z,3021.87,GBP,SYNTH-BANK-REF-000790,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-30-0005
SYNTH-BANK-000791,SYNTH-BATCH-GBP-2026-01-30-0006,2026-01-29T17:46:40Z,5890.60,GBP,SYNTH-BANK-REF-000791,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-30-0006
SYNTH-BANK-000792,SYNTH-BATCH-GBP-2026-01-30-0007,2026-01-29T23:12:06Z,3326.32,GBP,SYNTH-BANK-REF-000792,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-30-0007
SYNTH-BANK-000793,SYNTH-BATCH-GBP-2026-01-30-0008,2026-01-29T19:23:53Z,3692.06,GBP,SYNTH-BANK-REF-000793,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-30-0008
SYNTH-BANK-000794,SYNTH-BATCH-GBP-2026-01-30-0009,2026-01-29T14:44:24Z,3507.24,GBP,SYNTH-BANK-REF-000794,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-30-0009
SYNTH-BANK-000795,SYNTH-BATCH-GBP-2026-01-30-0010,2026-01-29T20:39:50Z,1405.23,GBP,SYNTH-BANK-REF-000795,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-30-0010
SYNTH-BANK-000796,SYNTH-BATCH-GBP-2026-01-30-0011,2026-01-29T16:31:48Z,4449.87,GBP,SYNTH-BANK-REF-000796,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-30-0011
SYNTH-BANK-000797,SYNTH-BATCH-GBP-2026-01-30-0012,2026-01-29T22:24:04Z,4574.98,GBP,SYNTH-BANK-REF-000797,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-30-0012
SYNTH-BANK-000798,SYNTH-BATCH-GBP-2026-01-31-0000,2026-01-30T18:52:08Z,2767.57,GBP,SYNTH-BANK-REF-000798,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-31-0000
SYNTH-BANK-000799,SYNTH-BATCH-GBP-2026-01-31-0001,2026-01-30T14:51:03Z,2022.01,GBP,SYNTH-BANK-REF-000799,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-31-0001
SYNTH-BANK-000800,SYNTH-BATCH-GBP-2026-01-31-0002,2026-01-30T19:52:41Z,702.44,GBP,SYNTH-BANK-REF-000800,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-31-0002
SYNTH-BANK-000801,SYNTH-BATCH-GBP-2026-01-31-0003,2026-01-30T15:50:21Z,2361.67,GBP,SYNTH-BANK-REF-000801,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-31-0003
SYNTH-BANK-000802,SYNTH-BATCH-GBP-2026-01-31-0004,2026-01-30T21:49:47Z,4164.38,GBP,SYNTH-BANK-REF-000802,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-31-0004
SYNTH-BANK-000803,SYNTH-BATCH-GBP-2026-01-31-0005,2026-01-30T17:45:06Z,1076.67,GBP,SYNTH-BANK-REF-000803,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-31-0005
SYNTH-BANK-000804,SYNTH-BATCH-GBP-2026-01-31-0006,2026-01-30T23:29:04Z,3695.61,GBP,SYNTH-BANK-REF-000804,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-31-0006
SYNTH-BANK-000805,SYNTH-BATCH-GBP-2026-01-31-0007,2026-01-30T18:59:41Z,2452.26,GBP,SYNTH-BANK-REF-000805,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-31-0007
SYNTH-BANK-000806,SYNTH-BATCH-GBP-2026-01-31-0008,2026-01-30T15:17:36Z,4873.25,GBP,SYNTH-BANK-REF-000806,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-31-0008
SYNTH-BANK-000807,SYNTH-BATCH-GBP-2026-01-31-0009,2026-01-30T21:17:45Z,640.57,GBP,SYNTH-BANK-REF-000807,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-31-0009
SYNTH-BANK-000808,SYNTH-BATCH-GBP-2026-01-31-0010,2026-01-30T16:28:53Z,2883.54,GBP,SYNTH-BANK-REF-000808,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-31-0010
SYNTH-BANK-000809,SYNTH-BATCH-GBP-2026-01-31-0011,2026-01-30T21:58:39Z,2446.72,GBP,SYNTH-BANK-REF-000809,Synthetic settlement for SYNTH-BATCH-GBP-2026-01-31-0011
