processor_transaction_id,merchant_order_id,processor_event_type,processor_event_time,gross_amount,fee_amount,net_amount,currency,settlement_batch_id,processor_status
SYNTH-PROC-006068,SYNTH-ORDER-006068,CAPTURE,2026-01-23T04:16:41Z,2109.51,61.48,2048.03,USD,SYNTH-BATCH-USD-2026-01-25-0007,SETTLED
SYNTH-PROC-006069,SYNTH-ORDER-006069,CAPTURE,2026-01-24T07:06:14Z,247.37,7.47,239.90,USD,SYNTH-BATCH-USD-2026-01-26-0007,SETTLED
SYNTH-PROC-006070,SYNTH-ORDER-006070,CAPTURE,2026-01-25T08:50:01Z,2150.97,62.68,2088.29,EUR,SYNTH-BATCH-EUR-2026-01-27-0007,SETTLED
SYNTH-PROC-006071,SYNTH-ORDER-006071,CAPTURE,2026-01-26T11:33:30Z,1006.10,29.48,976.62,GBP,SYNTH-BATCH-GBP-2026-01-28-0007,SETTLED
SYNTH-PROC-006072,SYNTH-ORDER-006072,CAPTURE,2026-01-27T13:20:47Z,426.91,12.68,414.23,USD,SYNTH-BATCH-USD-2026-01-29-0007,SETTLED
SYNTH-PROC-006073,SYNTH-ORDER-006073,CAPTURE,2026-01-28T15:58:16Z,1610.71,47.01,1563.70,USD,SYNTH-BATCH-USD-2026-01-30-0007,SETTLED
SYNTH-PROC-006074,SYNTH-ORDER-006074,CAPTURE,2026-01-29T17:42:26Z,520.20,15.39,504.81,USD,SYNTH-BATCH-USD-2026-01-31-0007,SETTLED
SYNTH-PROC-006075,SYNTH-ORDER-006075,CAPTURE,2026-01-30T20:14:37Z,161.61,4.99,156.62,USD,SYNTH-BATCH-USD-2026-02-01-0007,SETTLED
SYNTH-PROC-006076,SYNTH-ORDER-006076,CAPTURE,2026-01-31T22:18:58Z,717.45,21.11,696.34,USD,SYNTH-BATCH-USD-2026-02-02-0007,SETTLED
SYNTH-PROC-006077,SYNTH-ORDER-006077,CAPTURE,2026-01-01T00:12:24Z,634.43,18.70,615.73,USD,SYNTH-BATCH-USD-2026-01-03-0007,SETTLED
SYNTH-PROC-006078,SYNTH-ORDER-006078,CAPTURE,2026-01-02T02:17:30Z,89.83,2.91,86.92,USD,SYNTH-BATCH-USD-2026-01-04-0007,SETTLED
SYNTH-PROC-006079,SYNTH-ORDER-006079,CAPTURE,2026-01-03T04:35:03Z,874.29,25.65,848.64,USD,SYNTH-BATCH-USD-2026-01-05-0007,SETTLED
SYNTH-PROC-006080,SYNTH-ORDER-006080,CAPTURE,2026-01-04T06:40:29Z,1628.94,47.54,1581.40,EUR,SYNTH-BATCH-EUR-2026-01-06-0007,SETTLED
SYNTH-PROC-006081,SYNTH-ORDER-006081,CAPTURE,2026-01-05T09:40:01Z,1818.70,53.04,1765.66,GBP,SYNTH-BATCH-GBP-2026-01-07-0007,SETTLED
SYNTH-PROC-006082,SYNTH-ORDER-006082,CAPTURE,2026-01-06T10:55:29Z,863.97,25.36,838.61,USD,SYNTH-BATCH-USD-2026-01-08-0007,SETTLED
SYNTH-PROC-006083,SYNTH-ORDER-006083,CAPTURE,2026-01-07T13:07:11Z,839.73,24.65,815.08,USD,SYNTH-BATCH-USD-2026-01-09-0007,SETTLED
SYNTH-PROC-006084,SYNTH-ORDER-006084,CAPTURE,2026-01-08T15:35:12Z,2204.37,64.23,2140.14,USD,SYNTH-BATCH-USD-2026-01-10-0007,SETTLED
SYNTH-PROC-006085,SYNTH-ORDER-006085,CAPTURE,2026-01-09T17:55:23Z,1137.14,33.28,1103.86,USD,SYNTH-BATCH-USD-2026-01-11-0007,SETTLED
SYNTH-PROC-006086,SYNTH-ORDER-006086,CAPTURE,2026-01-10T20:17:42Z,411.60,12.24,399.36,USD,SYNTH-BATCH-USD-2026-01-12-0007,SETTLED
SYNTH-PROC-006087,SYNTH-ORDER-006087,CAPTURE,2026-01-11T22:37:53Z,1076.20,31.51,1044.69,USD,SYNTH-BATCH-USD-2026-01-13-0007,SETTLED
SYNTH-PROC-006088,SYNTH-ORDER-006088,CAPTURE,2026-01-12T00:48:10Z,2223.57,64.78,2158.79,USD,SYNTH-BATCH-USD-2026-01-14-0007,SETTLED
SYNTH-PROC-006089,SYNTH-ORDER-006089,CAPTURE,2026-01-13T02:20:59Z,118.64,3.74,114.90,USD,SYNTH-BATCH-DUPLICATE-006089,SETTLED
SYNTH-PROC-006090,SYNTH-ORDER-006090,CAPTURE,2026-01-14T04:44:06Z,696.14,20.49,675.65,EUR,SYNTH-BATCH-EUR-2026-01-16-0007,SETTLED
SYNTH-PROC-006091,SYNTH-ORDER-006091,CAPTURE,2026-01-15T06:45:21Z,379.11,11.29,367.82,GBP,SYNTH-BATCH-GBP-2026-01-17-0007,SETTLED
SYNTH-PROC-006092,SYNTH-ORDER-006092,CAPTURE,2026-01-16T09:32:32Z,1265.87,37.01,1228.86,USD,SYNTH-BATCH-USD-2026-01-18-0007,SETTLED
SYNTH-PROC-006093,SYNTH-ORDER-006093,CAPTURE,2026-01-17T11:57:50Z,1609.34,46.97,1562.37,USD,SYNTH-BATCH-DUPLICATE-006093,SETTLED
SYNTH-PROC-006094,SYNTH-ORDER-006094,CAPTURE,2026-01-18T13:46:18Z,267.57,8.06,259.51,USD,SYNTH-BATCH-USD-2026-01-20-0007,SETTLED
SYNTH-PROC-006095,SYNTH-ORDER-006095,CAPTURE,2026-01-19T15:40:05Z,361.69,10.79,350.90,USD,SYNTH-BATCH-USD-2026-01-21-0007,SETTLED
SYNTH-PROC-006096,SYNTH-ORDER-006096,CAPTURE,2026-01-20T17:54:24Z,813.28,23.89,789.39,USD,SYNTH-BATCH-USD-2026-01-22-0007,SETTLED
SYNTH-PROC-006097,SYNTH-ORDER-006097,CAPTURE,2026-01-21T20:29:05Z,319.98,9.58,310.40,USD,SYNTH-BATCH-USD-2026-01-23-0007,SETTLED
SYNTH-PROC-006098,SYNTH-ORDER-006098,CAPTURE,2026-01-22T22:14:47Z,379.99,11.32,368.67,USD,SYNTH-BATCH-USD-2026-01-24-0007,SETTLED
SYNTH-PROC-006099,SYNTH-ORDER-006099,CAPTURE,2026-01-23T00:48:15Z,1518.81,44.35,1474.46,USD,SYNTH-BATCH-USD-2026-01-25-0007,SETTLED
SYNTH-PROC-006100,SYNTH-ORDER-006100,CAPTURE,2026-01-24T03:24:07Z,1526.27,44.56,1481.71,EUR,SYNTH-BATCH-EUR-2026-01-26-0007,SETTLED
SYNTH-PROC-006101,SYNTH-ORDER-006101,CAPTURE,2026-01-25T05:23:10Z,1195.69,34.98,1160.71,GBP,SYNTH-BATCH-GBP-2026-01-27-0007,SETTLED
SYNTH-PROC-006102,SYNTH-ORDER-006102,CAPTURE,2026-01-26T07:09:34Z,995.20,29.16,966.04,USD,SYNTH-BATCH-USD-2026-01-28-0007,SETTLED
SYNTH-PROC-006103,SYNTH-ORDER-006103,CAPTURE,2026-01-27T09:05:27Z,1032.81,30.25,1002.56,USD,SYNTH-BATCH-USD-2026-01-29-0007,SETTLED
SYNTH-PROC-006104,SYNTH-ORDER-006104,CAPTURE,2026-01-28T11:47:59Z,1153.84,33.76,1120.08,USD,SYNTH-BATCH-USD-2026-01-30-0007,SETTLED
SYNTH-PROC-006105,SYNTH-ORDER-006105,CAPTURE,2026-01-29T13:42:07Z,1485.15,43.37,1441.78,USD,SYNTH-BATCH-USD-2026-01-31-0007,SETTLED
SYNTH-PROC-006106,SYNTH-ORDER-006106,CAPTURE,2026-01-30T16:26:43Z,1650.95,48.18,1602.77,USD,SYNTH-BATCH-USD-2026-02-01-0007,SETTLED
SYNTH-PROC-006107,SYNTH-ORDER-006107,CAPTURE,2026-01-31T18:41:05Z,645.79,19.03,626.76,USD,SYNTH-BATCH-USD-2026-02-02-0007,SETTLED
SYNTH-PROC-006108,SYNTH-ORDER-006108,CAPTURE,2026-01-01T20:56:48Z,1327.01,38.78,1288.23,USD,SYNTH-BATCH-USD-2026-01-03-0007,SETTLED
SYNTH-PROC-006109,SYNTH-ORDER-006109,CAPTURE,2026-01-02T23:04:48Z,394.54,11.74,382.80,USD,SYNTH-BATCH-USD-2026-01-04-0007,SETTLED
SYNTH-PROC-006110,SYNTH-ORDER-006110,CAPTURE,2026-01-03T01:16:14Z,1458.17,42.59,1415.58,EUR,SYNTH-BATCH-EUR-2026-01-05-0007,SETTLED
SYNTH-PROC-006111,SYNTH-ORDER-006111,CAPTURE,2026-01-04T03:25:09Z,220.85,6.70,214.15,GBP,SYNTH-BATCH-GBP-2026-01-06-0007,SETTLED
SYNTH-PROC-006112,SYNTH-ORDER-006112,CAPTURE,2026-01-05T05:42:27Z,1509.18,44.07,1465.11,USD,SYNTH-BATCH-USD-2026-01-07-0007,SETTLED
SYNTH-PROC-006113,SYNTH-ORDER-006113,CAPTURE,2026-01-06T07:35:48Z,230.89,7.00,223.89,USD,SYNTH-BATCH-USD-2026-01-08-0007,SETTLED
SYNTH-PROC-006114,SYNTH-ORDER-006114,CAPTURE,2026-01-07T09:56:24Z,1349.87,39.45,1310.42,USD,SYNTH-BATCH-USD-2026-01-09-0007,SETTLED
SYNTH-PROC-006115,SYNTH-ORDER-006115,CAPTURE,2026-01-08T12:07:30Z,1361.44,39.78,1321.66,USD,SYNTH-BATCH-USD-2026-01-10-0007,SETTLED
SYNTH-PROC-006116,SYNTH-ORDER-006116,CAPTURE,2026-01-09T13:57:49Z,1319.31,38.56,1280.75,USD,SYNTH-BATCH-USD-2026-01-11-0007,SETTLED
SYNTH-PROC-006117,SYNTH-ORDER-006117,CAPTURE,2026-01-10T16:02:39Z,69.55,2.32,67.23,USD,SYNTH-BATCH-USD-2026-01-12-0007,SETTLED
SYNTH-PROC-006118,SYNTH-ORDER-006118,CAPTURE,2026-01-11T18:06:48Z,787.08,23.13,763.95,USD,SYNTH-BATCH-USD-2026-01-13-0007,SETTLED
SYNTH-PROC-006119,SYNTH-ORDER-006119,CAPTURE,2026-01-12T20:31:33Z,828.26,24.32,803.94,USD,SYNTH-BATCH-USD-2026-01-14-0007,SETTLED
SYNTH-PROC-006120,SYNTH-ORDER-006120,CAPTURE,2026-01-13T22:33:42Z,2490.58,72.53,2418.05,EUR,SYNTH-BATCH-EUR-2026-01-15-0007,SETTLED
SYNTH-PROC-006121,SYNTH-ORDER-006121,CAPTURE,2026-01-14T00:43:11Z,1316.96,38.49,1278.47,GBP,SYNTH-BATCH-GBP-2026-01-16-0007,SETTLED
SYNTH-PROC-006123,SYNTH-ORDER-006123,CAPTURE,2026-01-16T05:27:34Z,1389.57,40.60,1348.97,USD,SYNTH-BATCH-USD-2026-01-18-0007,SETTLED
SYNTH-PROC-006124,SYNTH-ORDER-006124,CAPTURE,2026-01-17T07:47:28Z,1541.72,45.01,1496.71,USD,SYNTH-BATCH-USD-2026-01-19-0007,SETTLED
SYNTH-PROC-006125,SYNTH-ORDER-006125,CAPTURE,2026-01-18T10:21:45Z,116.31,3.67,112.64,USD,SYNTH-BATCH-USD-2026-01-20-0007,SETTLED
SYNTH-PROC-006126,SYNTH-ORDER-006126,CAPTURE,2026-01-19T11:55:55Z,1111.71,32.54,1079.17,USD,SYNTH-BATCH-USD-2026-01-21-0007,SETTLED
SYNTH-PROC-006127,SYNTH-ORDER-006127,CAPTURE,2026-01-20T14:25:42Z,2425.29,70.63,2354.66,USD,SYNTH-BATCH-USD-2026-01-22-0007,SETTLED
SYNTH-PROC-006128,SYNTH-ORDER-006128,CAPTURE,2026-01-21T16:16:00Z,1214.88,35.53,1179.35,USD,SYNTH-BATCH-USD-2026-01-23-0007,SETTLED
SYNTH-PROC-006129,SYNTH-ORDER-006129,CAPTURE,2026-01-22T19:07:55Z,894.71,26.25,868.46,USD,SYNTH-BATCH-USD-2026-01-24-0007,SETTLED
SYNTH-PROC-006130,SYNTH-ORDER-006130,CAPTURE,2026-01-23T20:39:57Z,531.05,15.70,515.35,EUR,SYNTH-BATCH-EUR-2026-01-25-0007,SETTLED
SYNTH-PROC-006131,SYNTH-ORDER-006131,CAPTURE,2026-01-24T23:38:05Z,493.83,14.62,479.21,GBP,SYNTH-BATCH-GBP-2026-01-26-0007,SETTLED
SYNTH-PROC-006132,SYNTH-ORDER-006132,CAPTURE,2026-01-25T01:10:24Z,2164.57,63.07,2101.50,USD,SYNTH-BATCH-USD-2026-01-27-0007,SETTLED
SYNTH-PROC-006133,SYNTH-ORDER-006133,CAPTURE,2026-01-26T03:04:40Z,1663.30,48.54,1614.76,USD,SYNTH-BATCH-USD-2026-01-28-0007,SETTLED
SYNTH-PROC-006134,SYNTH-ORDER-006134,CAPTURE,2026-01-27T05:26:04Z,1336.01,39.04,1296.97,USD,SYNTH-BATCH-USD-2026-01-29-0007,SETTLED
SYNTH-PROC-006135,SYNTH-ORDER-006135,CAPTURE,2026-01-28T07:46:44Z,769.73,22.62,747.11,USD,SYNTH-BATCH-USD-2026-01-30-0007,SETTLED
SYNTH-PROC-006136,SYNTH-ORDER-006136,CAPTURE,2026-01-29T10:11:10Z,218.48,6.64,211.84,USD,SYNTH-BATCH-USD-2026-01-31-0007,SETTLED
SYNTH-PROC-006137,SYNTH-ORDER-006137,CAPTURE,2026-01-30T12:24:15Z,999.68,29.29,970.39,USD,SYNTH-BATCH-USD-2026-02-01-0007,SETTLED
SYNTH-PROC-006138,SYNTH-ORDER-006138,CAPTURE,2026-01-31T14:07:03Z,644.82,19.00,625.82,USD,SYNTH-BATCH-USD-2026-02-02-0007,SETTLED
SYNTH-PROC-006139,SYNTH-ORDER-006139,CAPTURE,2026-01-01T16:20:57Z,844.09,24.78,819.31,USD,SYNTH-BATCH-USD-2026-01-03-0007,SETTLED
SYNTH-PROC-006140,SYNTH-ORDER-006140,CAPTURE,2026-01-02T18:54:14Z,138.41,4.31,134.10,EUR,SYNTH-BATCH-EUR-2026-01-04-0007,SETTLED
SYNTH-PROC-006141,SYNTH-ORDER-006141,CAPTURE,2026-01-03T21:39:22Z,1695.09,49.46,1645.63,GBP,SYNTH-BATCH-GBP-2026-01-05-0007,SETTLED
SYNTH-PROC-006142,SYNTH-ORDER-006142,CAPTURE,2026-01-04T23:47:01Z,453.17,13.44,439.73,USD,SYNTH-BATCH-USD-2026-01-06-0007,SETTLED
SYNTH-PROC-006143,SYNTH-ORDER-006143,CAPTURE,2026-01-05T01:56:48Z,743.84,21.87,721.97,USD,SYNTH-BATCH-USD-2026-01-07-0007,SETTLED
SYNTH-PROC-006143,SYNTH-ORDER-006143,CAPTURE,2026-01-05T01:56:48Z,743.84,21.87,721.97,USD,SYNTH-BATCH-USD-2026-01-07-0007,SETTLED
SYNTH-PROC-006144,SYNTH-ORDER-006144,CAPTURE,2026-01-06T04:03:49Z,502.43,14.87,487.56,USD,SYNTH-BATCH-USD-2026-01-08-0007,SETTLED
SYNTH-PROC-006145,SYNTH-ORDER-006145,CAPTURE,2026-01-07T06:01:15Z,2340.98,68.19,2272.79,USD,SYNTH-BATCH-USD-2026-01-09-0007,SETTLED
SYNTH-PROC-006146,SYNTH-ORDER-006146,CAPTURE,2026-01-08T07:56:27Z,1984.59,57.85,1926.74,USD,SYNTH-BATCH-DUPLICATE-006146,SETTLED
SYNTH-PROC-006147,SYNTH-ORDER-006147,CAPTURE,2026-01-09T10:22:37Z,2436.00,70.94,2365.06,USD,SYNTH-BATCH-USD-2026-01-11-0007,SETTLED
SYNTH-PROC-006148,SYNTH-ORDER-006148,CAPTURE,2026-01-10T12:55:46Z,943.78,27.67,916.11,USD,SYNTH-BATCH-USD-2026-01-12-0007,SETTLED
SYNTH-PROC-006149,SYNTH-ORDER-006149,CAPTURE,2026-01-11T14:57:53Z,959.27,28.12,931.15,USD,SYNTH-BATCH-USD-2026-01-13-0007,SETTLED
SYNTH-PROC-006150,SYNTH-ORDER-006150,CAPTURE,2026-01-12T16:58:39Z,1448.03,42.29,1405.74,EUR,SYNTH-BATCH-EUR-2026-01-14-0007,SETTLED
SYNTH-PROC-006151,SYNTH-ORDER-006151,CAPTURE,2026-01-13T18:50:03Z,2157.47,62.87,2094.60,GBP,SYNTH-BATCH-GBP-2026-01-15-0007,SETTLED
SYNTH-PROC-006152,SYNTH-ORDER-006152,CAPTURE,2026-01-14T21:38:45Z,1588.03,46.35,1541.68,USD,SYNTH-BATCH-USD-2026-01-16-0007,SETTLED
SYNTH-PROC-006153,SYNTH-ORDER-006153,CAPTURE,2026-01-15T23:56:19Z,1810.76,52.81,1757.95,USD,SYNTH-BATCH-USD-2026-01-17-0007,SETTLED
SYNTH-PROC-006154,SYNTH-ORDER-006154,CAPTURE,2026-01-16T02:09:33Z,1249.45,36.53,1212.92,USD,SYNTH-BATCH-USD-2026-01-18-0007,SETTLED
SYNTH-PROC-006155,SYNTH-ORDER-006155,CAPTURE,2026-01-17T04:09:55Z,1764.04,51.46,1712.58,USD,SYNTH-BATCH-USD-2026-01-19-0007,SETTLED
SYNTH-PROC-006156,SYNTH-ORDER-006156,CAPTURE,2026-01-18T06:22:53Z,1087.94,31.85,1056.09,USD,SYNTH-BATCH-USD-2026-01-20-0007,SETTLED
SYNTH-PROC-006157,SYNTH-ORDER-006157,CAPTURE,2026-01-19T08:31:23Z,1386.72,40.51,1346.21,USD,SYNTH-BATCH-USD-2026-01-21-0007,SETTLED
SYNTH-PROC-006158,SYNTH-ORDER-006158,CAPTURE,2026-01-20T10:20:26Z,1905.89,55.57,1850.32,USD,SYNTH-BATCH-USD-2026-01-22-0007,SETTLED
SYNTH-PROC-006159,SYNTH-ORDER-006159,CAPTURE,2026-01-21T12:52:48Z,613.36,18.09,595.27,USD,SYNTH-BATCH-USD-2026-01-23-0007,SETTLED
SYNTH-PROC-006160,SYNTH-ORDER-006160,CAPTURE,2026-01-22T15:26:35Z,1503.99,43.92,1460.07,EUR,SYNTH-BATCH-EUR-2026-01-24-0007,SETTLED
SYNTH-PROC-006161,SYNTH-ORDER-006161,CAPTURE,2026-01-23T16:52:01Z,1348.72,39.41,1309.31,GBP,SYNTH-BATCH-GBP-2026-01-25-0007,SETTLED
SYNTH-PROC-006162,SYNTH-ORDER-006162,CAPTURE,2026-01-24T19:05:18Z,1634.93,47.71,1587.22,USD,SYNTH-BATCH-USD-2026-01-26-0007,SETTLED
SYNTH-PROC-006163,SYNTH-ORDER-006163,CAPTURE,2026-01-25T21:15:30Z,2386.40,69.51,2316.89,USD,SYNTH-BATCH-USD-2026-01-27-0007,SETTLED
SYNTH-PROC-006164,SYNTH-ORDER-006164,CAPTURE,2026-01-27T00:01:17Z,1439.72,42.05,1397.67,USD,SYNTH-BATCH-USD-2026-01-28-0007,SETTLED
SYNTH-PROC-006165,SYNTH-ORDER-006165,CAPTURE,2026-01-27T01:50:58Z,618.10,18.22,599.88,USD,SYNTH-BATCH-USD-2026-01-29-0007,SETTLED
SYNTH-PROC-006166,SYNTH-ORDER-006166,CAPTURE,2026-01-28T03:44:39Z,1757.07,51.26,1705.81,USD,SYNTH-BATCH-USD-2026-01-30-0007,SETTLED
SYNTH-PROC-006167,SYNTH-ORDER-006167,CAPTURE,2026-01-29T06:17:42Z,1821.39,53.12,1768.27,USD,SYNTH-BATCH-USD-2026-01-31-0007,SETTLED
SYNTH-PROC-006168,SYNTH-ORDER-006168,CAPTURE,2026-01-30T08:49:16Z,919.64,26.97,892.67,USD,SYNTH-BATCH-USD-2026-02-01-0007,SETTLED
SYNTH-PROC-006169,SYNTH-ORDER-006169,CAPTURE,2026-01-31T10:19:19Z,2133.53,62.17,2071.36,USD,SYNTH-BATCH-USD-2026-02-02-0007,SETTLED
SYNTH-PROC-006170,SYNTH-ORDER-006170,CAPTURE,2026-01-01T12:55:11Z,1383.14,40.41,1342.73,EUR,SYNTH-BATCH-EUR-2026-01-03-0007,SETTLED
SYNTH-PROC-006171,SYNTH-ORDER-006171,CAPTURE,2026-01-02T14:58:27Z,2349.43,68.43,2281.00,GBP,SYNTH-BATCH-GBP-2026-01-04-0007,SETTLED
SYNTH-PROC-006172,SYNTH-ORDER-006172,CAPTURE,2026-01-03T17:36:01Z,1192.39,34.88,1157.51,USD,SYNTH-BATCH-USD-2026-01-05-0007,SETTLED
SYNTH-PROC-006173,SYNTH-ORDER-006173,CAPTURE,2026-01-04T19:09:42Z,1247.29,36.47,1210.82,USD,SYNTH-BATCH-USD-2026-01-06-0007,SETTLED
SYNTH-PROC-006174,SYNTH-ORDER-006174,CAPTURE,2026-01-05T21:44:38Z,1350.64,39.47,1311.17,USD,SYNTH-BATCH-USD-2026-01-07-0007,SETTLED
SYNTH-PROC-006175,SYNTH-ORDER-006175,CAPTURE,2026-01-06T23:31:53Z,192.31,5.88,186.43,USD,SYNTH-BATCH-USD-2026-01-08-0007,SETTLED
SYNTH-PROC-006176,SYNTH-ORDER-006176,CAPTURE,2026-01-07T02:37:33Z,701.54,20.64,680.90,USD,SYNTH-BATCH-USD-2026-01-09-0007,SETTLED
SYNTH-PROC-006177,SYNTH-ORDER-006177,CAPTURE,2026-01-08T04:32:57Z,2371.22,69.07,2302.15,USD,SYNTH-BATCH-USD-2026-01-10-0007,SETTLED
SYNTH-PROC-006178,SYNTH-ORDER-006178,CAPTURE,2026-01-09T07:02:28Z,385.55,11.48,374.07,USD,SYNTH-BATCH-USD-2026-01-11-0007,SETTLED
SYNTH-PROC-006179,SYNTH-ORDER-006179,CAPTURE,2026-01-10T08:16:58Z,2240.91,65.29,2175.62,USD,SYNTH-BATCH-USD-2026-01-12-0007,SETTLED
SYNTH-PROC-006180,SYNTH-ORDER-006180,CAPTURE,2026-01-11T10:29:36Z,2333.34,67.97,2265.37,EUR,SYNTH-BATCH-EUR-2026-01-13-0007,SETTLED
SYNTH-PROC-006181,SYNTH-ORDER-006181,CAPTURE,2026-01-12T12:55:28Z,1631.82,47.62,1584.20,GBP,SYNTH-BATCH-GBP-2026-01-14-0007,SETTLED
SYNTH-PROC-006182,SYNTH-ORDER-006182,CAPTURE,2026-01-13T14:57:29Z,1342.46,39.23,1303.23,USD,SYNTH-BATCH-USD-2026-01-15-0007,SETTLED
SYNTH-PROC-006183,SYNTH-ORDER-006183,CAPTURE,2026-01-14T17:08:24Z,1246.63,36.45,1210.18,USD,SYNTH-BATCH-USD-2026-01-16-0007,SETTLED
SYNTH-PROC-006184,SYNTH-ORDER-006184,CAPTURE,2026-01-15T19:52:02Z,1583.10,46.21,1536.89,USD,SYNTH-BATCH-USD-2026-01-17-0007,SETTLED
SYNTH-PROC-006185,SYNTH-ORDER-006185,CAPTURE,2026-01-16T22:16:00Z,1486.40,43.41,1442.99,USD,SYNTH-BATCH-USD-2026-01-18-0007,SETTLED
SYNTH-PROC-006186,SYNTH-ORDER-006186,CAPTURE,2026-01-18T00:07:56Z,1445.91,42.23,1403.68,USD,SYNTH-BATCH-USD-2026-01-19-0007,SETTLED
SYNTH-PROC-006187,SYNTH-ORDER-006187,CAPTURE,2026-01-18T02:07:35Z,1718.44,50.13,1668.31,USD,SYNTH-BATCH-USD-2026-01-20-0007,SETTLED
SYNTH-PROC-006188,SYNTH-ORDER-006188,CAPTURE,2026-01-19T04:43:53Z,760.87,22.37,738.50,USD,SYNTH-BATCH-USD-2026-01-21-0007,SETTLED
SYNTH-PROC-006189,SYNTH-ORDER-006189,CAPTURE,2026-01-20T06:18:56Z,1625.91,47.45,1578.46,USD,SYNTH-BATCH-USD-2026-01-22-0007,SETTLED
SYNTH-PROC-006190,SYNTH-ORDER-006190,CAPTURE,2026-01-21T08:31:36Z,593.00,17.50,575.50,EUR,SYNTH-BATCH-EUR-2026-01-23-0007,SETTLED
SYNTH-PROC-006190-ALTERNATE,SYNTH-ORDER-006190,CAPTURE,2026-01-21T08:32:36Z,593.00,17.50,575.50,EUR,SYNTH-BATCH-EUR-2026-01-23-0007,SETTLED
SYNTH-PROC-006191,SYNTH-ORDER-006191,CAPTURE,2026-01-22T11:30:30Z,478.01,14.16,463.85,GBP,SYNTH-BATCH-GBP-2026-01-24-0007,SETTLED
SYNTH-PROC-006192,SYNTH-ORDER-006192,CAPTURE,2026-01-23T13:15:11Z,1490.47,43.52,1446.95,USD,SYNTH-BATCH-USD-2026-01-25-0007,SETTLED
SYNTH-PROC-006193,SYNTH-ORDER-006193,CAPTURE,2026-01-24T16:01:58Z,2087.19,60.83,2026.36,USD,SYNTH-BATCH-USD-2026-01-26-0007,SETTLED
SYNTH-PROC-006194,SYNTH-ORDER-006194,CAPTURE,2026-01-25T18:11:23Z,1287.39,37.63,1249.76,USD,SYNTH-BATCH-USD-2026-01-27-0007,SETTLED
SYNTH-PROC-006195,SYNTH-ORDER-006195,CAPTURE,2026-01-26T19:33:11Z,1413.01,41.28,1371.73,USD,SYNTH-BATCH-USD-2026-01-28-0007,SETTLED
SYNTH-PROC-006196,SYNTH-ORDER-006196,CAPTURE,2026-01-27T22:10:30Z,1140.55,33.38,1107.17,USD,SYNTH-BATCH-USD-2026-01-29-0007,SETTLED
SYNTH-PROC-006197,SYNTH-ORDER-006197,CAPTURE,2026-01-29T00:09:27Z,868.63,25.49,843.14,USD,SYNTH-BATCH-USD-2026-01-30-0007,SETTLED
SYNTH-PROC-006198,SYNTH-ORDER-006198,CAPTURE,2026-01-29T03:02:21Z,1172.78,34.31,1138.47,USD,SYNTH-BATCH-USD-2026-01-31-0007,SETTLED
SYNTH-PROC-006199,SYNTH-ORDER-006199,CAPTURE,2026-01-30T04:37:31Z,2099.75,61.19,2038.56,USD,SYNTH-BATCH-USD-2026-02-01-0007,SETTLED
SYNTH-PROC-006200,SYNTH-ORDER-006200,CAPTURE,2026-01-31T06:45:45Z,660.42,19.45,640.97,EUR,SYNTH-BATCH-EUR-2026-02-02-0007,SETTLED
SYNTH-PROC-006201,SYNTH-ORDER-006201,CAPTURE,2026-01-01T08:47:55Z,2207.70,64.32,2143.38,GBP,SYNTH-BATCH-GBP-2026-01-03-0008,SETTLED
SYNTH-PROC-006202,SYNTH-ORDER-006202,CAPTURE,2026-01-02T11:02:30Z,1721.67,50.23,1671.44,USD,SYNTH-BATCH-USD-2026-01-04-0008,SETTLED
SYNTH-PROC-006203,SYNTH-ORDER-006203,CAPTURE,2026-01-03T13:33:07Z,2482.67,72.30,2410.37,USD,SYNTH-BATCH-USD-2026-01-05-0008,SETTLED
SYNTH-PROC-006204,SYNTH-ORDER-006204,CAPTURE,2026-01-04T15:36:58Z,1453.89,42.46,1411.43,USD,SYNTH-BATCH-USD-2026-01-06-0008,SETTLED
SYNTH-PROC-006205,SYNTH-ORDER-006205,CAPTURE,2026-01-05T18:04:23Z,1585.14,46.27,1538.87,USD,SYNTH-BATCH-USD-2026-01-07-0008,SETTLED
SYNTH-PROC-006206,SYNTH-ORDER-006206,CAPTURE,2026-01-06T20:03:59Z,1798.66,52.46,1746.20,USD,SYNTH-BATCH-USD-2026-01-08-0008,SETTLED
SYNTH-PROC-006207,SYNTH-ORDER-006207,CAPTURE,2026-01-07T22:43:45Z,1109.33,32.47,1076.86,USD,SYNTH-BATCH-USD-2026-01-09-0008,SETTLED
SYNTH-PROC-006208,SYNTH-ORDER-006208,CAPTURE,2026-01-08T00:59:04Z,883.88,25.93,857.95,USD,SYNTH-BATCH-USD-2026-01-10-0008,SETTLED
SYNTH-PROC-006209,SYNTH-ORDER-006209,CAPTURE,2026-01-09T02:27:31Z,1685.39,49.18,1636.21,USD,SYNTH-BATCH-USD-2026-01-11-0008,SETTLED
SYNTH-PROC-006210,SYNTH-ORDER-006210,CAPTURE,2026-01-10T04:48:26Z,1766.65,51.53,1715.12,EUR,SYNTH-BATCH-EUR-2026-01-12-0008,SETTLED
SYNTH-PROC-006211,SYNTH-ORDER-006211,CAPTURE,2026-01-11T07:26:07Z,2007.41,58.51,1948.90,GBP,SYNTH-BATCH-GBP-2026-01-13-0008,SETTLED
