processor_transaction_id,order_id,payment_id,processor_id,payment_method,gross_amount,fee_amount,net_amount,currency,fee_policy_id,status,auth_code,processed_at,settlement_id
PROC_004223,ORD_004223,PAY_004223,CHECKOUT_COM,CREDIT_CARD,1962.00,33.53,1928.47,EUR,POL_CKO_CC_EUR,CAPTURED,AUTH606229,2026-01-20 08:16:58,SETTLE_004223
PROC_004224,ORD_004224,PAY_004224,STRIPE,CREDIT_CARD,423.50,8.25,415.25,GBP,POL_STP_CC_GBP,CAPTURED,AUTH730172,2026-02-10 05:31:26,SETTLE_004224
PROC_004225,ORD_004225,PAY_004225,ADYEN,CREDIT_CARD,24.75,0.47,24.28,GBP,POL_ADY_CC_GBP,CAPTURED,AUTH937761,2026-01-09 10:58:16,SETTLE_004225
PROC_004226,ORD_004226,PAY_004226,CHECKOUT_COM,CREDIT_CARD,255.49,4.52,250.97,GBP,POL_CKO_CC_EUR,CAPTURED,AUTH817884,2026-01-28 00:05:49,SETTLE_004226
PROC_004227,ORD_004227,PAY_004227,PAYPAL,UPI,15000.00,182.00,14818.00,INR,POL_PYP_UPI_INR,CAPTURED,AUTH226643,2026-03-17 07:44:54,SETTLE_004227
PROC_004228,ORD_004228,PAY_004228,ADYEN,CREDIT_CARD,39.25,0.94,38.31,USD,POL_ADY_CC_USD,CAPTURED,AUTH903108,2026-01-10 10:27:32,SETTLE_004228
PROC_004229,ORD_004229,PAY_004229,STRIPE,UPI,4999.00,0.00,4999.00,INR,POL_STP_UPI_INR,CAPTURED,AUTH219210,2026-01-10 18:54:11,SETTLE_004229
PROC_004230,ORD_004230,PAY_004230,CHECKOUT_COM,CREDIT_CARD,33.25,0.75,32.50,EUR,POL_CKO_CC_EUR,CAPTURED,AUTH574993,2026-02-09 01:59:54,SETTLE_004230
PROC_004232,ORD_004232,PAY_004232,PAYPAL,CREDIT_CARD,625.75,20.41,605.34,EUR,POL_PYP_CC_EUR,CAPTURED,AUTH340698,2026-03-25 05:25:25,SETTLE_004232
PROC_004233,EXT_ORD_004233,EXT_PAY_004233,STRIPE,UPI,999.00,0.00,999.00,INR,POL_STP_UPI_INR,CAPTURED,AUTH101755,2026-03-05 06:53:29,SETTLE_004233
PROC_004234,ORD_004234,PAY_004234,STRIPE,ACH,257.95,2.31,255.64,USD,POL_STP_ACH_USD,CAPTURED,AUTH426154,2026-01-12 09:02:03,SETTLE_004234
PROC_004235,ORD_004235,PAY_004235,ADYEN,CREDIT_CARD,74.95,1.69,73.26,USD,POL_ADY_CC_USD,CAPTURED,AUTH658392,2026-01-27 22:32:34,SETTLE_004235
PROC_004236,ORD_004236,PAY_004236,ADYEN,CREDIT_CARD,174.00,3.77,170.23,USD,POL_ADY_CC_USD,CAPTURED,AUTH719440,2026-01-22 19:07:32,SETTLE_004236
PROC_004237,ORD_004237,PAY_004237,STRIPE,UPI,9999.00,0.00,9999.00,INR,POL_STP_UPI_INR,CAPTURED,AUTH481713,2026-01-07 06:34:12,SETTLE_004237
PROC_004238_DUP,ORD_004238,PAY_004238,ADYEN,SEPA,477.49,1.82,475.67,EUR,POL_ADY_SEPA_EUR,CAPTURED,AUTH869358,2026-03-25 17:27:22,SETTLE_004238
PROC_004238,ORD_004238,PAY_004238,ADYEN,SEPA,477.49,1.82,475.67,EUR,POL_ADY_SEPA_EUR,CAPTURED,AUTH836982,2026-03-25 17:26:37,SETTLE_004238
PROC_004240,ORD_004240,PAY_004240,STRIPE,ACH,483.49,4.12,479.37,USD,POL_STP_ACH_USD,CAPTURED,AUTH733725,2026-03-31 12:33:51,SETTLE_004240
PROC_004241,EXT_ORD_004241,EXT_PAY_004241,CHECKOUT_COM,CREDIT_CARD,1917.50,44.30,1873.20,USD,POL_CKO_CC_USD,CAPTURED,AUTH622677,2026-02-06 05:53:45,SETTLE_004241
PROC_004242,ORD_004242,PAY_004242,STRIPE,CREDIT_CARD,24.25,1.00,23.25,CAD,POL_STP_CC_CAD,CAPTURED,AUTH527993,2026-02-10 03:12:05,SETTLE_004242
PROC_004243,ORD_004243,PAY_004243,STRIPE,CREDIT_CARD,738.49,21.72,716.77,CAD,POL_STP_CC_CAD,CAPTURED,AUTH165573,2026-03-26 05:51:00,SETTLE_004243
PROC_004244,ORD_004244,PAY_004244,STRIPE,CREDIT_CARD,301.99,5.99,296.00,EUR,POL_STP_CC_EUR,CAPTURED,AUTH983220,2026-01-14 08:39:22,SETTLE_004244
PROC_004245,ORD_004245,PAY_004245,ADYEN,CREDIT_CARD,35.80,0.61,35.19,EUR,POL_ADY_CC_EUR,CAPTURED,AUTH972102,2026-03-17 23:14:10,SETTLE_004245
PROC_004246,ORD_004246,PAY_004246,PAYPAL,UPI,1999.00,25.99,1973.01,INR,POL_PYP_UPI_INR,CAPTURED,AUTH514230,2026-01-11 02:58:31,SETTLE_004246
PROC_004247,ORD_004247,PAY_004247,STRIPE,CREDIT_CARD,78.50,1.74,76.76,EUR,POL_STP_CC_EUR,CAPTURED,AUTH118820,2026-01-09 09:44:28,SETTLE_004247
PROC_004248,ORD_004248,PAY_004248,ADYEN,CREDIT_CARD,271.80,4.18,267.62,GBP,POL_ADY_CC_GBP,CAPTURED,AUTH943058,2026-02-25 15:27:02,SETTLE_004248
PROC_004249,ORD_004249,PAY_004249,STRIPE,ACH,30.99,0.50,30.49,USD,POL_STP_ACH_USD,CAPTURED,AUTH296642,2026-02-11 05:04:54,SETTLE_004249
PROC_004250,ORD_004250,PAY_004250,CHECKOUT_COM,CREDIT_CARD,70.25,1.91,68.34,CAD,POL_CKO_CC_CAD,CAPTURED,AUTH804952,2026-03-23 22:27:49,SETTLE_004250
PROC_004251,ORD_004251,PAY_004251,STRIPE,SEPA,588.50,3.14,585.36,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH666426,2026-01-28 13:03:17,SETTLE_004251
PROC_004252,ORD_004252,PAY_004252,PAYPAL,CREDIT_CARD,16.75,1.07,15.68,USD,POL_PYP_CC_USD,CAPTURED,AUTH394197,2026-02-23 03:55:26,SETTLE_004252
PROC_004253,ORD_004253,PAY_004253,PAYPAL,UPI,499.00,7.99,491.01,INR,POL_PYP_UPI_INR,CAPTURED,AUTH418807,2026-03-23 06:40:49,SETTLE_004253
PROC_004254_DUP,ORD_004254,PAY_004254,CHECKOUT_COM,CREDIT_CARD,20.80,0.52,20.28,GBP,POL_CKO_CC_GBP,CAPTURED,AUTH815334,2026-02-14 00:50:15,SETTLE_004254
PROC_004254,ORD_004254,PAY_004254,CHECKOUT_COM,CREDIT_CARD,20.80,0.52,20.28,GBP,POL_CKO_CC_GBP,CAPTURED,AUTH740357,2026-02-14 00:49:30,SETTLE_004254
PROC_004255,ORD_004255,PAY_004255,STRIPE,CREDIT_CARD,65.95,10.21,55.74,USD,POL_STP_CC_USD,CAPTURED,AUTH734005,2026-02-25 01:21:09,SETTLE_004255
PROC_004256,ORD_004256,PAY_004256,STRIPE,UPI,2574.00,0.00,2574.00,INR,POL_STP_UPI_INR,CAPTURED,AUTH239546,2026-02-11 02:37:16,SETTLE_004256
PROC_004257,ORD_004257,PAY_004257,CHECKOUT_COM,CREDIT_CARD,549.49,9.52,539.97,EUR,POL_CKO_CC_EUR,CAPTURED,AUTH433740,2026-03-07 13:20:34,SETTLE_004257
PROC_004258,ORD_004258,PAY_004258,STRIPE,CREDIT_CARD,2863.99,54.67,2809.32,EUR,POL_STP_CC_EUR,CAPTURED,AUTH763242,2026-03-02 19:11:49,SETTLE_004258
PROC_004259,ORD_004259,PAY_004259,STRIPE,SEPA,35.95,0.38,35.57,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH933538,2026-01-10 16:22:47,SETTLE_004259
PROC_004260,ORD_004260,PAY_004260,CHECKOUT_COM,CREDIT_CARD,818.99,14.10,804.89,EUR,POL_CKO_CC_EUR,CAPTURED,AUTH437753,2026-03-20 10:56:51,SETTLE_004260
PROC_004261,ORD_004261,PAY_004261,PAYPAL,UPI,3999.00,49.99,3949.01,INR,POL_PYP_UPI_INR,CAPTURED,AUTH641689,2026-02-22 01:39:45,SETTLE_004261
PROC_004262,ORD_004262,PAY_004262,PAYPAL,CREDIT_CARD,169.75,6.41,163.34,USD,POL_PYP_CC_USD,CAPTURED,AUTH559525,2026-03-31 16:05:52,SETTLE_004262
PROC_004263,ORD_004263,PAY_004263,PAYPAL,CREDIT_CARD,37.95,1.60,36.35,EUR,POL_PYP_CC_EUR,CAPTURED,AUTH672342,2026-01-28 04:15:36,SETTLE_004263
PROC_004264,ORD_004264,PAY_004264,ADYEN,CREDIT_CARD,281.80,6.04,275.76,USD,POL_ADY_CC_USD,CAPTURED,AUTH934057,2026-01-18 12:12:51,SETTLE_004264
PROC_004265,ORD_004265,PAY_004265,STRIPE,CREDIT_CARD,299.00,8.98,290.02,INR,POL_STP_CC_INR,CAPTURED,AUTH625914,2026-02-17 02:01:59,SETTLE_004265
PROC_004266,ORD_004266,PAY_004266,STRIPE,CREDIT_CARD,499.00,12.98,486.02,INR,POL_STP_CC_INR,CAPTURED,AUTH883662,2026-01-28 20:10:34,SETTLE_004266
PROC_004267,ORD_004267,PAY_004267,ADYEN,CREDIT_CARD,273.49,4.20,269.29,GBP,POL_ADY_CC_GBP,CAPTURED,AUTH160018,2026-02-24 21:51:31,SETTLE_004267
PROC_004268,ORD_004268,PAY_004268,PAYPAL,CREDIT_CARD,68.95,2.30,66.65,GBP,POL_PYP_CC_GBP,CAPTURED,AUTH171460,2026-03-01 15:21:15,SETTLE_004268
PROC_004269_DUP,ORD_004269,PAY_004269,ADYEN,CREDIT_CARD,247.25,3.57,243.68,EUR,POL_ADY_CC_EUR,CAPTURED,AUTH172310,2026-01-22 05:54:27,SETTLE_004269
PROC_004269,ORD_004269,PAY_004269,ADYEN,CREDIT_CARD,247.25,3.57,243.68,EUR,POL_ADY_CC_EUR,CAPTURED,AUTH433985,2026-01-22 05:53:42,SETTLE_004269
PROC_004270,ORD_004270,PAY_004270,STRIPE,SEPA,58.00,0.49,57.51,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH491769,2026-01-04 14:27:32,SETTLE_004270
PROC_004271,ORD_004271,PAY_004271,ADYEN,SEPA,62.75,0.37,62.38,EUR,POL_ADY_SEPA_EUR,CAPTURED,AUTH862387,2026-02-11 17:40:27,SETTLE_004271
PROC_004272,ORD_004272,PAY_004272,STRIPE,CREDIT_CARD,634.49,12.26,622.23,GBP,POL_STP_CC_GBP,CAPTURED,AUTH695845,2026-01-03 10:40:26,SETTLE_004272
PROC_004273,ORD_004273,PAY_004273,STRIPE,CREDIT_CARD,570.49,16.84,553.65,USD,POL_STP_CC_USD,CAPTURED,AUTH843296,2026-02-14 22:40:54,SETTLE_004273
PROC_004274,ORD_004274,PAY_004274,STRIPE,UPI,799.00,0.00,799.00,INR,POL_STP_UPI_INR,CAPTURED,AUTH338473,2026-01-16 03:43:26,SETTLE_004274
PROC_004275,ORD_004275,PAY_004275,STRIPE,UPI,2499.00,0.00,2499.00,INR,POL_STP_UPI_INR,CAPTURED,AUTH671778,2026-03-01 16:30:59,SETTLE_004275
PROC_004276,ORD_004276,PAY_004276,ADYEN,CREDIT_CARD,601.50,12.75,588.75,USD,POL_UNKNOWN_467,CAPTURED,AUTH677046,2026-02-19 09:33:17,SETTLE_004276
PROC_004277,ORD_004277,PAY_004277,ADYEN,CREDIT_CARD,530.99,7.54,523.45,EUR,POL_ADY_CC_EUR,CAPTURED,AUTH675819,2026-02-12 18:47:07,SETTLE_004277
PROC_004278,ORD_004278,PAY_004278,STRIPE,CREDIT_CARD,2499.00,52.98,2446.02,INR,POL_STP_CC_INR,CAPTURED,AUTH664302,2026-02-25 11:07:21,SETTLE_004278
PROC_004279,ORD_004279,PAY_004279,STRIPE,SEPA,583.50,3.12,580.38,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH317894,2026-02-03 21:56:32,SETTLE_004279
PROC_004280,ORD_004280,PAY_004280,STRIPE,CREDIT_CARD,15000.00,303.00,14697.00,INR,POL_STP_CC_INR,CAPTURED,AUTH171260,2026-02-08 12:28:29,SETTLE_004280
PROC_004281,ORD_004281,PAY_004281,ADYEN,CREDIT_CARD,160.75,2.51,158.24,GBP,POL_ADY_CC_GBP,CAPTURED,AUTH119105,2026-02-13 12:48:09,SETTLE_004281
PROC_004282,ORD_004282,PAY_004282,CHECKOUT_COM,CREDIT_CARD,2329.25,39.78,2289.47,EUR,POL_CKO_CC_EUR,CAPTURED,AUTH799783,2026-02-18 14:48:50,SETTLE_004282
PROC_004283,ORD_004283,PAY_004283,STRIPE,CREDIT_CARD,18.00,0.54,17.46,GBP,POL_STP_CC_GBP,CAPTURED,AUTH796966,2026-03-13 06:01:36,SETTLE_004283
PROC_004284,ORD_004284,PAY_004284,STRIPE,ACH,67.25,0.79,66.46,USD,POL_STP_ACH_USD,CAPTURED,AUTH446511,2026-01-15 08:06:51,SETTLE_004284
PROC_004285,ORD_004285,PAY_004285,STRIPE,SEPA,24.49,0.32,24.17,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH809527,2026-01-09 16:08:56,SETTLE_004285
PROC_004286,ORD_004286,PAY_004286,ADYEN,CREDIT_CARD,28.25,0.52,27.73,GBP,POL_ADY_CC_GBP,CAPTURED,AUTH770041,2026-02-21 22:49:57,SETTLE_004286
PROC_004287,ORD_004287,PAY_004287,ADYEN,CREDIT_CARD,555.75,7.89,547.86,EUR,POL_ADY_CC_EUR,CAPTURED,AUTH138791,2026-03-19 23:49:39,SETTLE_004287
PROC_004288,ORD_004288,PAY_004288,STRIPE,ACH,64.50,0.77,63.73,USD,POL_STP_ACH_USD,CAPTURED,AUTH492227,2026-01-31 06:15:41,SETTLE_004288
PROC_004290,ORD_004290,PAY_004290,STRIPE,CREDIT_CARD,142.49,4.43,138.06,CAD,POL_STP_CC_CAD,CAPTURED,AUTH250078,2026-01-09 08:20:42,SETTLE_004290
PROC_004291,ORD_004291,PAY_004291,CHECKOUT_COM,CREDIT_CARD,421.99,9.91,412.08,USD,POL_CKO_CC_USD,CAPTURED,AUTH477392,2026-01-25 23:54:28,SETTLE_004291
PROC_004292,ORD_004292,PAY_004292,CHECKOUT_COM,CREDIT_CARD,23.50,0.57,22.93,GBP,POL_CKO_CC_GBP,CAPTURED,AUTH297378,2026-01-15 20:47:05,SETTLE_004292
PROC_004293,ORD_004293,PAY_004293,CHECKOUT_COM,CREDIT_CARD,80.75,2.16,78.59,CAD,POL_CKO_CC_CAD,CAPTURED,AUTH772278,2026-03-02 21:17:07,SETTLE_004293
PROC_004294,ORD_004294,PAY_004294,CHECKOUT_COM,CREDIT_CARD,423.99,9.95,414.04,USD,POL_CKO_CC_USD,CAPTURED,AUTH547733,2026-02-26 09:58:42,SETTLE_004294
PROC_004295,ORD_004295,PAY_004295,ADYEN,CREDIT_CARD,718.25,15.20,703.05,USD,POL_ADY_CC_USD,CAPTURED,AUTH390048,2026-01-26 12:30:10,SETTLE_004295
PROC_004296,ORD_004296,PAY_004296,STRIPE,CREDIT_CARD,284.95,8.56,276.39,USD,POL_STP_CC_USD,CAPTURED,AUTH157311,2026-03-21 07:10:29,SETTLE_004296
PROC_004297,ORD_004297,PAY_004297,CHECKOUT_COM,CREDIT_CARD,49.80,1.05,48.75,GBP,POL_CKO_CC_GBP,CAPTURED,AUTH380927,2026-02-19 01:50:06,SETTLE_004297
PROC_004298,ORD_004298,PAY_004298,STRIPE,UPI,15000.00,0.00,15000.00,EUR,POL_STP_UPI_INR,CAPTURED,AUTH144961,2026-03-08 18:35:05,SETTLE_004298
PROC_004299,ORD_004299,PAY_004299,PAYPAL,UPI,799.00,8.09,790.91,INR,POL_PYP_UPI_INR,CAPTURED,AUTH245110,2026-01-10 06:29:26,SETTLE_004299
PROC_004300,ORD_004300,PAY_004300,STRIPE,ACH,50.75,0.66,50.09,USD,POL_STP_ACH_USD,CAPTURED,AUTH133605,2026-02-04 16:46:49,SETTLE_004300
PROC_004301,ORD_004301,PAY_004301,CHECKOUT_COM,CREDIT_CARD,72.00,1.40,70.60,EUR,POL_CKO_CC_EUR,CAPTURED,AUTH622357,2026-01-23 15:46:44,SETTLE_004301
PROC_004302,ORD_004302,PAY_004302,ADYEN,CREDIT_CARD,404.00,6.16,397.84,GBP,POL_ADY_CC_GBP,CAPTURED,AUTH897059,2026-01-16 17:09:34,SETTLE_004302
PROC_004303,ORD_004303,PAY_004303,CHECKOUT_COM,CREDIT_CARD,305.95,5.66,300.29,GBP,POL_CKO_CC_GBP,CAPTURED,AUTH181398,2026-01-26 05:53:27,SETTLE_004303
PROC_004304,ORD_004304,PAY_004304,ADYEN,CREDIT_CARD,70.95,1.10,69.85,EUR,POL_ADY_CC_EUR,CAPTURED,AUTH604474,2026-03-06 19:15:36,SETTLE_004304
PROC_004305,ORD_004305,PAY_004305,PAYPAL,CREDIT_CARD,1788.25,57.61,1730.64,EUR,POL_PYP_CC_EUR,CAPTURED,AUTH899070,2026-01-08 19:47:59,SETTLE_004305
PROC_004306,ORD_004306,PAY_004306,STRIPE,SEPA,61.49,0.51,60.98,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH625765,2026-01-10 09:07:13,SETTLE_004306
PROC_004307,ORD_004307,PAY_004307,CHECKOUT_COM,CREDIT_CARD,31.49,0.72,30.77,EUR,POL_CKO_CC_EUR,CAPTURED,AUTH913226,2026-01-03 08:50:49,SETTLE_004307
PROC_004308,ORD_004308,PAY_004308,CHECKOUT_COM,CREDIT_CARD,388.50,6.78,381.72,EUR,POL_CKO_CC_EUR,CAPTURED,AUTH365979,2026-02-14 17:31:14,SETTLE_004308
PROC_004309,ORD_004309,PAY_004309,STRIPE,ACH,29.49,0.49,29.00,USD,POL_STP_ACH_USD,CAPTURED,AUTH492024,2026-02-12 20:52:46,SETTLE_004309
PROC_004310,ORD_004310,PAY_004310,PAYPAL,UPI,799.00,11.59,787.41,INR,POL_PYP_UPI_INR,CAPTURED,AUTH412981,2026-01-12 16:54:22,SETTLE_004310
PROC_004311,ORD_004311,PAY_004311,ADYEN,CREDIT_CARD,42.95,0.74,42.21,GBP,POL_ADY_CC_GBP,CAPTURED,AUTH843173,2026-01-28 11:53:23,SETTLE_004311
PROC_004312,ORD_004312,PAY_004312,ADYEN,CREDIT_CARD,54.80,0.88,53.92,EUR,POL_ADY_CC_EUR,CAPTURED,AUTH814354,2026-03-08 06:53:11,SETTLE_004312
PROC_004313_DUP,ORD_004313,PAY_004313,STRIPE,SEPA,29.25,0.35,28.90,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH919195,2026-03-01 03:57:34,SETTLE_004313
PROC_004313,ORD_004313,PAY_004313,STRIPE,SEPA,29.25,0.35,28.90,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH882134,2026-03-01 03:56:49,SETTLE_004313
PROC_004314,ORD_004314,PAY_004314,CHECKOUT_COM,CREDIT_CARD,526.00,9.62,516.38,GBP,POL_CKO_CC_GBP,CAPTURED,AUTH534301,2026-03-24 01:19:00,SETTLE_004314
PROC_004315,ORD_004315,PAY_004315,PAYPAL,CREDIT_CARD,200.00,6.79,193.21,EUR,POL_PYP_CC_EUR,CAPTURED,AUTH690557,2026-02-26 12:43:54,SETTLE_004315
PROC_004316,ORD_004316,PAY_004316,STRIPE,CREDIT_CARD,257.99,15.28,242.71,CAD,POL_STP_CC_CAD,CAPTURED,AUTH176696,2026-01-15 06:29:43,SETTLE_004316
PROC_004317,ORD_004317,PAY_004317,STRIPE,DEBIT_CARD,272.50,4.34,268.16,USD,POL_STP_DC_USD,CAPTURED,AUTH476380,2026-01-01 17:36:44,SETTLE_004317
PROC_004318,ORD_004318,PAY_004318,ADYEN,CREDIT_CARD,852.25,12.04,840.21,EUR,POL_ADY_CC_EUR,CAPTURED,AUTH654840,2026-03-12 02:14:23,SETTLE_004318
PROC_004319,ORD_004319,PAY_004319,CHECKOUT_COM,CREDIT_CARD,96.49,2.42,94.07,USD,POL_CKO_CC_USD,CAPTURED,AUTH196636,2026-03-24 18:59:52,SETTLE_004319
PROC_004320,ORD_004320,PAY_004320,PAYPAL,CREDIT_CARD,579.49,20.71,558.78,USD,POL_PYP_CC_USD,CAPTURED,AUTH300753,2026-03-29 09:59:46,SETTLE_004320
PROC_004321,ORD_004321,PAY_004321,CHECKOUT_COM,CREDIT_CARD,520.99,12.72,508.27,CAD,POL_CKO_CC_CAD,CAPTURED,AUTH916674,2026-02-20 07:48:07,SETTLE_004321
PROC_004322,ORD_004322,PAY_004322,ADYEN,CREDIT_CARD,54.00,0.87,53.13,EUR,POL_ADY_CC_EUR,CAPTURED,AUTH456799,2026-01-24 12:02:25,SETTLE_004322
PROC_004323,ORD_004323,PAY_004323,STRIPE,UPI,15000.00,0.00,15000.00,INR,POL_STP_UPI_INR,CAPTURED,AUTH548229,2026-01-16 07:58:51,SETTLE_004323
PROC_004324,ORD_004324,PAY_004324,ADYEN,CREDIT_CARD,341.25,5.22,336.03,GBP,POL_ADY_CC_GBP,CAPTURED,AUTH531735,2026-02-22 10:58:58,SETTLE_004324
PROC_004325,ORD_004325,PAY_004325,STRIPE,CREDIT_CARD,16.00,0.76,15.24,USD,POL_STP_CC_USD,CAPTURED,AUTH977543,2026-01-30 22:44:03,SETTLE_004325
PROC_004326,ORD_004326,PAY_004326,STRIPE,UPI,499.00,0.00,499.00,INR,POL_STP_UPI_INR,CAPTURED,AUTH118079,2026-02-19 21:44:33,SETTLE_004326
PROC_004327,ORD_004327,PAY_004327,ADYEN,DEBIT_CARD,69.75,0.94,68.81,USD,POL_ADY_DC_USD,CAPTURED,AUTH918302,2026-01-15 15:10:01,SETTLE_004327
PROC_004328,ORD_004328,PAY_004328,STRIPE,DEBIT_CARD,30.49,0.71,29.78,USD,POL_STP_DC_USD,CAPTURED,AUTH593580,2026-02-02 07:48:08,SETTLE_004328
PROC_004329,ORD_004329,PAY_004329,STRIPE,DEBIT_CARD,59.00,1.14,57.86,USD,POL_STP_DC_USD,CAPTURED,AUTH727527,2026-01-08 22:56:37,SETTLE_004329
PROC_004330,ORD_004330,PAY_004330,PAYPAL,CREDIT_CARD,292.75,9.76,282.99,EUR,POL_PYP_CC_EUR,CAPTURED,AUTH416020,2026-02-18 20:06:35,SETTLE_004330
PROC_004331,ORD_004331,PAY_004331,PAYPAL,CREDIT_CARD,1573.25,51.90,1521.35,USD,POL_PYP_CC_USD,CAPTURED,AUTH190382,2026-02-08 15:52:00,SETTLE_004331
PROC_004332,ORD_004332,PAY_004332,CHECKOUT_COM,CREDIT_CARD,427.99,7.46,420.53,EUR,POL_CKO_CC_EUR,CAPTURED,AUTH583317,2026-02-19 04:57:07,SETTLE_004332
PROC_004333,ORD_004333,PAY_004333,STRIPE,CREDIT_CARD,50.80,1.77,49.03,CAD,POL_STP_CC_CAD,CAPTURED,AUTH387955,2026-01-14 12:28:22,SETTLE_004333
PROC_004334,ORD_004334,PAY_004334,CHECKOUT_COM,CREDIT_CARD,61.49,1.26,60.23,GBP,POL_CKO_CC_GBP,CAPTURED,AUTH849637,2026-03-03 14:22:17,SETTLE_004334
PROC_004335,ORD_004335,PAY_004335,ADYEN,SEPA,2533.95,9.02,2524.93,EUR,POL_ADY_SEPA_EUR,CAPTURED,AUTH148165,2026-01-16 22:47:26,SETTLE_004335
PROC_004336_DUP,ORD_004336,PAY_004336,STRIPE,DEBIT_CARD,66.25,1.24,65.01,USD,POL_STP_DC_USD,CAPTURED,AUTH186947,2026-01-07 19:37:08,SETTLE_004336
PROC_004336,ORD_004336,PAY_004336,STRIPE,DEBIT_CARD,66.25,1.24,65.01,USD,POL_STP_DC_USD,CAPTURED,AUTH146370,2026-01-07 19:36:23,SETTLE_004336
PROC_004337,ORD_004337,PAY_004337,STRIPE,ACH,478.00,4.07,473.93,USD,POL_STP_ACH_USD,CAPTURED,AUTH273044,2026-01-23 22:49:56,SETTLE_004337
PROC_004338,ORD_004338,PAY_004338,PAYPAL,CREDIT_CARD,103.00,3.69,99.31,EUR,POL_PYP_CC_EUR,CAPTURED,AUTH415282,2026-03-01 02:51:55,SETTLE_004338
PROC_004339,ORD_004339,PAY_004339,ADYEN,SEPA,38.49,0.28,38.21,EUR,POL_ADY_SEPA_EUR,CAPTURED,AUTH677400,2026-02-07 15:18:22,SETTLE_004339
PROC_004340,ORD_004340,PAY_004340,STRIPE,CREDIT_CARD,4999.00,102.98,4896.02,INR,POL_STP_CC_INR,CAPTURED,AUTH948183,2026-01-30 20:53:24,SETTLE_004340
PROC_004341,ORD_004341,PAY_004341,ADYEN,SEPA,48.75,0.32,48.43,EUR,POL_ADY_SEPA_EUR,CAPTURED,AUTH706342,2026-03-09 10:18:40,SETTLE_004341
PROC_004342,ORD_004342,PAY_004342,PAYPAL,UPI,1999.00,25.99,1973.01,INR,POL_PYP_UPI_INR,CAPTURED,AUTH778205,2026-01-12 23:48:27,SETTLE_004342
PROC_004343,ORD_004343,PAY_004343,PAYPAL,CREDIT_CARD,3385.25,118.64,3266.61,USD,POL_PYP_CC_USD,CAPTURED,AUTH817307,2026-03-19 20:50:37,SETTLE_004343
PROC_004344,ORD_004344,PAY_004344,STRIPE,SEPA,622.99,3.31,619.68,EUR,POL_STP_SEPA_EUR,CAPTURED,AUTH911386,2026-03-06 20:04:56,SETTLE_004344
PROC_004345,ORD_004345,PAY_004345,CHECKOUT_COM,CREDIT_CARD,46.80,0.99,45.81,GBP,POL_CKO_CC_GBP,CAPTURED,AUTH366296,2026-03-06 18:55:28,SETTLE_004345
PROC_004346,ORD_004346,PAY_004346,STRIPE,CREDIT_CARD,4999.00,102.98,4896.02,INR,POL_STP_CC_INR,CAPTURED,AUTH672870,2026-02-04 02:52:26,SETTLE_004346
PROC_004347,ORD_004347,PAY_004347,CHECKOUT_COM,CREDIT_CARD,78.75,2.01,76.74,USD,POL_CKO_CC_USD,CAPTURED,AUTH711262,2026-02-14 07:01:36,SETTLE_004347
PROC_004348,ORD_004348,PAY_004348,ADYEN,SEPA,77.80,0.42,77.38,EUR,POL_ADY_SEPA_EUR,CAPTURED,AUTH573870,2026-01-09 23:14:03,SETTLE_004348
PROC_004349,ORD_004349,PAY_004349,STRIPE,DEBIT_CARD,2439.80,36.85,2402.95,USD,POL_STP_DC_USD,CAPTURED,AUTH169257,2026-01-18 06:38:18,SETTLE_004349
PROC_004350,ORD_004350,PAY_004350,PAYPAL,CREDIT_CARD,622.49,20.31,602.18,EUR,POL_PYP_CC_EUR,CAPTURED,AUTH106045,2026-03-03 04:09:32,SETTLE_004350
PROC_004351,ORD_004351,PAY_004351,STRIPE,DEBIT_CARD,363.50,5.70,357.80,USD,POL_STP_DC_USD,CAPTURED,AUTH964605,2026-01-24 12:26:47,SETTLE_004351
PROC_004352,ORD_004352,PAY_004352,STRIPE,CREDIT_CARD,499.00,12.98,486.02,INR,POL_STP_CC_INR,CAPTURED,AUTH472480,2026-03-12 21:12:19,SETTLE_004352
PROC_004353,ORD_004353,PAY_004353,STRIPE,UPI,999.00,0.00,999.00,INR,POL_STP_UPI_INR,CAPTURED,AUTH776436,2026-01-15 15:08:23,SETTLE_004353
PROC_004354,ORD_004354,PAY_004354,ADYEN,CREDIT_CARD,182.25,3.95,178.30,USD,POL_ADY_CC_USD,CAPTURED,AUTH491437,2026-02-20 14:21:21,SETTLE_004354
PROC_004355,ORD_004355,PAY_004355,CHECKOUT_COM,CREDIT_CARD,126.95,3.12,123.83,USD,POL_CKO_CC_USD,CAPTURED,AUTH760113,2026-03-02 15:07:35,SETTLE_004355
PROC_004356,ORD_004356,PAY_004356,STRIPE,CREDIT_CARD,1569.00,30.01,1538.99,INR,POL_STP_CC_GBP,CAPTURED,AUTH333602,2026-02-28 21:41:42,SETTLE_004356
